File accession,Experiment accession,Assay,Experiment target,File assembly,Biosample term name,File download URL
ENCFF798VZZ,ENCSR729HVR,TF ChIP-seq,ZNF644-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF798VZZ/@@download/ENCFF798VZZ.bigWig
ENCFF978GGB,ENCSR731LHZ,TF ChIP-seq,E4F1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF978GGB/@@download/ENCFF978GGB.bigWig
ENCFF131HJY,ENCSR737LTZ,TF ChIP-seq,MYNN-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF131HJY/@@download/ENCFF131HJY.bigWig
ENCFF296VQY,ENCSR737UST,TF ChIP-seq,ZNF740-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF296VQY/@@download/ENCFF296VQY.bigWig
ENCFF146XNW,ENCSR740NPG,TF ChIP-seq,BACH1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF146XNW/@@download/ENCFF146XNW.bigWig
ENCFF850KER,ENCSR740XMB,TF ChIP-seq,RBPJ-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF850KER/@@download/ENCFF850KER.bigWig
ENCFF402KLO,ENCSR742IDN,TF ChIP-seq,NR2C1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF402KLO/@@download/ENCFF402KLO.bigWig
ENCFF991SNO,ENCSR742TMU,TF ChIP-seq,ZNF282-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF991SNO/@@download/ENCFF991SNO.bigWig
ENCFF865RUS,ENCSR744CXJ,TF ChIP-seq,ELF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF865RUS/@@download/ENCFF865RUS.bigWig
ENCFF352IHB,ENCSR744GHR,TF ChIP-seq,E2F5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF352IHB/@@download/ENCFF352IHB.bigWig
ENCFF607GDG,ENCSR744JJU,TF ChIP-seq,MYC-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF607GDG/@@download/ENCFF607GDG.bigWig
ENCFF023QKJ,ENCSR744WOO,TF ChIP-seq,TCF12-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF023QKJ/@@download/ENCFF023QKJ.bigWig
ENCFF690LIN,ENCSR750LYM,TF ChIP-seq,NR2C2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF690LIN/@@download/ENCFF690LIN.bigWig
ENCFF557SXK,ENCSR754ZHU,TF ChIP-seq,SNRNP70-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF557SXK/@@download/ENCFF557SXK.bigWig
ENCFF582TVD,ENCSR755CRA,TF ChIP-seq,ZKSCAN8-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF582TVD/@@download/ENCFF582TVD.bigWig
ENCFF577NOB,ENCSR757IIU,TF ChIP-seq,HMBOX1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF577NOB/@@download/ENCFF577NOB.bigWig
ENCFF397OGU,ENCSR758PLU,TF ChIP-seq,ZNF408-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF397OGU/@@download/ENCFF397OGU.bigWig
ENCFF835ULR,ENCSR760UVO,TF ChIP-seq,KLF16-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF835ULR/@@download/ENCFF835ULR.bigWig
ENCFF408MYD,ENCSR763FNU,TF ChIP-seq,CGGBP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF408MYD/@@download/ENCFF408MYD.bigWig
ENCFF953NJK,ENCSR764OXF,TF ChIP-seq,RBM39-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF953NJK/@@download/ENCFF953NJK.bigWig
ENCFF044RVK,ENCSR764YDL,TF ChIP-seq,NR0B1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF044RVK/@@download/ENCFF044RVK.bigWig
ENCFF225FHQ,ENCSR772EEN,TF ChIP-seq,RELA-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF225FHQ/@@download/ENCFF225FHQ.bigWig
ENCFF430VFG,ENCSR775EQV,TF ChIP-seq,ZNF583-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF430VFG/@@download/ENCFF430VFG.bigWig
ENCFF076RAY,ENCSR775FSH,TF ChIP-seq,ZNF280B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF076RAY/@@download/ENCFF076RAY.bigWig
ENCFF142QOY,ENCSR775NLJ,TF ChIP-seq,CHCHD3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF142QOY/@@download/ENCFF142QOY.bigWig
ENCFF514SEB,ENCSR776CYN,TF ChIP-seq,ZFP36-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF514SEB/@@download/ENCFF514SEB.bigWig
ENCFF481FFX,ENCSR780BBJ,TF ChIP-seq,ZZZ3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF481FFX/@@download/ENCFF481FFX.bigWig
ENCFF138XSR,ENCSR782WRO,TF ChIP-seq,BMI1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF138XSR/@@download/ENCFF138XSR.bigWig
ENCFF911WKX,ENCSR783EPA,TF ChIP-seq,TBPL1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF911WKX/@@download/ENCFF911WKX.bigWig
ENCFF025CAJ,ENCSR784IMK,TF ChIP-seq,TFAP4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF025CAJ/@@download/ENCFF025CAJ.bigWig
ENCFF099IYC,ENCSR786OQY,TF ChIP-seq,ZBTB5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF099IYC/@@download/ENCFF099IYC.bigWig
ENCFF217HMR,ENCSR787CHF,TF ChIP-seq,USF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF217HMR/@@download/ENCFF217HMR.bigWig
ENCFF710JBZ,ENCSR787RVK,TF ChIP-seq,TSC22D4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF710JBZ/@@download/ENCFF710JBZ.bigWig
ENCFF955YDT,ENCSR788DXU,TF ChIP-seq,FOXA3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF955YDT/@@download/ENCFF955YDT.bigWig
ENCFF489ISQ,ENCSR788RSW,TF ChIP-seq,SOX6-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF489ISQ/@@download/ENCFF489ISQ.bigWig
ENCFF281TJW,ENCSR791OZM,TF ChIP-seq,RBM25-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF281TJW/@@download/ENCFF281TJW.bigWig
ENCFF755PFK,ENCSR792IYC,TF ChIP-seq,BCLAF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF755PFK/@@download/ENCFF755PFK.bigWig
ENCFF799YBH,ENCSR795IYP,TF ChIP-seq,JUNB-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF799YBH/@@download/ENCFF799YBH.bigWig
ENCFF084FGR,ENCSR796ITY,TF ChIP-seq,NFIC-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF084FGR/@@download/ENCFF084FGR.bigWig
ENCFF578BJE,ENCSR797SWM,TF ChIP-seq,MITF-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF578BJE/@@download/ENCFF578BJE.bigWig
ENCFF243PFD,ENCSR798ILC,TF ChIP-seq,NCOR1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF243PFD/@@download/ENCFF243PFD.bigWig
ENCFF134MED,ENCSR798MFW,TF ChIP-seq,NR1H2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF134MED/@@download/ENCFF134MED.bigWig
ENCFF313ALY,ENCSR799URB,TF ChIP-seq,ZNF121-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF313ALY/@@download/ENCFF313ALY.bigWig
ENCFF660SDW,ENCSR800KMQ,TF ChIP-seq,ZBTB43-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF660SDW/@@download/ENCFF660SDW.bigWig
ENCFF786CPC,ENCSR801JWB,TF ChIP-seq,HOMEZ-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF786CPC/@@download/ENCFF786CPC.bigWig
ENCFF362BXA,ENCSR801RPW,TF ChIP-seq,GTF2A2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF362BXA/@@download/ENCFF362BXA.bigWig
ENCFF728SYV,ENCSR802AHH,TF ChIP-seq,BCL6-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF728SYV/@@download/ENCFF728SYV.bigWig
ENCFF400ZAU,ENCSR803EKW,TF ChIP-seq,NCOA2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF400ZAU/@@download/ENCFF400ZAU.bigWig
ENCFF754HVB,ENCSR805SIA,TF ChIP-seq,PURB-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF754HVB/@@download/ENCFF754HVB.bigWig
ENCFF134PQZ,ENCSR807BGP,TF ChIP-seq,MTA1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF134PQZ/@@download/ENCFF134PQZ.bigWig
ENCFF957TCK,ENCSR808AKZ,TF ChIP-seq,BCOR-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF957TCK/@@download/ENCFF957TCK.bigWig
ENCFF684EGG,ENCSR809JSD,TF ChIP-seq,IRF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF684EGG/@@download/ENCFF684EGG.bigWig
ENCFF247POT,ENCSR814AJH,TF ChIP-seq,SRSF9-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF247POT/@@download/ENCFF247POT.bigWig
ENCFF191GNN,ENCSR815ZDS,TF ChIP-seq,SREBF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF191GNN/@@download/ENCFF191GNN.bigWig
ENCFF397AUP,ENCSR817FMN,TF ChIP-seq,TEAD4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF397AUP/@@download/ENCFF397AUP.bigWig
ENCFF859XJZ,ENCSR817QKV,TF ChIP-seq,EP400-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF859XJZ/@@download/ENCFF859XJZ.bigWig
ENCFF056BBN,ENCSR818DQV,TF ChIP-seq,MAFG-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF056BBN/@@download/ENCFF056BBN.bigWig
ENCFF887BCD,ENCSR819LHG,TF ChIP-seq,FOXA1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF887BCD/@@download/ENCFF887BCD.bigWig
ENCFF511JBH,ENCSR820GND,TF ChIP-seq,RNF2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF511JBH/@@download/ENCFF511JBH.bigWig
ENCFF980AHZ,ENCSR822CCM,TF ChIP-seq,ARID1B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF980AHZ/@@download/ENCFF980AHZ.bigWig
ENCFF821XXA,ENCSR822LBD,TF ChIP-seq,RBFOX2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF821XXA/@@download/ENCFF821XXA.bigWig
ENCFF555JYG,ENCSR829UCH,TF ChIP-seq,NFXL1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF555JYG/@@download/ENCFF555JYG.bigWig
ENCFF704FKY,ENCSR832DMO,TF ChIP-seq,SRSF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF704FKY/@@download/ENCFF704FKY.bigWig
ENCFF640XIF,ENCSR832OGB,TF ChIP-seq,LEF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF640XIF/@@download/ENCFF640XIF.bigWig
ENCFF765DXU,ENCSR835TCD,TF ChIP-seq,HDAC8-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF765DXU/@@download/ENCFF765DXU.bigWig
ENCFF530HZE,ENCSR836COE,TF ChIP-seq,RBM17-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF530HZE/@@download/ENCFF530HZE.bigWig
ENCFF744HIE,ENCSR837EYC,TF ChIP-seq,NRF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF744HIE/@@download/ENCFF744HIE.bigWig
ENCFF594MZN,ENCSR841GLE,TF ChIP-seq,ZNF217-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF594MZN/@@download/ENCFF594MZN.bigWig
ENCFF522WAN,ENCSR844JVU,TF ChIP-seq,TCFL5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF522WAN/@@download/ENCFF522WAN.bigWig
ENCFF501WCL,ENCSR844MAB,TF ChIP-seq,ZNF77-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF501WCL/@@download/ENCFF501WCL.bigWig
ENCFF608OJM,ENCSR845BCL,TF ChIP-seq,ZNF639-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF608OJM/@@download/ENCFF608OJM.bigWig
ENCFF648FYW,ENCSR845GGY,TF ChIP-seq,ZNF263-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF648FYW/@@download/ENCFF648FYW.bigWig
ENCFF412DEZ,ENCSR847LBF,TF ChIP-seq,FOXJ2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF412DEZ/@@download/ENCFF412DEZ.bigWig
ENCFF338KQK,ENCSR848AOP,TF ChIP-seq,RBM22-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF338KQK/@@download/ENCFF338KQK.bigWig
ENCFF321ZNX,ENCSR849LXI,TF ChIP-seq,MTF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF321ZNX/@@download/ENCFF321ZNX.bigWig
ENCFF459HER,ENCSR850WUE,TF ChIP-seq,RBM15-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF459HER/@@download/ENCFF459HER.bigWig
ENCFF730TBA,ENCSR851BNE,TF ChIP-seq,MEIS2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF730TBA/@@download/ENCFF730TBA.bigWig
ENCFF242HIV,ENCSR851XLW,TF ChIP-seq,ZNF830-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF242HIV/@@download/ENCFF242HIV.bigWig
ENCFF843BFO,ENCSR854MCV,TF ChIP-seq,IRF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF843BFO/@@download/ENCFF843BFO.bigWig
ENCFF361GYK,ENCSR861UWB,TF ChIP-seq,HOXB6-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF361GYK/@@download/ENCFF361GYK.bigWig
ENCFF004SID,ENCSR863KUB,TF ChIP-seq,TCF7-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF004SID/@@download/ENCFF004SID.bigWig
ENCFF074NWL,ENCSR867MET,TF ChIP-seq,THRB-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF074NWL/@@download/ENCFF074NWL.bigWig
ENCFF425JAF,ENCSR869IUD,TF ChIP-seq,ATF2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF425JAF/@@download/ENCFF425JAF.bigWig
ENCFF461CUZ,ENCSR870YEN,TF ChIP-seq,ZSCAN32-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF461CUZ/@@download/ENCFF461CUZ.bigWig
ENCFF314MEN,ENCSR871TKJ,TF ChIP-seq,THRAP3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF314MEN/@@download/ENCFF314MEN.bigWig
ENCFF403IUH,ENCSR873LYH,TF ChIP-seq,MLX-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF403IUH/@@download/ENCFF403IUH.bigWig
ENCFF792AHT,ENCSR876GXA,TF ChIP-seq,ZBTB33-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF792AHT/@@download/ENCFF792AHT.bigWig
ENCFF678NHE,ENCSR879HUU,TF ChIP-seq,GABPB2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF678NHE/@@download/ENCFF678NHE.bigWig
ENCFF715HLA,ENCSR879KXD,TF ChIP-seq,RAD21-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF715HLA/@@download/ENCFF715HLA.bigWig
ENCFF027OVX,ENCSR882ERE,TF ChIP-seq,ZKSCAN1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF027OVX/@@download/ENCFF027OVX.bigWig
ENCFF251HZK,ENCSR883UGG,TF ChIP-seq,ZNF445-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF251HZK/@@download/ENCFF251HZK.bigWig
ENCFF416WMT,ENCSR886RYH,TF ChIP-seq,NONO-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF416WMT/@@download/ENCFF416WMT.bigWig
ENCFF883YDF,ENCSR888XZK,TF ChIP-seq,TCF7L2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF883YDF/@@download/ENCFF883YDF.bigWig
ENCFF007JMV,ENCSR893WSB,TF ChIP-seq,HDAC2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF007JMV/@@download/ENCFF007JMV.bigWig
ENCFF498YTJ,ENCSR894CGX,TF ChIP-seq,SUPT5H-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF498YTJ/@@download/ENCFF498YTJ.bigWig
ENCFF231HQU,ENCSR895HSJ,TF ChIP-seq,SMARCA5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF231HQU/@@download/ENCFF231HQU.bigWig
ENCFF621VKZ,ENCSR898IDK,TF ChIP-seq,ZNF23-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF621VKZ/@@download/ENCFF621VKZ.bigWig
ENCFF263UCJ,ENCSR898XMH,TF ChIP-seq,ZFP91-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF263UCJ/@@download/ENCFF263UCJ.bigWig
ENCFF209GHK,ENCSR899GSH,TF ChIP-seq,RBM34-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF209GHK/@@download/ENCFF209GHK.bigWig
ENCFF781OJA,ENCSR901VIE,TF ChIP-seq,TFDP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF781OJA/@@download/ENCFF781OJA.bigWig
ENCFF896KUA,ENCSR906CWK,TF ChIP-seq,ZFPM2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF896KUA/@@download/ENCFF896KUA.bigWig
ENCFF441SOL,ENCSR907JPB,TF ChIP-seq,ZMIZ1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF441SOL/@@download/ENCFF441SOL.bigWig
ENCFF933XGN,ENCSR907MZR,TF ChIP-seq,TRIM24-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF933XGN/@@download/ENCFF933XGN.bigWig
ENCFF077ZMN,ENCSR908CMW,TF ChIP-seq,KDM1A-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF077ZMN/@@download/ENCFF077ZMN.bigWig
ENCFF403TML,ENCSR910JAI,TF ChIP-seq,NCOR1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF403TML/@@download/ENCFF403TML.bigWig
ENCFF074TUE,ENCSR914NEI,TF ChIP-seq,MTA3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF074TUE/@@download/ENCFF074TUE.bigWig
ENCFF750WJF,ENCSR918EFA,TF ChIP-seq,ZNF57-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF750WJF/@@download/ENCFF750WJF.bigWig
ENCFF572ZZW,ENCSR920ASP,TF ChIP-seq,ZFX-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF572ZZW/@@download/ENCFF572ZZW.bigWig
ENCFF085NLG,ENCSR920BLG,TF ChIP-seq,SIN3A-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF085NLG/@@download/ENCFF085NLG.bigWig
ENCFF332OXL,ENCSR922YDT,TF ChIP-seq,SLC30A9-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF332OXL/@@download/ENCFF332OXL.bigWig
ENCFF321TEP,ENCSR924GXX,TF ChIP-seq,PHB2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF321TEP/@@download/ENCFF321TEP.bigWig
ENCFF922ZTM,ENCSR924JOW,TF ChIP-seq,KAT7-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF922ZTM/@@download/ENCFF922ZTM.bigWig
ENCFF345UOO,ENCSR926KTP,TF ChIP-seq,IRF9-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF345UOO/@@download/ENCFF345UOO.bigWig
ENCFF952EHS,ENCSR926TAH,TF ChIP-seq,PREB-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF952EHS/@@download/ENCFF952EHS.bigWig
ENCFF183TXN,ENCSR928KOR,TF ChIP-seq,GMEB1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF183TXN/@@download/ENCFF183TXN.bigWig
ENCFF510HQQ,ENCSR931HNY,TF ChIP-seq,NCOA1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF510HQQ/@@download/ENCFF510HQQ.bigWig
ENCFF934JEB,ENCSR934RJP,TF ChIP-seq,ZNF3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF934JEB/@@download/ENCFF934JEB.bigWig
ENCFF436QUJ,ENCSR935PEA,TF ChIP-seq,CREB5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF436QUJ/@@download/ENCFF436QUJ.bigWig
ENCFF087SDF,ENCSR935UQL,TF ChIP-seq,MECOM-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF087SDF/@@download/ENCFF087SDF.bigWig
ENCFF831PIW,ENCSR939CDD,TF ChIP-seq,ARID4B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF831PIW/@@download/ENCFF831PIW.bigWig
ENCFF963PXY,ENCSR940PYZ,TF ChIP-seq,ZNF609-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF963PXY/@@download/ENCFF963PXY.bigWig
ENCFF851FYN,ENCSR942XQI,TF ChIP-seq,RAD21-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF851FYN/@@download/ENCFF851FYN.bigWig
ENCFF431CIQ,ENCSR946BXO,TF ChIP-seq,BRCA1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF431CIQ/@@download/ENCFF431CIQ.bigWig
ENCFF612EKJ,ENCSR946WBN,TF ChIP-seq,JUN-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF612EKJ/@@download/ENCFF612EKJ.bigWig
ENCFF142VTP,ENCSR947PJZ,TF ChIP-seq,HIVEP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF142VTP/@@download/ENCFF142VTP.bigWig
ENCFF322PJA,ENCSR948JND,TF ChIP-seq,ZNF398-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF322PJA/@@download/ENCFF322PJA.bigWig
ENCFF986RWU,ENCSR948KMB,TF ChIP-seq,PTBP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF986RWU/@@download/ENCFF986RWU.bigWig
ENCFF069MUM,ENCSR948QLZ,TF ChIP-seq,CBX1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF069MUM/@@download/ENCFF069MUM.bigWig
ENCFF957MXZ,ENCSR948VFL,TF ChIP-seq,IKZF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF957MXZ/@@download/ENCFF957MXZ.bigWig
ENCFF900SQF,ENCSR949NVY,TF ChIP-seq,ZNF639-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF900SQF/@@download/ENCFF900SQF.bigWig
ENCFF475BWW,ENCSR953DVM,TF ChIP-seq,E2F8-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF475BWW/@@download/ENCFF475BWW.bigWig
ENCFF808TLR,ENCSR953KEY,TF ChIP-seq,TFE3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF808TLR/@@download/ENCFF808TLR.bigWig
ENCFF330ZNJ,ENCSR955LXM,TF ChIP-seq,ZBTB33-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF330ZNJ/@@download/ENCFF330ZNJ.bigWig
ENCFF753EQS,ENCSR957LDM,TF ChIP-seq,TRIM24-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF753EQS/@@download/ENCFF753EQS.bigWig
ENCFF414BLJ,ENCSR958JPH,TF ChIP-seq,TSHZ1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF414BLJ/@@download/ENCFF414BLJ.bigWig
ENCFF645DBZ,ENCSR959BQO,TF ChIP-seq,ZNF700-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF645DBZ/@@download/ENCFF645DBZ.bigWig
ENCFF123HEG,ENCSR968GIB,TF ChIP-seq,RFX1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF123HEG/@@download/ENCFF123HEG.bigWig
ENCFF239LIU,ENCSR970NKQ,TF ChIP-seq,NR2F1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF239LIU/@@download/ENCFF239LIU.bigWig
ENCFF855LPH,ENCSR970OJY,TF ChIP-seq,TCF3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF855LPH/@@download/ENCFF855LPH.bigWig
ENCFF042WYK,ENCSR971EWR,TF ChIP-seq,ETV5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF042WYK/@@download/ENCFF042WYK.bigWig
ENCFF573XYH,ENCSR972CVS,TF ChIP-seq,ELK3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF573XYH/@@download/ENCFF573XYH.bigWig
ENCFF882NZV,ENCSR972ZBV,TF ChIP-seq,ATF7-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF882NZV/@@download/ENCFF882NZV.bigWig
ENCFF532BNR,ENCSR975SSR,TF ChIP-seq,ELF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF532BNR/@@download/ENCFF532BNR.bigWig
ENCFF950VCQ,ENCSR976MXN,TF ChIP-seq,ZNF317-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF950VCQ/@@download/ENCFF950VCQ.bigWig
ENCFF401NSA,ENCSR979QYJ,TF ChIP-seq,MNT-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF401NSA/@@download/ENCFF401NSA.bigWig
ENCFF749FRI,ENCSR980ZWE,TF ChIP-seq,NR3C1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF749FRI/@@download/ENCFF749FRI.bigWig
ENCFF478KSR,ENCSR985OYK,TF ChIP-seq,ZBTB11-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF478KSR/@@download/ENCFF478KSR.bigWig
ENCFF478NBS,ENCSR986CDX,TF ChIP-seq,NEUROD1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF478NBS/@@download/ENCFF478NBS.bigWig
ENCFF679DEK,ENCSR987KYK,TF ChIP-seq,ZNF717-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF679DEK/@@download/ENCFF679DEK.bigWig
ENCFF151LNY,ENCSR987PBI,TF ChIP-seq,DNMT1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF151LNY/@@download/ENCFF151LNY.bigWig
ENCFF062GMD,ENCSR990AZC,TF ChIP-seq,MCM3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF062GMD/@@download/ENCFF062GMD.bigWig
ENCFF723RKS,ENCSR991ELG,TF ChIP-seq,SP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF723RKS/@@download/ENCFF723RKS.bigWig
ENCFF195HAC,ENCSR992KLV,TF ChIP-seq,MYNN-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF195HAC/@@download/ENCFF195HAC.bigWig
ENCFF623LTS,ENCSR995FUM,TF ChIP-seq,ZNF79-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF623LTS/@@download/ENCFF623LTS.bigWig
