Chromosome,Start,gene_name,gene_id,Strand
chr1,26696403,ARID1A,ENSG00000117713.21,+
chr1,26728911,ARID1A,ENSG00000117713.21,+
chr1,26787053,PIGV,ENSG00000060642.12,+
chr1,26787644,PIGV,ENSG00000060642.12,+
chr1,26787674,PIGV,ENSG00000060642.12,+
chr1,26787943,PIGV,ENSG00000060642.12,+
chr1,26787947,PIGV,ENSG00000060642.12,+
chr1,26787949,PIGV,ENSG00000060642.12,+
chr1,26787951,PIGV,ENSG00000060642.12,+
chr1,26787957,PIGV,ENSG00000060642.12,+
chr1,26787966,PIGV,ENSG00000060642.12,+
chr1,26787977,PIGV,ENSG00000060642.12,+
chr1,26788176,PIGV,ENSG00000060642.12,+
chr1,26788194,PIGV,ENSG00000060642.12,+
chr1,26788927,PIGV,ENSG00000060642.12,+
chr1,26826687,ZDHHC18,ENSG00000204160.12,+
chr1,26863148,SFN,ENSG00000175793.12,+
chr1,26921742,NUDC,ENSG00000090273.14,+
chr1,26993691,TRNP1,ENSG00000253368.4,+
chr1,27234631,WDTC1,ENSG00000142784.16,+
chr1,27234667,WDTC1,ENSG00000142784.16,+
chr1,27322144,TMEM222,ENSG00000186501.15,+
chr1,27322162,TMEM222,ENSG00000186501.15,+
chr1,27322247,TMEM222,ENSG00000186501.15,+
chr1,27322253,TMEM222,ENSG00000186501.15,+
chr1,27322280,TMEM222,ENSG00000186501.15,+
chr1,27342019,SYTL1,ENSG00000142765.18,+
chr1,27342021,SYTL1,ENSG00000142765.18,+
chr1,27344872,SYTL1,ENSG00000142765.18,+
chr1,27392621,GPR3,ENSG00000181773.7,+
chr1,27725960,FAM76A,ENSG00000009780.16,+
chr1,27725995,FAM76A,ENSG00000009780.16,+
chr1,27726027,FAM76A,ENSG00000009780.16,+
chr1,27726056,FAM76A,ENSG00000009780.16,+
chr1,27773218,STX12,ENSG00000117758.14,+
chr1,27830781,PPP1R8,ENSG00000117751.18,+
chr1,27830813,PPP1R8,ENSG00000117751.18,+
chr1,27830821,PPP1R8,ENSG00000117751.18,+
chr1,27872542,THEMIS2,ENSG00000130775.16,+
chr1,27872543,THEMIS2,ENSG00000130775.16,+
chr1,27872548,THEMIS2,ENSG00000130775.16,+
chr1,27934999,SMPDL3B,ENSG00000130768.15,+
chr1,27935038,SMPDL3B,ENSG00000130768.15,+
chr1,27935109,SMPDL3B,ENSG00000130768.15,+
chr1,27959650,XKR8,ENSG00000158156.9,+
chr1,27959942,XKR8,ENSG00000158156.9,+
chr1,27959972,XKR8,ENSG00000158156.9,+
chr1,28236108,ATP5IF1,ENSG00000130770.18,+
chr1,28236123,ATP5IF1,ENSG00000130770.18,+
chr1,28236141,ATP5IF1,ENSG00000130770.18,+
chr1,28236153,ATP5IF1,ENSG00000130770.18,+
chr1,28259517,SESN2,ENSG00000130766.5,+
chr1,28329039,MED18,ENSG00000130772.14,+
chr1,28329054,MED18,ENSG00000130772.14,+
chr1,28369739,PHACTR4,ENSG00000204138.13,+
chr1,28438170,PHACTR4,ENSG00000204138.13,+
chr1,28505942,RCC1,ENSG00000180198.17,+
chr1,28505979,RCC1,ENSG00000180198.17,+
chr1,28506042,RCC1,ENSG00000180198.17,+
chr1,28506056,RCC1,ENSG00000180198.17,+
chr1,28518135,RCC1,ENSG00000180198.17,+
chr1,28518256,RCC1,ENSG00000180198.17,+
chr1,28553084,TRNAU1AP,ENSG00000180098.9,+
chr1,28592199,RAB42,ENSG00000188060.8,+
chr1,28592264,RAB42,ENSG00000188060.8,+
chr1,28668777,GMEB1,ENSG00000162419.13,+
chr1,28668779,GMEB1,ENSG00000162419.13,+
chr1,28668783,GMEB1,ENSG00000162419.13,+
chr1,28736620,YTHDF2,ENSG00000198492.16,+
chr1,28736939,YTHDF2,ENSG00000198492.16,+
chr1,28812169,OPRD1,ENSG00000116329.12,+
chr1,28887090,EPB41,ENSG00000159023.23,+
chr1,28887099,EPB41,ENSG00000159023.23,+
chr1,28887102,EPB41,ENSG00000159023.23,+
chr1,28887123,EPB41,ENSG00000159023.23,+
chr1,28887171,EPB41,ENSG00000159023.23,+
chr1,28893740,EPB41,ENSG00000159023.23,+
chr1,28914543,EPB41,ENSG00000159023.23,+
chr1,28914566,EPB41,ENSG00000159023.23,+
chr1,28914568,EPB41,ENSG00000159023.23,+
chr1,28914571,EPB41,ENSG00000159023.23,+
chr1,28914573,EPB41,ENSG00000159023.23,+
chr1,28914600,EPB41,ENSG00000159023.23,+
chr1,28914616,EPB41,ENSG00000159023.23,+
chr1,28914625,EPB41,ENSG00000159023.23,+
chr1,29236515,PTPRU,ENSG00000060656.20,+
chr1,29236521,PTPRU,ENSG00000060656.20,+
chr1,29236548,PTPRU,ENSG00000060656.20,+
chr1,29236638,PTPRU,ENSG00000060656.20,+
chr1,31296981,ZCCHC17,ENSG00000121766.16,+
chr1,31297007,ZCCHC17,ENSG00000121766.16,+
chr1,31297031,ZCCHC17,ENSG00000121766.16,+
chr1,31297035,ZCCHC17,ENSG00000121766.16,+
chr1,31409564,SERINC2,ENSG00000168528.12,+
chr1,31410173,SERINC2,ENSG00000168528.12,+
chr1,31413212,SERINC2,ENSG00000168528.12,+
chr1,31413812,SERINC2,ENSG00000168528.12,+
chr1,31576484,TINAGL1,ENSG00000142910.16,+
chr1,31576514,TINAGL1,ENSG00000142910.16,+
chr1,31578144,TINAGL1,ENSG00000142910.16,+
chr1,31617688,HCRTR1,ENSG00000121764.12,+
chr1,31619039,HCRTR1,ENSG00000121764.12,+
chr1,31619192,HCRTR1,ENSG00000121764.12,+
chr1,32013867,KHDRBS1,ENSG00000121774.18,+
chr1,32013995,KHDRBS1,ENSG00000121774.18,+
chr1,32072938,TMEM39B,ENSG00000121775.18,+
chr1,32108055,KPNA6,ENSG00000025800.14,+
chr1,32179674,TXLNA,ENSG00000084652.16,+
chr1,32180064,TXLNA,ENSG00000084652.16,+
chr1,32200594,CCDC28B,ENSG00000160050.16,+
chr1,32200632,CCDC28B,ENSG00000160050.16,+
chr1,32200647,CCDC28B,ENSG00000160050.16,+
chr1,32205670,IQCC,ENSG00000160051.12,+
chr1,32209088,DCDC2B,ENSG00000222046.3,+
chr1,32221076,EIF3I,ENSG00000084623.12,+
chr1,32221105,EIF3I,ENSG00000084623.12,+
chr1,32221522,EIF3I,ENSG00000084623.12,+
chr1,32221583,EIF3I,ENSG00000084623.12,+
chr1,32221589,EIF3I,ENSG00000084623.12,+
chr1,32222404,EIF3I,ENSG00000084623.12,+
chr1,32222406,EIF3I,ENSG00000084623.12,+
chr1,32222412,EIF3I,ENSG00000084623.12,+
chr1,32222415,EIF3I,ENSG00000084623.12,+
chr1,32222417,EIF3I,ENSG00000084623.12,+
chr1,32222419,EIF3I,ENSG00000084623.12,+
chr1,32222423,EIF3I,ENSG00000084623.12,+
chr1,32222427,EIF3I,ENSG00000084623.12,+
chr1,32222432,EIF3I,ENSG00000084623.12,+
chr1,32247221,FAM167B,ENSG00000183615.6,+
chr1,32251255,LCK,ENSG00000182866.18,+
chr1,32251263,LCK,ENSG00000182866.18,+
chr1,32251264,LCK,ENSG00000182866.18,+
chr1,32274131,LCK,ENSG00000182866.18,+
chr1,32292082,HDAC1,ENSG00000116478.12,+
chr1,32362538,TSSK3,ENSG00000162526.7,+
chr1,32465056,ENSG00000254553,ENSG00000254553.1,+
chr1,32465071,ZBTB8B,ENSG00000273274.2,+
chr1,32539426,ZBTB8A,ENSG00000160062.15,+
chr1,32539428,ZBTB8A,ENSG00000160062.15,+
chr1,32651141,RBBP4,ENSG00000162521.19,+
chr1,32651207,RBBP4,ENSG00000162521.19,+
chr1,32651233,RBBP4,ENSG00000162521.19,+
chr1,32651355,RBBP4,ENSG00000162521.19,+
chr1,32741829,KIAA1522,ENSG00000162522.11,+
chr1,32754020,KIAA1522,ENSG00000162522.11,+
chr1,32765633,KIAA1522,ENSG00000162522.11,+
chr1,32765666,KIAA1522,ENSG00000162522.11,+
chr1,32817441,S100PBP,ENSG00000116497.18,+
chr1,32817652,S100PBP,ENSG00000116497.18,+
chr1,32886490,HPCA,ENSG00000121905.10,+
chr1,33081152,AZIN2,ENSG00000142920.18,+
chr1,33081166,AZIN2,ENSG00000142920.18,+
chr1,33082249,AZIN2,ENSG00000142920.18,+
chr1,33256491,ZNF362,ENSG00000160094.15,+
chr1,33270574,ZNF362,ENSG00000160094.15,+
chr1,33472644,ZSCAN20,ENSG00000121903.15,+
chr1,33472650,ZSCAN20,ENSG00000121903.15,+
chr1,33860474,HMGB4,ENSG00000176256.11,+
chr1,33860499,HMGB4,ENSG00000176256.11,+
chr1,33864078,HMGB4,ENSG00000176256.11,+
chr1,34166882,C1orf94,ENSG00000142698.15,+
chr1,34176906,C1orf94,ENSG00000142698.15,+
chr1,34755046,GJB5,ENSG00000189280.3,+
chr1,34759739,GJB4,ENSG00000189433.7,+
chr1,34781213,GJB3,ENSG00000188910.8,+
chr1,34782277,GJB3,ENSG00000188910.8,+
chr1,34792998,GJA4,ENSG00000187513.9,+
chr1,35032171,ZMYM1,ENSG00000197056.11,+
chr1,35059785,ZMYM1,ENSG00000197056.11,+
chr1,35079384,ZMYM1,ENSG00000197056.11,+
chr1,35079390,ZMYM1,ENSG00000197056.11,+
chr1,35268708,ZMYM4,ENSG00000146463.12,+
chr1,35557472,NCDN,ENSG00000020129.16,+
chr1,35557791,NCDN,ENSG00000020129.16,+
chr1,35557798,NCDN,ENSG00000020129.16,+
chr1,35573313,TFAP2E,ENSG00000116819.9,+
chr1,35808015,AGO4,ENSG00000134698.11,+
chr1,35869807,AGO1,ENSG00000092847.14,+
chr1,35883208,AGO1,ENSG00000092847.14,+
chr1,35930717,AGO3,ENSG00000126070.20,+
chr1,35931081,AGO3,ENSG00000126070.20,+
chr1,35931104,AGO3,ENSG00000126070.20,+
chr1,35931257,AGO3,ENSG00000126070.20,+
chr1,36084093,TEKT2,ENSG00000092850.12,+
chr1,36088891,ADPRS,ENSG00000116863.11,+
chr1,36155964,MAP7D1,ENSG00000116871.16,+
chr1,36156159,MAP7D1,ENSG00000116871.16,+
chr1,36156197,MAP7D1,ENSG00000116871.16,+
chr1,36156201,MAP7D1,ENSG00000116871.16,+
chr1,36224431,THRAP3,ENSG00000054118.15,+
chr1,36224432,THRAP3,ENSG00000054118.15,+
chr1,36224442,THRAP3,ENSG00000054118.15,+
chr1,36306367,SH3D21,ENSG00000214193.11,+
chr1,36307109,SH3D21,ENSG00000214193.11,+
chr1,37474579,ZC3H12A,ENSG00000163874.11,+
chr1,37556918,DNALI1,ENSG00000163879.11,+
chr1,37556939,DNALI1,ENSG00000163879.11,+
chr1,37692480,CDCA8,ENSG00000134690.11,+
chr1,37692515,CDCA8,ENSG00000134690.11,+
chr1,37793846,MANEAL,ENSG00000185090.15,+
chr1,37793882,MANEAL,ENSG00000185090.15,+
chr1,37795407,MANEAL,ENSG00000185090.15,+
chr1,37795487,MANEAL,ENSG00000185090.15,+
chr1,37806978,C1orf122,ENSG00000197982.14,+
chr1,37807746,C1orf122,ENSG00000197982.14,+
chr1,37807789,C1orf122,ENSG00000197982.14,+
chr1,38012733,UTP11,ENSG00000183520.12,+
chr1,38991275,AKIRIN1,ENSG00000174574.16,+
chr1,38991287,AKIRIN1,ENSG00000174574.16,+
chr1,39026317,NDUFS5,ENSG00000168653.11,+
chr1,39026349,NDUFS5,ENSG00000168653.11,+
chr1,39081315,MACF1,ENSG00000127603.32,+
chr1,39081416,MACF1,ENSG00000127603.32,+
chr1,39084061,MACF1,ENSG00000127603.32,+
chr1,39084131,MACF1,ENSG00000127603.32,+
chr1,39204694,MACF1,ENSG00000127603.32,+
chr1,39204847,MACF1,ENSG00000127603.32,+
chr1,39215262,MACF1,ENSG00000127603.32,+
chr1,39491635,BMP8A,ENSG00000183682.8,+
chr1,39738881,PPIE,ENSG00000084072.17,+
chr1,39738884,PPIE,ENSG00000084072.17,+
chr1,39738900,PPIE,ENSG00000084072.17,+
chr1,39955111,MFSD2A,ENSG00000168389.18,+
chr1,39955144,MFSD2A,ENSG00000168389.18,+
chr1,39955149,MFSD2A,ENSG00000168389.18,+
chr1,40040232,CAP1,ENSG00000131236.18,+
chr1,40040239,CAP1,ENSG00000131236.18,+
chr1,40040728,CAP1,ENSG00000131236.18,+
chr1,40040751,CAP1,ENSG00000131236.18,+
chr1,40040752,CAP1,ENSG00000131236.18,+
chr1,40161386,RLF,ENSG00000117000.9,+
chr1,40247936,TMCO2,ENSG00000188800.6,+
chr1,40258235,ZMPSTE24,ENSG00000084073.10,+
chr1,40373726,SMAP2,ENSG00000084070.12,+
chr1,40393344,SMAP2,ENSG00000084070.12,+
chr1,40396799,SMAP2,ENSG00000084070.12,+
chr1,40450106,ZFP69B,ENSG00000187801.15,+
chr1,40450475,ZFP69B,ENSG00000187801.15,+
chr1,40477289,ZFP69,ENSG00000187815.10,+
chr1,40477629,ZFP69,ENSG00000187815.10,+
chr1,40508740,EXO5,ENSG00000164002.12,+
chr1,40508746,EXO5,ENSG00000164002.12,+
chr1,40508760,EXO5,ENSG00000164002.12,+
chr1,40508766,EXO5,ENSG00000164002.12,+
chr1,40531572,ZNF684,ENSG00000117010.17,+
chr1,40531636,ZNF684,ENSG00000117010.17,+
chr1,40531662,ZNF684,ENSG00000117010.17,+
chr1,40691688,NFYC,ENSG00000066136.21,+
chr1,40691703,NFYC,ENSG00000066136.21,+
chr1,40691715,NFYC,ENSG00000066136.21,+
chr1,40691742,NFYC,ENSG00000066136.21,+
chr1,40691837,NFYC,ENSG00000066136.21,+
chr1,40692012,NFYC,ENSG00000066136.21,+
chr1,40709356,NFYC,ENSG00000066136.21,+
chr1,40709542,NFYC,ENSG00000066136.21,+
chr1,40735314,NFYC,ENSG00000066136.21,+
chr1,40738837,NFYC,ENSG00000066136.21,+
chr1,40783786,KCNQ4,ENSG00000117013.17,+
chr1,40784093,KCNQ4,ENSG00000117013.17,+
chr1,40979695,CTPS1,ENSG00000171793.17,+
chr1,40979704,CTPS1,ENSG00000171793.17,+
chr1,40979705,CTPS1,ENSG00000171793.17,+
chr1,40979720,CTPS1,ENSG00000171793.17,+
chr1,40979754,CTPS1,ENSG00000171793.17,+
chr1,40980054,CTPS1,ENSG00000171793.17,+
chr1,40983160,CTPS1,ENSG00000171793.17,+
chr1,40988518,CTPS1,ENSG00000171793.17,+
chr1,41361930,FOXO6,ENSG00000204060.8,+
chr1,41366678,FOXO6,ENSG00000204060.8,+
chr1,42153409,GUCA2B,ENSG00000044012.4,+
chr1,42380791,RIMKLA,ENSG00000177181.15,+
chr1,42456116,PPCS,ENSG00000127125.9,+
chr1,42456538,PPCS,ENSG00000127125.9,+
chr1,42456542,PPCS,ENSG00000127125.9,+
chr1,42456560,PPCS,ENSG00000127125.9,+
chr1,42463220,CCDC30,ENSG00000186409.19,+
chr1,42463236,CCDC30,ENSG00000186409.19,+
chr1,42463285,CCDC30,ENSG00000186409.19,+
chr1,42463290,CCDC30,ENSG00000186409.19,+
chr1,42463293,CCDC30,ENSG00000186409.19,+
chr1,42463311,CCDC30,ENSG00000186409.19,+
chr1,42463329,CCDC30,ENSG00000186409.19,+
chr1,42463338,CCDC30,ENSG00000186409.19,+
chr1,42463342,CCDC30,ENSG00000186409.19,+
chr1,42479309,CCDC30,ENSG00000186409.19,+
chr1,42480660,CCDC30,ENSG00000186409.19,+
chr1,42534888,CCDC30,ENSG00000186409.19,+
chr1,42658334,PPIH,ENSG00000171960.12,+
chr1,42658367,PPIH,ENSG00000171960.12,+
chr1,42658422,PPIH,ENSG00000171960.12,+
chr1,42658425,PPIH,ENSG00000171960.12,+
chr1,42658435,PPIH,ENSG00000171960.12,+
chr1,42658511,PPIH,ENSG00000171960.12,+
chr1,42658700,PPIH,ENSG00000171960.12,+
chr1,42658702,PPIH,ENSG00000171960.12,+
chr1,42682417,YBX1,ENSG00000065978.19,+
chr1,42767248,C1orf50,ENSG00000164008.17,+
chr1,42767305,ENSG00000283580,ENSG00000283580.4,+
chr1,42784990,TMEM269,ENSG00000274386.6,+
chr1,42787989,TMEM269,ENSG00000274386.6,+
chr1,42817121,ERMAP,ENSG00000164010.15,+
chr1,42825559,ERMAP,ENSG00000164010.15,+
chr1,42846572,ZNF691,ENSG00000164011.18,+
chr1,42846608,ZNF691,ENSG00000164011.18,+
chr1,42846612,ZNF691,ENSG00000164011.18,+
chr1,42846625,ZNF691,ENSG00000164011.18,+
chr1,42846627,ZNF691,ENSG00000164011.18,+
chr1,42846636,ZNF691,ENSG00000164011.18,+
chr1,42850686,ZNF691,ENSG00000164011.18,+
chr1,43145152,CFAP144,ENSG00000186973.11,+
chr1,43147903,CFAP144,ENSG00000186973.11,+
chr1,43172329,CFAP57,ENSG00000243710.8,+
chr1,43269982,TMEM125,ENSG00000179178.11,+
chr1,43270024,TMEM125,ENSG00000179178.11,+
chr1,43300981,TIE1,ENSG00000066056.14,+
chr1,43301071,TIE1,ENSG00000066056.14,+
chr1,43337817,MPL,ENSG00000117400.18,+
chr1,43337848,MPL,ENSG00000117400.18,+
chr1,43358980,CDC20,ENSG00000117399.14,+
chr1,43359012,CDC20,ENSG00000117399.14,+
chr1,43389881,SZT2,ENSG00000198198.17,+
chr1,43389895,SZT2,ENSG00000198198.17,+
chr1,43389898,SZT2,ENSG00000198198.17,+
chr1,43530875,PTPRF,ENSG00000142949.17,+
chr1,43530882,PTPRF,ENSG00000142949.17,+
chr1,43530889,PTPRF,ENSG00000142949.17,+
chr1,43650148,KDM4A,ENSG00000066135.13,+
chr1,43707526,ST3GAL3,ENSG00000126091.21,+
chr1,43707532,ST3GAL3,ENSG00000126091.21,+
chr1,43707535,ST3GAL3,ENSG00000126091.21,+
chr1,43707537,ST3GAL3,ENSG00000126091.21,+
chr1,43707540,ST3GAL3,ENSG00000126091.21,+
chr1,43707542,ST3GAL3,ENSG00000126091.21,+
chr1,43707543,ST3GAL3,ENSG00000126091.21,+
chr1,43707546,ST3GAL3,ENSG00000126091.21,+
chr1,43707554,ST3GAL3,ENSG00000126091.21,+
chr1,43707555,ST3GAL3,ENSG00000126091.21,+
chr1,43707639,ST3GAL3,ENSG00000126091.21,+
chr1,43707646,ST3GAL3,ENSG00000126091.21,+
chr1,43707647,ST3GAL3,ENSG00000126091.21,+
chr1,43707840,ST3GAL3,ENSG00000126091.21,+
chr1,43736232,ST3GAL3,ENSG00000126091.21,+
chr1,43736236,ST3GAL3,ENSG00000126091.21,+
chr1,43736262,ST3GAL3,ENSG00000126091.21,+
chr1,43933319,ARTN,ENSG00000117407.17,+
chr1,43933800,ARTN,ENSG00000117407.17,+
chr1,43933811,ARTN,ENSG00000117407.17,+
chr1,43934194,ARTN,ENSG00000117407.17,+
chr1,43934197,ARTN,ENSG00000117407.17,+
chr1,43935358,ARTN,ENSG00000117407.17,+
chr1,43935806,ARTN,ENSG00000117407.17,+
chr1,43946949,IPO13,ENSG00000117408.11,+
chr1,43965938,IPO13,ENSG00000117408.11,+
chr1,43970009,DPH2,ENSG00000132768.14,+
chr1,43970024,DPH2,ENSG00000132768.14,+
chr1,43974943,ATP6V0B,ENSG00000117410.14,+
chr1,43974947,ATP6V0B,ENSG00000117410.14,+
chr1,43974950,ATP6V0B,ENSG00000117410.14,+
chr1,43974959,ATP6V0B,ENSG00000117410.14,+
chr1,43976054,ATP6V0B,ENSG00000117410.14,+
chr1,43979178,B4GALT2,ENSG00000117411.18,+
chr1,43979209,B4GALT2,ENSG00000117411.18,+
chr1,43979236,B4GALT2,ENSG00000117411.18,+
chr1,43979876,B4GALT2,ENSG00000117411.18,+
chr1,43979935,B4GALT2,ENSG00000117411.18,+
chr1,43991598,CCDC24,ENSG00000159214.13,+
chr1,44118820,KLF17,ENSG00000171872.5,+
chr1,44213454,DMAP1,ENSG00000178028.14,+
chr1,44213470,DMAP1,ENSG00000178028.14,+
chr1,44213487,DMAP1,ENSG00000178028.14,+
chr1,44405193,RNF220,ENSG00000187147.19,+
chr1,44405254,RNF220,ENSG00000187147.19,+
chr1,44674712,ARMH1,ENSG00000198520.12,+
chr1,44674713,ARMH1,ENSG00000198520.12,+
chr1,44739836,KIF2C,ENSG00000142945.13,+
chr1,44746405,KIF2C,ENSG00000142945.13,+
chr1,44775539,RPS8,ENSG00000142937.12,+
chr1,44775572,RPS8,ENSG00000142937.12,+
chr1,44800376,PLK3,ENSG00000173846.13,+
chr1,44808522,BTBD19,ENSG00000222009.9,+
chr1,45010949,UROD,ENSG00000126088.14,+
chr1,45012161,UROD,ENSG00000126088.14,+
chr1,45012206,UROD,ENSG00000126088.14,+
chr1,45012247,UROD,ENSG00000126088.14,+
chr1,45012253,UROD,ENSG00000126088.14,+
chr1,45326894,HPDL,ENSG00000186603.7,+
chr1,45340169,TOE1,ENSG00000132773.12,+
chr1,45500299,MMACHC,ENSG00000132763.15,+
chr1,45500340,MMACHC,ENSG00000132763.15,+
chr1,45550542,AKR1A1,ENSG00000117448.14,+
chr1,45550782,AKR1A1,ENSG00000117448.14,+
chr1,45550825,AKR1A1,ENSG00000117448.14,+
chr1,45551067,AKR1A1,ENSG00000117448.14,+
chr1,45583987,NASP,ENSG00000132780.17,+
chr1,45584040,NASP,ENSG00000132780.17,+
chr1,45584062,NASP,ENSG00000132780.17,+
chr1,45584064,NASP,ENSG00000132780.17,+
chr1,45688180,TMEM69,ENSG00000159596.7,+
chr1,45803611,MAST2,ENSG00000086015.23,+
chr1,45913646,MAST2,ENSG00000086015.23,+
chr1,46175086,TSPAN1,ENSG00000117472.10,+
chr1,46203333,LURAP1,ENSG00000171357.6,+
chr1,46247694,RAD54L,ENSG00000085999.13,+
chr1,46247699,RAD54L,ENSG00000085999.13,+
chr1,46247762,RAD54L,ENSG00000085999.13,+
chr1,46303697,UQCRH,ENSG00000173660.12,+
chr1,46340806,NSUN4,ENSG00000117481.11,+
chr1,46341186,NSUN4,ENSG00000117481.11,+
chr1,46341835,NSUN4,ENSG00000117481.11,+
chr1,46394316,FAAH,ENSG00000117480.16,+
chr1,46489835,DMBX1,ENSG00000197587.12,+
chr1,46671853,TEX38,ENSG00000186118.9,+
chr1,46671858,TEX38,ENSG00000186118.9,+
chr1,46671877,TEX38,ENSG00000186118.9,+
chr1,46799045,CYP4B1,ENSG00000142973.16,+
chr1,46799081,CYP4B1,ENSG00000142973.16,+
chr1,47023668,CYP4X1,ENSG00000186377.8,+
chr1,47067230,CYP4Z1,ENSG00000186160.5,+
chr1,47137440,CYP4A22,ENSG00000162365.13,+
chr1,47137449,CYP4A22,ENSG00000162365.13,+
chr1,47137453,CYP4A22,ENSG00000162365.13,+
chr1,47137454,CYP4A22,ENSG00000162365.13,+
chr1,47333789,CMPK1,ENSG00000162368.15,+
chr1,47333869,CMPK1,ENSG00000162368.15,+
chr1,47333878,CMPK1,ENSG00000162368.15,+
chr1,47333913,CMPK1,ENSG00000162368.15,+
chr1,47416284,FOXE3,ENSG00000186790.6,+
chr1,47438043,FOXD2,ENSG00000186564.6,+
chr1,48222684,SLC5A9,ENSG00000117834.13,+
chr1,48222686,SLC5A9,ENSG00000117834.13,+
chr1,48222715,SLC5A9,ENSG00000117834.13,+
chr1,50048013,ELAVL4,ENSG00000162374.18,+
chr1,50103909,ELAVL4,ENSG00000162374.18,+
chr1,50105665,ELAVL4,ENSG00000162374.18,+
chr1,50106264,ELAVL4,ENSG00000162374.18,+
chr1,50108855,ELAVL4,ENSG00000162374.18,+
chr1,50108919,ELAVL4,ENSG00000162374.18,+
chr1,50108965,ELAVL4,ENSG00000162374.18,+
chr1,50109065,ELAVL4,ENSG00000162374.18,+
chr1,50109705,ELAVL4,ENSG00000162374.18,+
chr1,50109832,ELAVL4,ENSG00000162374.18,+
chr1,50109836,ELAVL4,ENSG00000162374.18,+
chr1,50960744,CDKN2C,ENSG00000123080.12,+
chr1,50968705,CDKN2C,ENSG00000123080.12,+
chr1,50970244,CDKN2C,ENSG00000123080.12,+
chr1,51102220,C1orf185,ENSG00000204006.11,+
chr1,51102227,C1orf185,ENSG00000204006.11,+
chr1,51102270,C1orf185,ENSG00000204006.11,+
chr1,51236272,RNF11,ENSG00000123091.5,+
chr1,51577178,OSBPL9,ENSG00000117859.19,+
chr1,51617091,OSBPL9,ENSG00000117859.19,+
chr1,51617108,OSBPL9,ENSG00000117859.19,+
chr1,51729807,OSBPL9,ENSG00000117859.19,+
chr1,51729814,OSBPL9,ENSG00000117859.19,+
chr1,51729903,OSBPL9,ENSG00000117859.19,+
chr1,51730033,OSBPL9,ENSG00000117859.19,+
chr1,52056270,BTF3L4,ENSG00000134717.18,+
chr1,52056294,BTF3L4,ENSG00000134717.18,+
chr1,52056303,BTF3L4,ENSG00000134717.18,+
chr1,52056320,BTF3L4,ENSG00000134717.18,+
chr1,52142088,ZFYVE9,ENSG00000157077.16,+
chr1,52142211,ZFYVE9,ENSG00000157077.16,+
chr1,52142373,ZFYVE9,ENSG00000157077.16,+
chr1,52404601,PRPF38A,ENSG00000134748.13,+
chr1,52602370,GPX7,ENSG00000116157.6,+
chr1,52633167,SHISAL2A,ENSG00000182183.15,+
chr1,52726452,ZYG11B,ENSG00000162378.13,+
chr1,52726466,ZYG11B,ENSG00000162378.13,+
chr1,52842510,ZYG11A,ENSG00000203995.11,+
chr1,52842759,ZYG11A,ENSG00000203995.11,+
chr1,52927275,SCP2,ENSG00000116171.19,+
chr1,52927285,SCP2,ENSG00000116171.19,+
chr1,52927317,SCP2,ENSG00000116171.19,+
chr1,53014927,SCP2,ENSG00000116171.19,+
chr1,53014937,SCP2,ENSG00000116171.19,+
chr1,53014967,SCP2,ENSG00000116171.19,+
chr1,53014973,SCP2,ENSG00000116171.19,+
chr1,53062051,PODN,ENSG00000174348.14,+
chr1,53062212,PODN,ENSG00000174348.14,+
chr1,53196791,CPT2,ENSG00000157184.7,+
chr1,53196799,CPT2,ENSG00000157184.7,+
chr1,53196812,CPT2,ENSG00000157184.7,+
chr1,53196819,CPT2,ENSG00000157184.7,+
chr1,53196823,CPT2,ENSG00000157184.7,+
chr1,53459398,DMRTB1,ENSG00000143006.7,+
chr1,53894186,DIO1,ENSG00000211452.12,+
chr1,53894187,DIO1,ENSG00000211452.12,+
chr1,53894210,DIO1,ENSG00000211452.12,+
chr1,53946349,LRRC42,ENSG00000116212.15,+
chr1,53946352,LRRC42,ENSG00000116212.15,+
chr1,54053607,TCEANC2,ENSG00000116205.14,+
chr1,54054133,TCEANC2,ENSG00000116205.14,+
chr1,54104294,TCEANC2,ENSG00000116205.14,+
chr1,54200166,MRPL37,ENSG00000116221.15,+
chr1,54200195,MRPL37,ENSG00000116221.15,+
chr1,54548227,ACOT11,ENSG00000162390.18,+
chr1,54641753,MROH7,ENSG00000184313.20,+
chr1,54641785,MROH7,ENSG00000184313.20,+
chr1,54641807,MROH7,ENSG00000184313.20,+
chr1,54641821,MROH7,ENSG00000184313.20,+
chr1,54641799,MROH7-TTC4,ENSG00000271723.5,+
chr1,54715860,TTC4,ENSG00000243725.7,+
chr1,54806062,LEXM,ENSG00000162398.12,+
chr1,54980627,TMEM61,ENSG00000143001.5,+
chr1,54998932,BSND,ENSG00000162399.9,+
chr1,55039455,PCSK9,ENSG00000169174.12,+
chr1,55039547,PCSK9,ENSG00000169174.12,+
chr1,55040294,PCSK9,ENSG00000169174.12,+
chr1,56645313,PRKAA2,ENSG00000162409.12,+
chr1,56854767,C8A,ENSG00000157131.12,+
chr1,56854796,C8A,ENSG00000157131.12,+
chr1,59296980,FGGY,ENSG00000172456.18,+
chr1,59297093,FGGY,ENSG00000172456.18,+
chr1,59310086,FGGY,ENSG00000172456.18,+
chr1,59553917,FGGY,ENSG00000172456.18,+
chr1,59814948,HOOK1,ENSG00000134709.13,+
chr1,59815007,HOOK1,ENSG00000134709.13,+
