,Chromosome,Start,gene_name,gene_id,Strand,PC-3
25510,chr9,135907546,CAMSAP1,ENSG00000130559.19,-,19.71875
42249,chr17,1109100,ABR,ENSG00000159842.16,-,19.734375
32569,chr12,133080931,ZNF140,ENSG00000196387.10,+,19.734375
12809,chr4,144646155,HHIP,ENSG00000164161.10,+,19.734375
39677,chr16,90022679,GAS8,ENSG00000141013.17,+,19.734375
25560,chr9,137070557,SAPCD2,ENSG00000186193.9,-,19.734375
14863,chr5,138338265,FAM53C,ENSG00000120709.11,+,19.75
21927,chr8,28890394,HMBOX1,ENSG00000147421.18,+,19.75
52804,chrX,18354688,SCML2,ENSG00000102098.19,-,19.75
50768,chr22,39349924,SYNGR1,ENSG00000100321.15,+,19.75
3969,chr1,111739395,INKA2,ENSG00000197852.12,-,19.765625
27014,chr10,60733490,ANK3,ENSG00000151150.22,-,19.765625
25573,chr9,137423155,EXD3,ENSG00000187609.16,-,19.78125
22553,chr8,143246938,ZFP41,ENSG00000181638.20,+,19.796875
9979,chr3,138348578,MRAS,ENSG00000158186.13,+,19.796875
17906,chr6,3457050,SLC22A23,ENSG00000137266.15,-,19.796875
18736,chr6,105180014,POPDC3,ENSG00000132429.10,-,19.796875
4838,chr1,205813198,SLC41A1,ENSG00000133065.11,-,19.796875
15326,chr5,176238423,SIMC1,ENSG00000170085.18,+,19.796875
44390,chr18,5543997,EPB41L3,ENSG00000082397.18,-,19.8125
20965,chr7,79453667,MAGI2,ENSG00000187391.23,-,19.8125
7840,chr2,121285202,TFCP2L1,ENSG00000115112.8,-,19.8125
24281,chr9,127424373,ZNF79,ENSG00000196152.10,+,19.8125
29116,chr11,112961479,NCAM1,ENSG00000149294.18,+,19.8125
30743,chr11,104164147,PDGFD,ENSG00000170962.13,-,19.8125
35130,chr14,44962189,TOGARAM1,ENSG00000198718.13,+,19.8125
32111,chr12,93677374,CRADD,ENSG00000169372.13,+,19.828125
6395,chr2,186694059,FAM171B,ENSG00000144369.14,+,19.828125
30693,chr11,95231202,SESN3,ENSG00000149212.12,-,19.828125
34771,chr13,106535662,EFNB2,ENSG00000125266.8,-,19.828125
21250,chr7,103149182,NAPEPLD,ENSG00000161048.12,-,19.84375
26013,chr10,71319258,SLC29A3,ENSG00000198246.10,+,19.84375
5026,chr1,232630109,SIPA1L2,ENSG00000116991.12,-,19.84375
22489,chr8,127736230,MYC,ENSG00000136997.22,+,19.84375
13752,chr4,112636909,ZGRF1,ENSG00000138658.16,-,19.84375
42395,chr17,5584457,NLRP1,ENSG00000091592.17,-,19.859375
26031,chr10,73110454,NUDT13,ENSG00000166321.14,+,19.859375
45973,chr19,41193218,CYP2S1,ENSG00000167600.14,+,19.859375
43392,chr17,58417595,ENSG00000285897,ENSG00000285897.1,-,19.875
40949,chr17,14301080,HS3ST3B1,ENSG00000125430.9,+,19.875
38249,chr15,89912952,ARPIN,ENSG00000242498.8,-,19.875
4864,chr1,207032756,C1orf116,ENSG00000182795.13,-,19.890625
22347,chr8,98064521,ERICH5,ENSG00000177459.11,+,19.890625
49999,chr21,41426177,MX1,ENSG00000157601.15,+,19.890625
923,chr1,46394316,FAAH,ENSG00000117480.16,+,19.890625
37420,chr15,90201329,SEMA4B,ENSG00000185033.15,+,19.90625
1844,chr1,156061159,RAB25,ENSG00000132698.15,+,19.90625
33069,chr12,48350891,ZNF641,ENSG00000167528.13,-,19.90625
24089,chr9,101398872,ZNF189,ENSG00000136870.11,+,19.90625
32064,chr12,78864767,SYT1,ENSG00000067715.15,+,19.90625
8220,chr2,187448252,CALCRL,ENSG00000064989.13,-,19.90625
9693,chr3,113211564,BOC,ENSG00000144857.15,+,19.90625
44044,chr18,23135484,CABLES1,ENSG00000134508.13,+,19.9375
22361,chr8,100158034,SPAG1,ENSG00000104450.13,+,19.9375
1338,chr1,101237018,S1PR1,ENSG00000170989.10,+,19.9375
2361,chr1,201888897,SHISA4,ENSG00000198892.7,+,19.953125
19603,chr7,66628942,KCTD7,ENSG00000243335.10,+,19.953125
43684,chr17,75941038,FBF1,ENSG00000188878.20,-,19.953125
10618,chr3,36945054,TRANK1,ENSG00000168016.15,-,19.953125
9251,chr3,46979665,NBEAL2,ENSG00000160796.18,+,19.96875
36996,chr15,51751596,TMOD2,ENSG00000128872.10,+,19.96875
7170,chr2,25982497,KIF3C,ENSG00000084731.15,-,19.96875
22837,chr8,23225102,TNFRSF10A,ENSG00000104689.10,-,19.96875
3216,chr1,25998063,PAFAH2,ENSG00000158006.14,-,19.984375
53285,chrX,101052054,TRMT2B,ENSG00000188917.15,-,19.984375
11466,chr3,138115608,DZIP1L,ENSG00000158163.15,-,19.984375
39008,chr16,30395419,ZNF48,ENSG00000180035.13,+,19.984375
44030,chr18,21242258,GREB1L,ENSG00000141449.16,+,19.984375
6794,chr2,230416239,SP100,ENSG00000067066.17,+,19.984375
42499,chr17,7930622,ENSG00000262730,ENSG00000262730.1,-,19.984375
47153,chr19,11738946,ZNF823,ENSG00000197933.13,-,19.984375
45627,chr19,34481757,WTIP,ENSG00000142279.13,+,20.0
50913,chr22,49960771,PIM3,ENSG00000198355.5,+,20.0
26913,chr10,44385049,CXCL12,ENSG00000107562.18,-,20.0
211,chr1,11806190,CLCN6,ENSG00000011021.23,+,20.015625
31239,chr12,7130370,CLSTN3,ENSG00000139182.15,+,20.015625
3534,chr1,46132629,PIK3R3,ENSG00000117461.15,-,20.03125
32806,chr12,12562863,DUSP16,ENSG00000111266.9,-,20.03125
29612,chr11,6473941,TRIM3,ENSG00000110171.21,-,20.03125
410,chr1,22710838,EPHB2,ENSG00000133216.17,+,20.03125
26213,chr10,89327940,IFIT3,ENSG00000119917.15,+,20.03125
35597,chr14,92513780,RIN3,ENSG00000100599.16,+,20.046875
10485,chr3,12967668,IQSEC1,ENSG00000144711.17,-,20.046875
45115,chr19,8832376,MBD3L1,ENSG00000170948.4,+,20.046875
46285,chr19,49114323,LIN7B,ENSG00000104863.12,+,20.0625
21568,chr7,150323545,ACTR3C,ENSG00000106526.12,-,20.0625
9619,chr3,101779211,NXPE3,ENSG00000144815.18,+,20.078125
12745,chr4,127632956,INTU,ENSG00000164066.13,+,20.078125
34867,chr14,21070303,ARHGEF40,ENSG00000165801.10,+,20.09375
51076,chr22,24593073,LRRC75B,ENSG00000178026.13,-,20.09375
5477,chr2,46699294,SOCS5,ENSG00000171150.9,+,20.09375
8609,chr2,234497053,ARL4C,ENSG00000188042.8,-,20.109375
17410,chr6,87472924,SLC35A1,ENSG00000164414.19,+,20.109375
45231,chr19,11925110,ENSG00000267179,ENSG00000267179.1,+,20.125
4113,chr1,147670524,ACP6,ENSG00000162836.12,-,20.125
34742,chr13,99086625,DOCK9,ENSG00000088387.22,-,20.125
33103,chr12,49110847,LMBR1L,ENSG00000139636.16,-,20.125
27620,chr11,695804,TMEM80,ENSG00000177042.16,+,20.125
53636,chrX,153886173,L1CAM,ENSG00000198910.14,-,20.140625
23217,chr8,90985238,C8orf88,ENSG00000253250.3,-,20.140625
46752,chr19,58451621,ZNF324B,ENSG00000249471.8,+,20.15625
33099,chr12,49060794,KMT2D,ENSG00000167548.18,-,20.15625
8823,chr3,10164918,IRAK2,ENSG00000134070.5,+,20.15625
28805,chr11,73376398,RELT,ENSG00000054967.13,+,20.15625
45850,chr19,38319844,KCNK6,ENSG00000099337.5,+,20.1875
50423,chr22,20131803,ZDHHC8,ENSG00000099904.16,+,20.1875
24973,chr9,72953056,ALDH1A1,ENSG00000165092.13,-,20.1875
17950,chr6,10412391,TFAP2A,ENSG00000137203.15,-,20.1875
52883,chrX,34657285,TMEM47,ENSG00000147027.4,-,20.1875
46056,chr19,43596616,SRRM5,ENSG00000226763.5,+,20.1875
49575,chr20,44311202,FITM2,ENSG00000197296.6,-,20.203125
46899,chr19,4066899,ZBTB7A,ENSG00000178951.9,-,20.203125
36984,chr15,50182232,SLC27A2,ENSG00000140284.11,+,20.203125
150,chr1,9588910,TMEM201,ENSG00000188807.13,+,20.21875
25128,chr9,98119222,TRIM14,ENSG00000106785.15,-,20.21875
11246,chr3,115147292,ZBTB20,ENSG00000181722.18,-,20.234375
33122,chr12,49843106,BCDIN3D,ENSG00000186666.6,-,20.234375
20987,chr7,82443716,CACNA2D1,ENSG00000153956.17,-,20.234375
15961,chr5,118988539,DTWD2,ENSG00000169570.10,-,20.25
7541,chr2,73071712,SFXN5,ENSG00000144040.13,-,20.25
5500,chr2,48530153,STON1,ENSG00000243244.7,+,20.25
21776,chr8,17497087,SLC7A2,ENSG00000003989.18,+,20.265625
22555,chr8,143267436,GLI4,ENSG00000250571.7,+,20.28125
13781,chr4,119628804,PDE5A,ENSG00000138735.16,-,20.296875
22318,chr8,94641173,ESRP1,ENSG00000104413.18,+,20.296875
11641,chr3,161105349,B3GALNT1,ENSG00000169255.15,-,20.296875
52763,chrX,14873057,FANCB,ENSG00000181544.16,-,20.296875
540,chr1,27342019,SYTL1,ENSG00000142765.18,+,20.296875
27224,chr10,95561392,SORBS1,ENSG00000095637.23,-,20.296875
33163,chr12,52192000,KRT80,ENSG00000167767.14,-,20.296875
44910,chr19,2900927,ZNF57,ENSG00000171970.14,+,20.296875
9157,chr3,42936391,ENSG00000273291,ENSG00000273291.5,+,20.296875
20074,chr7,114922560,MDFIC,ENSG00000135272.13,+,20.3125
20572,chr7,8262206,ICA1,ENSG00000003147.19,-,20.3125
13334,chr4,55636284,NMU,ENSG00000109255.11,-,20.3125
22642,chr8,144827558,ZNF7,ENSG00000147789.16,+,20.328125
30,chr1,1615904,MIB2,ENSG00000197530.13,+,20.328125
3700,chr1,66924856,DNAI4,ENSG00000152763.17,-,20.328125
47892,chr19,45730896,FBXO46,ENSG00000177051.6,-,20.328125
33892,chr12,122975205,ABCB9,ENSG00000150967.19,-,20.328125
12315,chr4,52051415,SPATA18,ENSG00000163071.11,+,20.328125
15479,chr5,10307902,CMBL,ENSG00000164237.9,-,20.328125
2674,chr1,228735478,RHOU,ENSG00000116574.6,+,20.34375
25319,chr9,122931512,ZBTB26,ENSG00000171448.9,-,20.34375
18056,chr6,27473118,ZNF184,ENSG00000096654.16,-,20.34375
24517,chr9,135500681,MRPS2,ENSG00000122140.13,+,20.34375
43170,chr17,44363853,FAM171A2,ENSG00000161682.15,-,20.359375
43680,chr17,75878581,TRIM47,ENSG00000132481.7,-,20.390625
5579,chr2,64454161,LGALSL,ENSG00000119862.13,+,20.390625
3377,chr1,35718884,C1orf216,ENSG00000142686.8,-,20.390625
199,chr1,11664199,FBXO6,ENSG00000116663.11,+,20.390625
15474,chr5,9546075,SEMA5A,ENSG00000112902.12,-,20.390625
4634,chr1,173824322,CENPL,ENSG00000120334.16,-,20.40625
25748,chr10,24466530,KIAA1217,ENSG00000120549.19,+,20.421875
17655,chr6,135181380,MYB,ENSG00000118513.20,+,20.421875
19300,chr7,20330701,ITGB8,ENSG00000105855.10,+,20.421875
45085,chr19,7920337,SNAPC2,ENSG00000104976.13,+,20.421875
22521,chr8,141392020,PTP4A3,ENSG00000184489.13,+,20.4375
45304,chr19,14690068,ZNF333,ENSG00000160961.12,+,20.4375
6459,chr2,197804592,PLCL1,ENSG00000115896.17,+,20.4375
45206,chr19,11346518,CCDC159,ENSG00000183401.12,+,20.4375
8776,chr3,9750038,OGG1,ENSG00000114026.22,+,20.4375
20654,chr7,25180354,C7orf31,ENSG00000153790.12,-,20.4375
47840,chr19,43935282,ZNF45,ENSG00000124459.12,-,20.453125
50307,chr21,44339393,CFAP410,ENSG00000160226.16,-,20.453125
28000,chr11,33039571,TCP11L1,ENSG00000176148.16,+,20.453125
40358,chr16,67183963,MATCAP1,ENSG00000196123.13,-,20.453125
17403,chr6,87322592,SMIM8,ENSG00000111850.11,+,20.46875
37027,chr15,57591903,MYZAP,ENSG00000263155.6,+,20.46875
7577,chr2,74441937,RTKN,ENSG00000114993.17,-,20.46875
30107,chr11,61161426,VPS37C,ENSG00000167987.11,-,20.46875
23495,chr8,134712962,ZFAT,ENSG00000066827.16,-,20.46875
2087,chr1,167220885,POU2F1,ENSG00000143190.23,+,20.484375
38874,chr16,27203525,KDM8,ENSG00000155666.12,+,20.484375
52240,chrX,106726700,RNF128,ENSG00000133135.14,+,20.484375
12483,chr4,76306732,STBD1,ENSG00000118804.9,+,20.5
40161,chr16,30534858,ZNF747,ENSG00000169955.8,-,20.515625
6360,chr2,178480456,PLEKHA3,ENSG00000116095.11,+,20.515625
865,chr1,43946949,IPO13,ENSG00000117408.11,+,20.515625
12334,chr4,54229279,PDGFRA,ENSG00000134853.12,+,20.53125
12920,chr4,157076149,GLRB,ENSG00000109738.11,+,20.53125
40,chr1,2050410,PRKCZ,ENSG00000067606.17,+,20.53125
47687,chr19,40090938,ZNF780A,ENSG00000197782.15,-,20.53125
32728,chr12,8662725,MFAP5,ENSG00000197614.11,-,20.53125
46755,chr19,58467079,ZNF324,ENSG00000083812.13,+,20.53125
25297,chr9,122093308,TTLL11,ENSG00000175764.17,-,20.546875
50369,chr22,18077988,ENSG00000288683,ENSG00000288683.1,+,20.546875
42827,chr17,35142303,NLE1,ENSG00000073536.18,-,20.546875
47984,chr19,48363940,TMEM143,ENSG00000161558.11,-,20.546875
6073,chr2,130356044,PTPN18,ENSG00000072135.13,+,20.546875
39184,chr16,56989497,NLRC5,ENSG00000140853.17,+,20.5625
7652,chr2,85888990,ST3GAL5,ENSG00000115525.18,-,20.5625
34723,chr13,95644690,DZIP1,ENSG00000134874.18,-,20.578125
32680,chr12,6851258,CDCA3,ENSG00000111665.12,-,20.578125
12616,chr4,105146875,TET2,ENSG00000168769.14,+,20.578125
3299,chr1,31704017,COL16A1,ENSG00000084636.18,-,20.59375
19628,chr7,73667830,VPS37D,ENSG00000176428.6,+,20.59375
50347,chr21,46323870,C21orf58,ENSG00000160298.18,-,20.609375
28495,chr11,64285847,GPR137,ENSG00000173264.16,+,20.609375
40160,chr16,30534852,ENSG00000261459,ENSG00000261459.1,-,20.609375
11967,chr4,53320,ZNF595,ENSG00000272602.6,+,20.609375
41737,chr17,59220561,GDPD1,ENSG00000153982.11,+,20.625
38501,chr16,2475126,TBC1D24,ENSG00000162065.14,+,20.625
17187,chr6,43427540,ABCC10,ENSG00000124574.15,+,20.625
26189,chr10,88880244,STAMBPL1,ENSG00000138134.12,+,20.625
48558,chr20,6767685,BMP2,ENSG00000125845.7,+,20.640625
5018,chr1,231040254,FAM89A,ENSG00000182118.8,-,20.640625
44200,chr18,49562056,LIPG,ENSG00000101670.12,+,20.65625
24409,chr9,129665646,PRRX2,ENSG00000167157.11,+,20.65625
43330,chr17,50201631,COL1A1,ENSG00000108821.14,-,20.65625
49331,chr20,3407669,DNAAF9,ENSG00000088854.13,-,20.65625
29273,chr11,122655721,UBASH3B,ENSG00000154127.10,+,20.65625
5381,chr2,31234151,EHD3,ENSG00000013016.16,+,20.65625
44077,chr18,26226485,TAF4B,ENSG00000141384.13,+,20.65625
26223,chr10,89392545,IFIT1,ENSG00000185745.10,+,20.65625
45513,chr19,20167227,ZNF486,ENSG00000256229.8,+,20.671875
23268,chr8,97277928,TSPYL5,ENSG00000180543.5,-,20.671875
23384,chr8,109644817,SYBU,ENSG00000147642.17,-,20.671875
52273,chrX,110002634,TMEM164,ENSG00000157600.12,+,20.6875
22839,chr8,23404120,LOXL2,ENSG00000134013.16,-,20.6875
42097,chr17,80415177,ENDOV,ENSG00000173818.17,+,20.6875
16728,chr6,26365265,BTN3A2,ENSG00000186470.14,+,20.6875
2263,chr1,183805119,RGL1,ENSG00000143344.16,+,20.6875
814,chr1,42817121,ERMAP,ENSG00000164010.15,+,20.6875
31020,chr11,125903221,PUS3,ENSG00000110060.9,-,20.703125
23861,chr9,66900724,ZNF658,ENSG00000274349.5,+,20.703125
1174,chr1,77888623,NEXN,ENSG00000162614.19,+,20.703125
41466,chr17,44557483,FZD2,ENSG00000180340.7,+,20.703125
3856,chr1,99766635,FRRS1,ENSG00000156869.14,-,20.71875
53187,chrX,72239027,ERCC6L,ENSG00000186871.7,-,20.71875
13610,chr4,88823231,FAM13A,ENSG00000138640.15,-,20.71875
46609,chr19,55648211,CCDC106,ENSG00000173581.8,+,20.734375
18050,chr6,26659752,ZNF322,ENSG00000181315.11,-,20.75
45743,chr19,35758178,PROSER3,ENSG00000167595.16,+,20.75
46431,chr19,52297178,ZNF480,ENSG00000198464.14,+,20.765625
17819,chr6,159790466,MRPL18,ENSG00000112110.10,+,20.765625
29022,chr11,102317483,BIRC3,ENSG00000023445.17,+,20.765625
27257,chr10,97334729,FRAT2,ENSG00000181274.7,-,20.765625
34564,chr13,41263484,MTRF1,ENSG00000120662.16,-,20.78125
9162,chr3,42936385,KRBOX1,ENSG00000240747.9,+,20.796875
17593,chr6,125790959,NCOA7,ENSG00000111912.20,+,20.796875
47199,chr19,12775552,HOOK2,ENSG00000095066.12,-,20.8125
25212,chr9,112175297,SUSD1,ENSG00000106868.17,-,20.8125
23679,chr9,4662293,PLPP6,ENSG00000205808.7,+,20.8125
22650,chr8,544834,TDRP,ENSG00000180190.13,-,20.828125
1164,chr1,77282018,AK5,ENSG00000154027.19,+,20.828125
34228,chr13,75636329,LMO7,ENSG00000136153.20,+,20.828125
5563,chr2,62705712,EHBP1,ENSG00000115504.15,+,20.828125
5143,chr1,248825915,SH3BP5L,ENSG00000175137.11,-,20.84375
45508,chr19,19900927,ZNF93,ENSG00000184635.17,+,20.84375
23609,chr8,144517833,RECQL4,ENSG00000160957.15,-,20.84375
738,chr1,39955149,MFSD2A,ENSG00000168389.18,+,20.859375
17549,chr6,117675468,NUS1,ENSG00000153989.8,+,20.859375
46676,chr19,57487740,ZNF419,ENSG00000105136.22,+,20.859375
2575,chr1,220786989,ENSG00000286231,ENSG00000286231.1,+,20.859375
37675,chr15,42737128,CDAN1,ENSG00000140326.13,-,20.875
43268,chr17,48037797,COPZ2,ENSG00000005243.10,-,20.875
27072,chr10,71773520,VSIR,ENSG00000107738.20,-,20.875
5106,chr1,247078811,ZNF670,ENSG00000277462.2,-,20.890625
47561,chr19,36032873,CLIP3,ENSG00000105270.15,-,20.890625
24818,chr9,34329268,KIF24,ENSG00000186638.17,-,20.890625
43132,chr17,43833146,MPP3,ENSG00000161647.19,-,20.890625
53463,chrX,130110497,ELF4,ENSG00000102034.18,-,20.890625
6734,chr2,219627629,SLC4A3,ENSG00000114923.17,+,20.890625
15301,chr5,173056367,CREBRF,ENSG00000164463.12,+,20.90625
15081,chr5,149271858,AFAP1L1,ENSG00000157510.14,+,20.90625
42915,chr17,39197669,CACNB1,ENSG00000067191.17,-,20.90625
11359,chr3,125595497,OSBPL11,ENSG00000144909.8,-,20.921875
17034,chr6,33454575,ZBTB9,ENSG00000213588.6,+,20.921875
13626,chr4,89837168,SNCA,ENSG00000145335.17,-,20.9375
9105,chr3,40524959,ZNF621,ENSG00000172888.12,+,20.9375
36776,chr15,40323691,INAFM2,ENSG00000259330.3,+,20.953125
41431,chr17,43398992,ARL4D,ENSG00000175906.5,+,20.953125
44358,chr18,80109261,ADNP2,ENSG00000101544.9,+,20.953125
37030,chr15,57592013,GCOM1,ENSG00000137878.17,+,20.953125
28265,chr11,59107235,FAM111B,ENSG00000189057.11,+,20.96875
39790,chr16,2340728,ABCA3,ENSG00000167972.14,-,20.96875
47591,chr19,37210484,ZNF585B,ENSG00000245680.11,-,20.96875
48414,chr19,57916591,ENSG00000269476,ENSG00000269476.1,-,20.96875
43766,chr17,79797077,CBX8,ENSG00000141570.11,-,20.984375
38619,chr16,4371847,VASN,ENSG00000168140.5,+,20.984375
178,chr1,10430803,CENPS-CORT,ENSG00000251503.8,+,20.984375
3171,chr1,23484179,ASAP3,ENSG00000088280.20,-,20.984375
15931,chr5,113294938,MCC,ENSG00000171444.19,-,20.984375
20686,chr7,29146497,CPVL,ENSG00000106066.15,-,20.984375
22010,chr8,38901234,PLEKHA2,ENSG00000169499.15,+,20.984375
6534,chr2,202634968,FAM117B,ENSG00000138439.12,+,20.984375
1384,chr1,109483938,ATXN7L2,ENSG00000162650.17,+,21.0
48058,chr19,49813175,FUZ,ENSG00000010361.14,-,21.0
22303,chr8,93700581,CIBAR1,ENSG00000188343.14,+,21.0
13263,chr4,40629864,RBM47,ENSG00000163694.15,-,21.0
51762,chrX,46447293,KRBOX4,ENSG00000147121.16,+,21.015625
1072,chr1,64470128,CACHD1,ENSG00000158966.16,+,21.015625
33545,chr12,89524796,GALNT4,ENSG00000257594.4,-,21.03125
10520,chr3,15797979,ANKRD28,ENSG00000206560.12,-,21.03125
40491,chr16,74700790,MLKL,ENSG00000168404.13,-,21.03125
15678,chr5,59768636,PDE4D,ENSG00000113448.21,-,21.03125
12853,chr4,152936322,FHDC1,ENSG00000137460.10,+,21.03125
37474,chr15,96330699,NR2F2,ENSG00000185551.15,+,21.03125
29450,chr11,790090,CEND1,ENSG00000184524.6,-,21.03125
49961,chr21,39445854,SH3BGR,ENSG00000185437.16,+,21.03125
16729,chr6,26383095,BTN2A2,ENSG00000124508.17,+,21.03125
46451,chr19,52570286,ZNF701,ENSG00000167562.14,+,21.046875
559,chr1,27959942,XKR8,ENSG00000158156.9,+,21.046875
30339,chr11,66371760,SLC29A2,ENSG00000174669.12,-,21.0625
40305,chr16,58000672,ZNF319,ENSG00000166188.3,-,21.0625
17910,chr6,3751713,PXDC1,ENSG00000168994.14,-,21.0625
32803,chr12,12350242,MANSC1,ENSG00000111261.14,-,21.078125
50367,chr22,18077989,PEX26,ENSG00000215193.14,+,21.078125
51821,chrX,48696733,SUV39H1,ENSG00000101945.17,+,21.078125
10395,chr3,197960199,LMLN,ENSG00000185621.11,+,21.078125
43899,chr17,83051770,B3GNTL1,ENSG00000175711.9,-,21.09375
30222,chr11,63768775,ZFTA,ENSG00000188070.9,-,21.109375
36066,chr14,33951074,EGLN3,ENSG00000129521.15,-,21.109375
53597,chrX,151974676,GABRE,ENSG00000102287.19,-,21.125
47034,chr19,8832304,ZNF558,ENSG00000167785.9,-,21.125
11419,chr3,129893576,TMCC1,ENSG00000172765.19,-,21.15625
5375,chr2,30231536,LBH,ENSG00000213626.13,+,21.15625
33570,chr12,94650557,TMCC3,ENSG00000057704.13,-,21.15625
10807,chr3,49018564,DALRD3,ENSG00000178149.17,-,21.171875
15794,chr5,79514134,HOMER1,ENSG00000152413.15,-,21.1875
44810,chr19,1040106,ABCA7,ENSG00000064687.13,+,21.1875
38717,chr16,14071318,MRTFB,ENSG00000186260.17,+,21.1875
42706,chr17,19867936,ULK2,ENSG00000083290.20,-,21.1875
35842,chr14,105491267,TEDC1,ENSG00000185347.19,+,21.203125
47856,chr19,44500522,ZNF180,ENSG00000167384.11,-,21.203125
25779,chr10,28677520,BAMBI,ENSG00000095739.11,+,21.203125
14907,chr5,140547661,EIF4EBP3,ENSG00000243056.2,+,21.21875
3876,chr1,103108496,COL11A1,ENSG00000060718.22,-,21.21875
7990,chr2,156332762,NR4A2,ENSG00000153234.16,-,21.21875
8049,chr2,164841418,COBLL1,ENSG00000082438.18,-,21.234375
44780,chr19,708934,PALM,ENSG00000099864.18,+,21.25
35739,chr14,102319745,ZNF839,ENSG00000022976.16,+,21.25
49687,chr20,51023107,KCNG1,ENSG00000026559.14,-,21.25
47365,chr19,18204042,RAB3A,ENSG00000105649.10,-,21.265625
31910,chr12,57611434,ARHGEF25,ENSG00000240771.8,+,21.265625
20925,chr7,73842516,METTL27,ENSG00000165171.11,-,21.265625
17170,chr6,43059652,KLC4,ENSG00000137171.15,+,21.265625
41944,chr17,75087953,SLC16A5,ENSG00000170190.16,+,21.265625
25646,chr10,7818527,TAF3,ENSG00000165632.9,+,21.265625
43786,chr17,81239055,TEPSIN,ENSG00000167302.11,-,21.28125
37177,chr15,70892442,LRRC49,ENSG00000137821.12,+,21.28125
17727,chr6,148747029,UST,ENSG00000111962.8,+,21.296875
34504,chr13,33285755,STARD13,ENSG00000133121.21,-,21.296875
46464,chr19,53395148,ZNF765,ENSG00000196417.13,+,21.296875
7116,chr2,19358623,OSR1,ENSG00000143867.7,-,21.296875
28584,chr11,65712251,KAT5,ENSG00000172977.13,+,21.3125
44467,chr18,31042742,DSC3,ENSG00000134762.17,-,21.3125
1533,chr1,120415034,NBPF8,ENSG00000270231.5,+,21.3125
27586,chr11,289125,PGGHG,ENSG00000142102.16,+,21.3125
38147,chr15,79923744,ST20-MTHFS,ENSG00000259332.3,-,21.3125
22972,chr8,42207565,PLAT,ENSG00000104368.19,-,21.328125
41143,chr17,30831965,ATAD5,ENSG00000176208.9,+,21.328125
36483,chr14,91836526,TC2N,ENSG00000165929.13,-,21.34375
46737,chr19,58278954,ZNF8,ENSG00000278129.2,+,21.34375
23801,chr9,35490110,RUSC2,ENSG00000198853.12,+,21.359375
4710,chr1,186680423,PTGS2,ENSG00000073756.13,-,21.359375
30815,chr11,111911770,CRYAB,ENSG00000109846.9,-,21.359375
39652,chr16,89721006,ZNF276,ENSG00000158805.12,+,21.359375
19117,chr6,166956550,RNASET2,ENSG00000026297.17,-,21.375
20664,chr7,27095996,HOXA1,ENSG00000105991.10,-,21.375
30971,chr11,123741671,ZNF202,ENSG00000166261.11,-,21.375
46353,chr19,50026039,ZNF473,ENSG00000142528.16,+,21.390625
8113,chr2,174487037,GPR155,ENSG00000163328.14,-,21.390625
19336,chr7,24573414,PALS2,ENSG00000105926.16,+,21.390625
37396,chr15,88638952,ISG20,ENSG00000172183.16,+,21.390625
2857,chr1,1307930,ACAP3,ENSG00000131584.19,-,21.390625
11862,chr3,192917856,MB21D2,ENSG00000180611.7,-,21.40625
23527,chr8,142669994,JRK,ENSG00000234616.9,-,21.40625
26402,chr10,102714635,SFXN2,ENSG00000156398.13,+,21.40625
49658,chr20,48827999,PREX1,ENSG00000124126.14,-,21.40625
21901,chr8,27325551,PTK2B,ENSG00000120899.18,+,21.40625
45865,chr19,38403153,FAM98C,ENSG00000130244.13,+,21.421875
7765,chr2,100417668,CHST10,ENSG00000115526.11,-,21.421875
51125,chr22,30246759,LIF,ENSG00000128342.5,-,21.421875
47422,chr19,19320509,SUGP1,ENSG00000105705.16,-,21.421875
12556,chr4,88457118,HERC5,ENSG00000138646.9,+,21.4375
21976,chr8,37695781,ZNF703,ENSG00000183779.7,+,21.4375
49334,chr20,3682131,ADAM33,ENSG00000149451.19,-,21.4375
8478,chr2,219160816,NHEJ1,ENSG00000187736.14,-,21.453125
19985,chr7,102433569,ORAI2,ENSG00000160991.17,+,21.453125
11957,chr3,197555987,BDH1,ENSG00000161267.12,-,21.46875
42804,chr17,32342173,C17orf75,ENSG00000108666.11,-,21.46875
34284,chr13,98143097,FARP1,ENSG00000152767.17,+,21.484375
6065,chr2,127701496,SFT2D3,ENSG00000173349.6,+,21.484375
2538,chr1,212858274,FLVCR1,ENSG00000162769.13,+,21.484375
48211,chr19,52735044,ZNF611,ENSG00000213020.10,-,21.484375
12515,chr4,82900734,THAP9,ENSG00000168152.13,+,21.5
53251,chrX,79367334,ITM2A,ENSG00000078596.11,-,21.5
51791,chrX,47836901,ZNF81,ENSG00000197779.15,+,21.515625
12525,chr4,84583126,CDS1,ENSG00000163624.6,+,21.515625
