,Chromosome,Start,gene_name,gene_id,Strand,"K562 ENCODE, biol_"
47845,chr19,44305025,ZNF235,ENSG00000159917.17,-,24.203125
24196,chr9,121268167,GSN,ENSG00000148180.22,+,24.203125
13901,chr4,145938823,ZNF827,ENSG00000151612.18,-,24.21875
16780,chr6,28281571,PGBD1,ENSG00000137338.6,+,24.21875
9683,chr3,112333177,CD200,ENSG00000091972.18,+,24.21875
3883,chr1,107965180,VAV3,ENSG00000134215.16,-,24.234375
46933,chr19,5340812,PTPRS,ENSG00000105426.19,-,24.25
3848,chr1,94541759,F3,ENSG00000117525.14,-,24.25
1051,chr1,61742479,PATJ,ENSG00000132849.22,+,24.296875
21771,chr8,17027237,MICU3,ENSG00000155970.12,+,24.296875
25385,chr9,128191568,CIZ1,ENSG00000148337.22,-,24.3125
47512,chr19,34773200,ZNF599,ENSG00000153896.19,-,24.3125
38543,chr16,3004131,ENSG00000289281,ENSG00000289281.1,+,24.3125
28222,chr11,57598183,SERPING1,ENSG00000149131.17,+,24.328125
49039,chr20,49982979,SNAI1,ENSG00000124216.4,+,24.328125
52808,chrX,18984114,PHKA2,ENSG00000044446.12,-,24.34375
17651,chr6,133953303,ENSG00000288529,ENSG00000288529.1,+,24.34375
5395,chr2,32946952,LTBP1,ENSG00000049323.16,+,24.34375
14390,chr5,67004619,MAST4,ENSG00000069020.19,+,24.375
18212,chr6,32953097,HLA-DMA,ENSG00000204257.15,-,24.375
41965,chr17,75525725,LLGL2,ENSG00000073350.14,+,24.375
8992,chr3,32238679,CMTM8,ENSG00000170293.9,+,24.390625
35956,chr14,23057538,CDH24,ENSG00000139880.21,-,24.40625
25675,chr10,12349546,CAMK1D,ENSG00000183049.14,+,24.40625
19458,chr7,37920657,EPDR1,ENSG00000086289.13,+,24.40625
18233,chr6,33317744,ZBTB22,ENSG00000236104.3,-,24.40625
44998,chr19,5681060,HSD11B1L,ENSG00000167733.14,+,24.421875
14636,chr5,96876499,ERAP2,ENSG00000164308.17,+,24.421875
12745,chr4,127632956,INTU,ENSG00000164066.13,+,24.4375
50448,chr22,21417370,HIC2,ENSG00000169635.10,+,24.4375
10424,chr3,9769947,CAMK1,ENSG00000134072.11,-,24.4375
30573,chr11,78188626,KCTD21,ENSG00000188997.8,-,24.4375
41867,chr17,68291494,ARSG,ENSG00000141337.13,+,24.4375
8079,chr2,166375969,SCN9A,ENSG00000169432.19,-,24.4375
1077,chr1,65147548,AK4,ENSG00000162433.15,+,24.453125
554,chr1,27872548,THEMIS2,ENSG00000130775.16,+,24.453125
48391,chr19,57477503,ENSG00000268163,ENSG00000268163.1,-,24.453125
40960,chr17,15945129,ADORA2B,ENSG00000170425.4,+,24.453125
18177,chr6,32130288,FKBPL,ENSG00000204315.4,-,24.46875
5996,chr2,113173970,PSD4,ENSG00000125637.16,+,24.484375
37620,chr15,40108892,BMF,ENSG00000104081.14,-,24.484375
2060,chr1,164559183,PBX1,ENSG00000185630.20,+,24.5
48408,chr19,57888958,ZNF814,ENSG00000204514.11,-,24.5
16595,chr6,7541670,DSP,ENSG00000096696.16,+,24.5
23586,chr8,143986446,PARP10,ENSG00000178685.14,-,24.515625
5720,chr2,74554719,DOK1,ENSG00000115325.14,+,24.515625
33743,chr12,111369121,PHETA1,ENSG00000198324.14,-,24.53125
48444,chr19,58499275,SLC27A5,ENSG00000083807.10,-,24.546875
39185,chr16,56989556,NLRC5,ENSG00000140853.17,+,24.578125
47577,chr19,36666837,ZNF461,ENSG00000197808.14,-,24.59375
26274,chr10,94402540,TBC1D12,ENSG00000108239.9,+,24.609375
1187,chr1,78649830,IFI44,ENSG00000137965.11,+,24.625
25553,chr9,137028237,ABCA2,ENSG00000107331.18,-,24.625
3090,chr1,18956676,IFFO2,ENSG00000169991.11,-,24.640625
43032,chr17,41811949,P3H4,ENSG00000141696.13,-,24.640625
22800,chr8,19013703,PSD3,ENSG00000156011.19,-,24.65625
31409,chr12,25052641,IRAG2,ENSG00000118308.16,+,24.671875
28890,chr11,77066992,CAPN5,ENSG00000149260.18,+,24.671875
23615,chr8,144755531,ZNF251,ENSG00000198169.9,-,24.671875
16644,chr6,14117771,CD83,ENSG00000112149.10,+,24.6875
40551,chr16,81077238,C16orf46,ENSG00000166455.14,-,24.6875
29499,chr11,2885771,CDKN1C,ENSG00000129757.15,-,24.703125
36178,chr14,52951050,FERMT2,ENSG00000073712.15,-,24.703125
48312,chr19,55146942,TNNT1,ENSG00000105048.18,-,24.703125
28623,chr11,66466904,PELI3,ENSG00000174516.15,+,24.703125
17777,chr6,154995314,TIAM2,ENSG00000146426.19,+,24.703125
45471,chr19,18637027,KLHL26,ENSG00000167487.12,+,24.71875
35458,chr14,75069576,ZC2HC1C,ENSG00000119703.15,+,24.71875
52877,chrX,31266949,DMD,ENSG00000198947.18,-,24.71875
47600,chr19,37594792,ZNF571,ENSG00000180479.15,-,24.71875
48424,chr19,57947675,ZNF256,ENSG00000152454.4,-,24.734375
11815,chr3,185254048,EHHADH,ENSG00000113790.11,-,24.75
53463,chrX,130110497,ELF4,ENSG00000102034.18,-,24.75
13486,chr4,82798772,SCD5,ENSG00000145284.12,-,24.75
30640,chr11,86955395,FZD4,ENSG00000174804.4,-,24.75
38132,chr15,78811464,ADAMTS7,ENSG00000136378.15,-,24.75
53597,chrX,151974676,GABRE,ENSG00000102287.19,-,24.765625
50224,chr21,34615113,RCAN1,ENSG00000159200.18,-,24.78125
37383,chr15,84981980,PDE8A,ENSG00000073417.15,+,24.78125
32256,chr12,108515276,FICD,ENSG00000198855.7,+,24.796875
10089,chr3,155079931,MME,ENSG00000196549.13,+,24.8125
45052,chr19,7595901,CAMSAP3,ENSG00000076826.10,+,24.8125
44700,chr18,67516720,DSEL,ENSG00000171451.15,-,24.8125
14531,chr5,76819029,F2RL1,ENSG00000164251.5,+,24.84375
28089,chr11,45805148,SLC35C1,ENSG00000181830.9,+,24.84375
11273,chr3,120450991,FSTL1,ENSG00000163430.13,-,24.84375
21581,chr7,150955804,KCNH2,ENSG00000055118.17,-,24.859375
24811,chr9,33447553,AQP3,ENSG00000165272.16,-,24.859375
32737,chr12,9869354,CLEC2B,ENSG00000110852.5,-,24.890625
41253,chr17,38297167,MRPL45,ENSG00000278845.5,+,24.890625
34807,chr13,113490691,DCUN1D2,ENSG00000150401.15,-,24.890625
41495,chr17,45161894,HEXIM2,ENSG00000168517.11,+,24.9375
46441,chr19,52369938,ZNF880,ENSG00000221923.9,+,24.9375
16764,chr6,28124608,ZSCAN16,ENSG00000196812.6,+,24.9375
1644,chr1,150549368,ADAMTSL4,ENSG00000143382.16,+,24.953125
42474,chr17,7329393,NEURL4,ENSG00000215041.10,-,24.953125
39883,chr16,5033934,NAGPA,ENSG00000103174.13,-,24.96875
57,chr1,2586797,PRXL2B,ENSG00000157870.17,+,24.96875
42720,chr17,27893359,LYRM9,ENSG00000232859.10,-,24.96875
48798,chr20,34558717,MAP1LC3A,ENSG00000101460.13,+,24.96875
53314,chrX,103064171,BEX1,ENSG00000133169.6,-,24.96875
47172,chr19,12441082,ENSG00000268870,ENSG00000268870.1,-,24.984375
30601,chr11,85628335,DLG2,ENSG00000150672.19,-,25.0
28000,chr11,33039571,TCP11L1,ENSG00000176148.16,+,25.0
10370,chr3,194685882,FAM43A,ENSG00000185112.6,+,25.015625
53665,chrX,154479281,LAGE3,ENSG00000196976.8,-,25.015625
7468,chr2,63588518,WDPCP,ENSG00000143951.16,-,25.015625
50327,chr21,44920896,ITGB2,ENSG00000160255.19,-,25.015625
1338,chr1,101237018,S1PR1,ENSG00000170989.10,+,25.03125
48630,chr20,18137862,KAT14,ENSG00000149474.15,+,25.03125
31330,chr12,13196725,EMP1,ENSG00000134531.10,+,25.046875
19628,chr7,73667830,VPS37D,ENSG00000176428.6,+,25.046875
12818,chr4,145619384,MMAA,ENSG00000151611.17,+,25.046875
36276,chr14,64972336,RAB15,ENSG00000139998.16,-,25.0625
50246,chr21,38121345,KCNJ6,ENSG00000157542.11,-,25.0625
4415,chr1,156816834,SH2D2A,ENSG00000027869.12,-,25.078125
22537,chr8,142727222,THEM6,ENSG00000130193.8,+,25.078125
9656,chr3,111071815,NECTIN3,ENSG00000177707.11,+,25.09375
39433,chr16,70454594,FCSK,ENSG00000157353.17,+,25.109375
8254,chr2,191847088,CAVIN2,ENSG00000168497.5,-,25.109375
50870,chr22,44702232,PRR5-ARHGAP8,ENSG00000248405.10,+,25.109375
8509,chr2,221572304,EPHA4,ENSG00000116106.12,-,25.125
32382,chr12,116738314,RNFT2,ENSG00000135119.15,+,25.125
11075,chr3,69013684,EOGT,ENSG00000163378.14,-,25.140625
6351,chr2,178194522,OSBPL6,ENSG00000079156.17,+,25.140625
45484,chr19,19063993,SLC25A42,ENSG00000181035.14,+,25.15625
14233,chr5,36606610,SLC1A3,ENSG00000079215.15,+,25.171875
47593,chr19,37467444,ZNF569,ENSG00000196437.12,-,25.171875
35834,chr14,105474820,CRIP2,ENSG00000182809.11,+,25.171875
9494,chr3,69739463,MITF,ENSG00000187098.18,+,25.1875
33204,chr12,53220259,RARG,ENSG00000172819.17,-,25.203125
40995,chr17,18260596,MIEF2,ENSG00000177427.13,+,25.21875
18785,chr6,110815209,CDK19,ENSG00000155111.15,-,25.234375
48531,chr20,3820535,AP5S1,ENSG00000125843.11,+,25.25
46470,chr19,53467732,ZNF813,ENSG00000198346.11,+,25.25
40002,chr16,18926408,SMG1,ENSG00000157106.18,-,25.25
48600,chr20,11890816,BTBD3,ENSG00000132640.15,+,25.25
17026,chr6,33420064,SYNGAP1,ENSG00000197283.18,+,25.25
16614,chr6,11537748,TMEM170B,ENSG00000205269.6,+,25.3125
40836,chr17,7404873,NLGN2,ENSG00000169992.10,+,25.3125
44317,chr18,70289044,SOCS6,ENSG00000170677.6,+,25.3125
19536,chr7,50304727,IKZF1,ENSG00000185811.21,+,25.328125
20821,chr7,44979033,MYO1G,ENSG00000136286.16,-,25.34375
5052,chr1,236065090,NID1,ENSG00000116962.15,-,25.34375
42639,chr17,16569169,ZNF287,ENSG00000141040.15,-,25.359375
34518,chr13,36297842,CCDC169-SOHLH2,ENSG00000250709.1,-,25.359375
15905,chr5,108382098,FBXL17,ENSG00000145743.18,-,25.359375
42945,chr17,40100589,NR1D1,ENSG00000126368.6,-,25.359375
32170,chr12,100573682,GAS2L3,ENSG00000139354.11,+,25.375
4641,chr1,175192776,KIAA0040,ENSG00000235750.10,-,25.375
26011,chr10,71212569,UNC5B,ENSG00000107731.12,+,25.390625
30917,chr11,118342631,CD3D,ENSG00000167286.11,-,25.40625
49091,chr20,58692799,NPEPL1,ENSG00000215440.12,+,25.40625
16399,chr5,172454525,SH3PXD2B,ENSG00000174705.13,-,25.40625
42824,chr17,35119745,RAD51D,ENSG00000185379.21,-,25.40625
1020,chr1,55039547,PCSK9,ENSG00000169174.12,+,25.40625
50768,chr22,39349924,SYNGR1,ENSG00000100321.15,+,25.40625
1480,chr1,113390514,MAGI3,ENSG00000081026.19,+,25.421875
12013,chr4,1793292,FGFR3,ENSG00000068078.20,+,25.421875
32236,chr12,106774670,RIC8B,ENSG00000111785.21,+,25.421875
11928,chr3,197029791,MELTF,ENSG00000163975.14,-,25.421875
24675,chr9,13279564,MPDZ,ENSG00000107186.17,-,25.421875
35713,chr14,100726908,DLK1,ENSG00000185559.16,+,25.4375
49375,chr20,10673999,JAG1,ENSG00000101384.12,-,25.4375
21180,chr7,100177381,GPC2,ENSG00000213420.8,-,25.453125
26703,chr10,5977522,IL15RA,ENSG00000134470.21,-,25.453125
26760,chr10,14838037,CDNF,ENSG00000185267.10,-,25.5
46028,chr19,42268536,CIC,ENSG00000079432.9,+,25.515625
10778,chr3,48556803,PFKFB4,ENSG00000114268.12,-,25.53125
39905,chr16,10580598,EMP2,ENSG00000213853.10,-,25.53125
32598,chr12,949649,RAD52,ENSG00000002016.18,-,25.546875
22303,chr8,93700581,CIBAR1,ENSG00000188343.14,+,25.546875
47173,chr19,12441021,ZNF443,ENSG00000180855.16,-,25.546875
36722,chr15,32615503,ARHGAP11A,ENSG00000198826.11,+,25.5625
26213,chr10,89327940,IFIT3,ENSG00000119917.15,+,25.5625
45219,chr19,11766999,ZNF441,ENSG00000197044.11,+,25.609375
983,chr1,52842759,ZYG11A,ENSG00000203995.11,+,25.609375
24768,chr9,27573457,C9orf72,ENSG00000147894.17,-,25.625
38436,chr16,1772809,EME2,ENSG00000197774.14,+,25.625
20115,chr7,120988710,CPED1,ENSG00000106034.18,+,25.625
37420,chr15,90201329,SEMA4B,ENSG00000185033.15,+,25.640625
49976,chr21,41168159,BACE2,ENSG00000182240.16,+,25.640625
29311,chr11,124739941,NRGN,ENSG00000154146.13,+,25.65625
14816,chr5,134525741,JADE2,ENSG00000043143.22,+,25.65625
11123,chr3,75785549,ZNF717,ENSG00000227124.11,-,25.6875
42118,chr17,81395456,BAHCC1,ENSG00000266074.11,+,25.6875
13015,chr4,183505057,ING2,ENSG00000168556.7,+,25.6875
38765,chr16,19113963,ITPRIPL2,ENSG00000205730.7,+,25.703125
39136,chr16,55479197,MMP2,ENSG00000087245.13,+,25.71875
6528,chr2,202033854,FZD7,ENSG00000155760.3,+,25.734375
34983,chr14,24172079,REC8,ENSG00000100918.14,+,25.734375
46088,chr19,44141556,ZNF234,ENSG00000263002.8,+,25.75
35987,chr14,24114949,NRL,ENSG00000129535.13,-,25.75
27856,chr11,10305076,ADM,ENSG00000148926.10,+,25.765625
51960,chrX,55220354,PAGE5,ENSG00000158639.13,+,25.796875
7747,chr2,99141180,TSGA10,ENSG00000135951.16,-,25.796875
19599,chr7,66205333,TPST1,ENSG00000169902.15,+,25.8125
30953,chr11,119729200,NECTIN1,ENSG00000110400.11,-,25.828125
34519,chr13,36297824,CCDC169,ENSG00000242715.8,-,25.828125
18984,chr6,143511720,FUCA2,ENSG00000001036.14,-,25.84375
37893,chr15,60592541,RORA,ENSG00000069667.16,-,25.859375
8656,chr2,240561064,ANKMY1,ENSG00000144504.16,-,25.859375
42611,chr17,15262552,PMP22,ENSG00000109099.16,-,25.859375
13404,chr4,74099195,CXCL2,ENSG00000081041.9,-,25.859375
40805,chr17,7036014,SLC16A13,ENSG00000174327.7,+,25.875
4675,chr1,182589256,RNASEL,ENSG00000135828.11,-,25.90625
45929,chr19,40191425,MAP3K10,ENSG00000130758.8,+,25.90625
37282,chr15,78077807,SH2D7,ENSG00000183476.13,+,25.921875
42898,chr17,38674957,EPOP,ENSG00000273604.2,-,25.9375
48369,chr19,56314925,ZSCAN5A,ENSG00000131848.10,-,25.9375
9178,chr3,44338118,TCAIM,ENSG00000179152.20,+,25.9375
46406,chr19,51571282,ZNF175,ENSG00000105497.8,+,25.953125
2447,chr1,206557164,RASSF5,ENSG00000266094.8,+,25.96875
50423,chr22,20131803,ZDHHC8,ENSG00000099904.16,+,25.96875
45344,chr19,16324825,KLF2,ENSG00000127528.6,+,25.96875
49575,chr20,44311202,FITM2,ENSG00000197296.6,-,25.984375
46054,chr19,43596574,ZNF576,ENSG00000124444.16,+,26.015625
36762,chr15,39581078,THBS1,ENSG00000137801.11,+,26.015625
21486,chr7,139036042,ZC3HAV1L,ENSG00000146858.8,-,26.046875
146,chr1,9292893,SPSB1,ENSG00000171621.14,+,26.046875
44308,chr18,63970080,SERPINB8,ENSG00000166401.15,+,26.046875
1593,chr1,148952340,PDE4DIP,ENSG00000178104.22,+,26.0625
19736,chr7,80134830,GNAI1,ENSG00000127955.17,+,26.0625
5256,chr2,24049740,FKBP1B,ENSG00000119782.14,+,26.0625
11984,chr4,674541,MYL5,ENSG00000215375.7,+,26.078125
2843,chr1,1116089,C1orf159,ENSG00000131591.18,-,26.078125
39089,chr16,46884361,GPT2,ENSG00000166123.14,+,26.078125
17523,chr6,116254176,DSE,ENSG00000111817.19,+,26.09375
8438,chr2,216081809,PECR,ENSG00000115425.14,-,26.109375
4838,chr1,205813198,SLC41A1,ENSG00000133065.11,-,26.125
37858,chr15,56465137,MNS1,ENSG00000138587.6,-,26.125
51061,chr22,23839012,DERL3,ENSG00000099958.15,-,26.125
23395,chr8,115668903,TRPS1,ENSG00000104447.13,-,26.125
520,chr1,26787947,PIGV,ENSG00000060642.12,+,26.140625
14166,chr5,14581791,OTULINL,ENSG00000145569.6,+,26.140625
34473,chr13,30307551,KATNAL1,ENSG00000102781.14,-,26.15625
37370,chr15,84601019,ZSCAN2,ENSG00000176371.14,+,26.15625
14012,chr4,169270956,SH3RF1,ENSG00000154447.15,-,26.15625
42916,chr17,39197669,CACNB1,ENSG00000067191.17,-,26.15625
17361,chr6,73696202,CD109,ENSG00000156535.15,+,26.171875
4336,chr1,155140407,DPM3,ENSG00000179085.8,-,26.1875
21559,chr7,149090782,ZNF786,ENSG00000197362.15,-,26.1875
45236,chr19,12064730,ZNF844,ENSG00000223547.10,+,26.203125
25573,chr9,137423155,EXD3,ENSG00000187609.16,-,26.203125
13676,chr4,102345139,SLC39A8,ENSG00000138821.14,-,26.203125
45790,chr19,36687627,ZNF567,ENSG00000189042.14,+,26.21875
31130,chr12,2959396,TEAD4,ENSG00000197905.10,+,26.234375
45813,chr19,37218213,ZNF383,ENSG00000188283.12,+,26.234375
15729,chr5,71067652,GTF2H2,ENSG00000145736.15,-,26.234375
36720,chr15,32615447,ARHGAP11A-SCG5,ENSG00000288864.1,+,26.25
49000,chr20,45857613,ZSWIM3,ENSG00000132801.7,+,26.25
24687,chr9,14693432,ZDHHC21,ENSG00000175893.12,-,26.25
43170,chr17,44363853,FAM171A2,ENSG00000161682.15,-,26.25
609,chr1,31413212,SERINC2,ENSG00000168528.12,+,26.25
18840,chr6,121334480,TBC1D32,ENSG00000146350.14,-,26.265625
52603,chrX,153724855,ABCD1,ENSG00000101986.12,+,26.265625
25664,chr10,11823355,PROSER2,ENSG00000148426.14,+,26.28125
31452,chr12,27780232,KLHL42,ENSG00000087448.11,+,26.296875
51035,chr22,21735794,YPEL1,ENSG00000100027.17,-,26.296875
9183,chr3,44555202,ZKSCAN7,ENSG00000196345.13,+,26.3125
31866,chr12,56266941,COQ10A,ENSG00000135469.14,+,26.3125
40844,chr17,7435453,TMEM102,ENSG00000181284.3,+,26.328125
48598,chr20,10435304,SLX4IP,ENSG00000149346.15,+,26.328125
28868,chr11,76381302,GVQW3,ENSG00000179240.13,+,26.328125
8310,chr2,201451500,TRAK2,ENSG00000115993.13,-,26.359375
10155,chr3,160755601,PPM1L,ENSG00000163590.14,+,26.359375
16690,chr6,25279373,CARMIL1,ENSG00000079691.19,+,26.375
18070,chr6,28252269,ZKSCAN4,ENSG00000187626.9,-,26.375
40163,chr16,30558263,ZNF764,ENSG00000169951.10,-,26.390625
33034,chr12,47079865,AMIGO2,ENSG00000139211.7,-,26.40625
13248,chr4,39032409,TMEM156,ENSG00000121895.8,-,26.40625
19489,chr7,44104344,AEBP1,ENSG00000106624.11,+,26.421875
11106,chr3,71725402,EIF4E3,ENSG00000163412.13,-,26.4375
22361,chr8,100158034,SPAG1,ENSG00000104450.13,+,26.4375
626,chr1,32205670,IQCC,ENSG00000160051.12,+,26.4375
49440,chr20,25696853,ZNF337,ENSG00000130684.14,-,26.4375
49688,chr20,51542719,NFATC2,ENSG00000101096.20,-,26.46875
32619,chr12,3873355,PARP11,ENSG00000111224.14,-,26.46875
4814,chr1,204494805,PIK3C2B,ENSG00000133056.14,-,26.46875
49656,chr20,47785481,SULF2,ENSG00000196562.16,-,26.484375
38577,chr16,3112585,ZNF205,ENSG00000122386.11,+,26.484375
10485,chr3,12967668,IQSEC1,ENSG00000144711.17,-,26.484375
22321,chr8,94719899,DPY19L4,ENSG00000156162.16,+,26.53125
40829,chr17,7352161,KCTD11,ENSG00000213859.8,+,26.53125
36996,chr15,51751596,TMOD2,ENSG00000128872.10,+,26.53125
45564,chr19,29665458,PLEKHF1,ENSG00000166289.6,+,26.53125
35213,chr14,56118410,PELI2,ENSG00000139946.11,+,26.5625
50235,chr21,36966669,HLCS,ENSG00000159267.17,-,26.5625
52619,chrX,153972753,TMEM187,ENSG00000177854.8,+,26.5625
23435,chr8,124372701,TMEM65,ENSG00000164983.9,-,26.5625
41782,chr17,62478824,TLK2,ENSG00000146872.19,+,26.5625
36066,chr14,33951074,EGLN3,ENSG00000129521.15,-,26.578125
44385,chr18,5296040,ZBTB14,ENSG00000198081.11,-,26.578125
1025,chr1,59296980,FGGY,ENSG00000172456.18,+,26.59375
48250,chr19,53193358,ZNF665,ENSG00000197497.11,-,26.59375
3576,chr1,48472204,SPATA6,ENSG00000132122.12,-,26.609375
19430,chr7,33129549,BBS9,ENSG00000122507.21,+,26.609375
5723,chr2,74654246,SEMA4F,ENSG00000135622.13,+,26.609375
11564,chr3,149658025,WWTR1,ENSG00000018408.15,-,26.625
46746,chr19,58408648,ZNF584,ENSG00000171574.19,+,26.625
48393,chr19,57477551,ZNF772,ENSG00000197128.13,-,26.640625
46068,chr19,43984169,ZNF155,ENSG00000204920.11,+,26.671875
17965,chr6,11232658,NEDD9,ENSG00000111859.17,-,26.671875
24961,chr9,71768513,CEMIP2,ENSG00000135048.14,-,26.671875
10024,chr3,142596392,PLS1,ENSG00000120756.13,+,26.671875
31910,chr12,57611434,ARHGEF25,ENSG00000240771.8,+,26.6875
24517,chr9,135500681,MRPS2,ENSG00000122140.13,+,26.6875
1680,chr1,151540308,TUFT1,ENSG00000143367.17,+,26.6875
51621,chrX,18425607,CDKL5,ENSG00000008086.13,+,26.6875
47085,chr19,10231331,S1PR2,ENSG00000267534.4,-,26.6875
13613,chr4,88823230,FAM13A,ENSG00000138640.15,-,26.71875
17622,chr6,131135466,AKAP7,ENSG00000118507.19,+,26.71875
47276,chr19,14776842,ADGRE2,ENSG00000127507.18,-,26.734375
39104,chr16,50266550,ADCY7,ENSG00000121281.13,+,26.734375
47159,chr19,12140341,ZNF20,ENSG00000132010.16,-,26.75
26718,chr10,7410990,SFMBT2,ENSG00000198879.13,-,26.765625
46219,chr19,47609133,BICRA,ENSG00000063169.12,+,26.765625
39309,chr16,67279531,PLEKHG4,ENSG00000196155.13,+,26.78125
28265,chr11,59107235,FAM111B,ENSG00000189057.11,+,26.78125
14791,chr5,132410910,ENSG00000283782,ENSG00000283782.2,+,26.796875
24930,chr9,39874562,ENSG00000283886,ENSG00000283886.3,-,26.796875
17894,chr6,2903309,SERPINB9,ENSG00000170542.6,-,26.796875
20855,chr7,50793432,GRB10,ENSG00000106070.20,-,26.796875
36738,chr15,34102082,PGBD4,ENSG00000182405.6,+,26.796875
3534,chr1,46132629,PIK3R3,ENSG00000117461.15,-,26.8125
625,chr1,32200647,CCDC28B,ENSG00000160050.16,+,26.8125
12556,chr4,88457118,HERC5,ENSG00000138646.9,+,26.828125
46671,chr19,57411178,ZNF17,ENSG00000186272.13,+,26.84375
50811,chr22,41092591,EP300,ENSG00000100393.15,+,26.84375
50079,chr21,45405164,COL18A1,ENSG00000182871.16,+,26.859375
43089,chr17,42676994,PLEKHH3,ENSG00000068137.15,-,26.875
4051,chr1,119648266,ZNF697,ENSG00000143067.5,-,26.90625
46998,chr19,7489035,PEX11G,ENSG00000104883.8,-,26.921875
31883,chr12,57128492,LRP1,ENSG00000123384.14,+,26.953125
42329,chr17,3916465,P2RX1,ENSG00000108405.4,-,26.953125
20232,chr7,135148071,TMEM140,ENSG00000146859.6,+,26.953125
45926,chr19,39997035,ZNF546,ENSG00000187187.14,+,26.96875
31239,chr12,7130370,CLSTN3,ENSG00000139182.15,+,26.96875
32968,chr12,31792298,H3-5,ENSG00000188375.5,-,26.984375
38457,chr16,2026927,NHERF2,ENSG00000065054.14,+,26.984375
28762,chr11,72080858,LRTOMT,ENSG00000284922.2,+,27.0
38079,chr15,74956772,RPP25,ENSG00000178718.7,-,27.0
52417,chrX,134990990,SMIM10,ENSG00000184785.6,+,27.015625
46691,chr19,57599902,ZNF530,ENSG00000183647.11,+,27.03125
23164,chr8,81112068,PAG1,ENSG00000076641.4,-,27.046875
22135,chr8,57994553,FAM110B,ENSG00000169122.12,+,27.0625
23151,chr8,79767767,HEY1,ENSG00000164683.19,-,27.0625
20024,chr7,106865281,PIK3CG,ENSG00000105851.11,+,27.0625
7103,chr2,11466161,E2F6,ENSG00000169016.17,-,27.078125
19254,chr7,7968795,GLCCI1,ENSG00000106415.13,+,27.078125
270,chr1,14924129,KAZN,ENSG00000189337.17,+,27.078125
12462,chr4,74445135,AREG,ENSG00000109321.11,+,27.09375
41939,chr17,74987631,CDR2L,ENSG00000109089.7,+,27.09375
46660,chr19,57351325,ZNF304,ENSG00000131845.15,+,27.09375
53292,chrX,101386191,BTK,ENSG00000010671.18,-,27.109375
20162,chr7,128791449,CCDC136,ENSG00000128596.17,+,27.125
28103,chr11,46347462,DGKZ,ENSG00000149091.15,+,27.125
25779,chr10,28677520,BAMBI,ENSG00000095739.11,+,27.15625
11010,chr3,56801949,ARHGEF3,ENSG00000163947.12,-,27.15625
6881,chr2,233060341,INPP5D,ENSG00000168918.14,+,27.171875
51876,chrX,49269842,PPP1R3F,ENSG00000049769.14,+,27.171875
6127,chr2,143129418,ARHGAP15,ENSG00000075884.14,+,27.1875
48435,chr19,58150789,ZNF329,ENSG00000181894.15,-,27.1875
4819,chr1,205321745,NUAK2,ENSG00000163545.11,-,27.1875
7990,chr2,156332762,NR4A2,ENSG00000153234.16,-,27.1875
37011,chr15,55408494,PIERCE2,ENSG00000261652.3,+,27.203125
32823,chr12,14567883,PLBD1,ENSG00000121316.11,-,27.203125
53336,chrX,107000212,MORC4,ENSG00000133131.15,-,27.21875
43703,chr17,76240493,RNF157,ENSG00000141576.16,-,27.234375
31871,chr12,56521819,RBMS2,ENSG00000076067.14,+,27.234375
23627,chr8,144950888,ZNF16,ENSG00000170631.15,-,27.234375
46697,chr19,57633198,ZNF211,ENSG00000121417.14,+,27.25
48256,chr19,53254831,ZNF677,ENSG00000197928.11,-,27.265625
46084,chr19,44113398,ZNF225,ENSG00000256294.8,+,27.265625
3807,chr1,89065208,GBP1,ENSG00000117228.11,-,27.265625
19998,chr7,102749027,FAM185A,ENSG00000222011.9,+,27.28125
42797,chr17,31314054,EVI2B,ENSG00000185862.7,-,27.296875
18681,chr6,90296843,BACH2,ENSG00000112182.16,-,27.328125
23679,chr9,4662293,PLPP6,ENSG00000205808.7,+,27.328125
50558,chr22,29073034,KREMEN1,ENSG00000183762.13,+,27.34375
49718,chr20,57525107,CTCFL,ENSG00000124092.13,-,27.34375
46997,chr19,7294414,INSR,ENSG00000171105.14,-,27.34375
19602,chr7,66628884,KCTD7,ENSG00000243335.10,+,27.359375
21053,chr7,93148385,SAMD9L,ENSG00000177409.12,-,27.359375
23414,chr8,120445150,MRPL13,ENSG00000172172.8,-,27.390625
18222,chr6,33298942,RGL2,ENSG00000237441.10,-,27.390625
45346,chr19,16496393,C19orf44,ENSG00000105072.9,+,27.484375
33545,chr12,89524796,GALNT4,ENSG00000257594.4,-,27.5
8372,chr2,206765326,MDH1B,ENSG00000138400.13,-,27.5
8228,chr2,189580786,SLC40A1,ENSG00000138449.11,-,27.515625
44427,chr18,14132428,ZNF519,ENSG00000175322.12,-,27.515625
