,Chromosome,Start,gene_name,gene_id,Strand,"GM12878 ENCODE, biol_"
7492,chr2,68467294,FBXO48,ENSG00000204923.4,-,63.0625
51519,chrX,7147711,STS,ENSG00000101846.9,+,63.0625
11123,chr3,75785549,ZNF717,ENSG00000227124.11,-,63.09375
5969,chr2,112482155,TTL,ENSG00000114999.8,+,63.125
50538,chr22,25564674,GRK3,ENSG00000100077.16,+,63.15625
28351,chr11,61102488,CD5,ENSG00000110448.11,+,63.1875
24012,chr9,92964324,FGD3,ENSG00000127084.19,+,63.1875
39010,chr16,30407605,ZNF771,ENSG00000179965.12,+,63.21875
29897,chr11,34358010,ABTB2,ENSG00000166016.6,-,63.21875
1063,chr1,63523524,EFCAB7,ENSG00000203965.13,+,63.3125
13131,chr4,5708559,EVC2,ENSG00000173040.13,-,63.3125
46671,chr19,57411178,ZNF17,ENSG00000186272.13,+,63.34375
10285,chr3,184335928,FAM131A,ENSG00000175182.15,+,63.40625
48630,chr20,18137862,KAT14,ENSG00000149474.15,+,63.40625
3836,chr1,93681837,BCAR3,ENSG00000137936.18,-,63.4375
26897,chr10,37976647,ZNF25,ENSG00000175395.16,-,63.4375
46690,chr19,57599884,ZNF530,ENSG00000183647.11,+,63.4375
47152,chr19,11578954,ACP5,ENSG00000102575.14,-,63.46875
6469,chr2,200306692,SPATS2L,ENSG00000196141.14,+,63.46875
30388,chr11,67629930,NUDT8,ENSG00000167799.10,-,63.46875
49962,chr21,39445864,SH3BGR,ENSG00000185437.16,+,63.53125
45747,chr19,35775563,ARHGAP33,ENSG00000004777.19,+,63.59375
21308,chr7,108003161,LAMB1,ENSG00000091136.15,-,63.59375
12739,chr4,123396800,SPRY1,ENSG00000164056.11,+,63.65625
5419,chr2,37344629,QPCT,ENSG00000115828.17,+,63.65625
34225,chr13,73059004,KLF5,ENSG00000102554.14,+,63.65625
47709,chr19,40690651,NUMBL,ENSG00000105245.9,-,63.6875
49375,chr20,10673999,JAG1,ENSG00000101384.12,-,63.6875
28108,chr11,46381668,MDK,ENSG00000110492.17,+,63.71875
41673,chr17,54900805,TOM1L1,ENSG00000141198.16,+,63.75
29391,chr11,130159781,ST14,ENSG00000149418.11,+,63.75
37013,chr15,56365425,TEX9,ENSG00000151575.15,+,63.78125
38886,chr16,28494642,APOBR,ENSG00000184730.12,+,63.78125
27131,chr10,75235957,COMTD1,ENSG00000165644.11,-,63.78125
34054,chr13,31846712,FRY,ENSG00000073910.23,+,63.8125
47276,chr19,14776842,ADGRE2,ENSG00000127507.18,-,63.8125
36700,chr15,30626127,ARHGAP11B,ENSG00000285077.4,+,63.8125
18362,chr6,41201149,TREML2,ENSG00000112195.9,-,63.84375
1519,chr1,117606047,TENT5C,ENSG00000183508.5,+,63.875
53106,chrX,57121546,SPIN2B,ENSG00000186787.10,-,63.875
44236,chr18,54828476,RAB27B,ENSG00000041353.10,+,63.9375
1724,chr1,153357853,S100A9,ENSG00000163220.11,+,63.9375
42831,chr17,35373607,SLFN11,ENSG00000172716.17,-,63.96875
5563,chr2,62705712,EHBP1,ENSG00000115504.15,+,64.0
39168,chr16,56658011,MT1F,ENSG00000198417.7,+,64.0
42639,chr17,16569169,ZNF287,ENSG00000141040.15,-,64.0
40805,chr17,7036014,SLC16A13,ENSG00000174327.7,+,64.0625
51234,chr22,37019467,TST,ENSG00000128311.14,-,64.0625
12234,chr4,38867750,FAM114A1,ENSG00000197712.12,+,64.0625
38765,chr16,19113963,ITPRIPL2,ENSG00000205730.7,+,64.0625
41189,chr17,34255284,CCL2,ENSG00000108691.10,+,64.125
4336,chr1,155140407,DPM3,ENSG00000179085.8,-,64.125
24996,chr9,83817632,GKAP1,ENSG00000165113.13,-,64.1875
16143,chr5,139482689,STING1,ENSG00000184584.14,-,64.1875
15768,chr5,77087285,ZBED3,ENSG00000132846.6,-,64.1875
10678,chr3,43106079,POMGNT2,ENSG00000144647.7,-,64.1875
28073,chr11,44066269,ACCS,ENSG00000110455.14,+,64.25
42916,chr17,39197669,CACNB1,ENSG00000067191.17,-,64.25
45841,chr19,37594875,ZNF540,ENSG00000171817.17,+,64.25
3377,chr1,35718884,C1orf216,ENSG00000142686.8,-,64.3125
45929,chr19,40191425,MAP3K10,ENSG00000130758.8,+,64.3125
758,chr1,40531572,ZNF684,ENSG00000117010.17,+,64.375
21771,chr8,17027237,MICU3,ENSG00000155970.12,+,64.375
21250,chr7,103149182,NAPEPLD,ENSG00000161048.12,-,64.375
8540,chr2,224947065,DOCK10,ENSG00000135905.21,-,64.375
42097,chr17,80415177,ENDOV,ENSG00000173818.17,+,64.4375
27100,chr10,73358778,CFAP70,ENSG00000156042.19,-,64.5
520,chr1,26787947,PIGV,ENSG00000060642.12,+,64.5625
31452,chr12,27780232,KLHL42,ENSG00000087448.11,+,64.5625
3151,chr1,21937310,HSPG2,ENSG00000142798.20,-,64.5625
44464,chr18,28177130,CDH2,ENSG00000170558.10,-,64.5625
178,chr1,10430803,CENPS-CORT,ENSG00000251503.8,+,64.5625
38197,chr15,83207823,HDGFL3,ENSG00000166503.9,-,64.5625
11962,chr3,197949925,IQCG,ENSG00000114473.14,-,64.625
4277,chr1,153627505,S100A13,ENSG00000189171.15,-,64.6875
8296,chr2,199955491,TYW5,ENSG00000162971.11,-,64.6875
49000,chr20,45857613,ZSWIM3,ENSG00000132801.7,+,64.6875
45564,chr19,29665458,PLEKHF1,ENSG00000166289.6,+,64.75
29317,chr11,124954120,CCDC15,ENSG00000149548.15,+,64.75
39162,chr16,56625780,MT1E,ENSG00000169715.15,+,64.8125
39103,chr16,50153305,TENT4B,ENSG00000121274.14,+,64.8125
34556,chr13,39603193,LHFPL6,ENSG00000183722.9,-,64.875
50174,chr21,31344261,TIAM1,ENSG00000156299.15,-,64.9375
13380,chr4,69760620,SULT1B1,ENSG00000173597.9,-,64.9375
36776,chr15,40323691,INAFM2,ENSG00000259330.3,+,64.9375
23627,chr8,144950888,ZNF16,ENSG00000170631.15,-,64.9375
20408,chr7,150567368,GIMAP4,ENSG00000133574.10,+,64.9375
20962,chr7,77416349,GSAP,ENSG00000186088.16,-,64.9375
39205,chr16,57542642,ADGRG5,ENSG00000159618.16,+,64.9375
28495,chr11,64285847,GPR137,ENSG00000173264.16,+,65.0
2979,chr1,8026309,ERRFI1,ENSG00000116285.13,-,65.0
11143,chr3,93973833,PROS1,ENSG00000184500.16,-,65.0625
42268,chr17,1628834,SLC43A2,ENSG00000167703.15,-,65.125
19602,chr7,66628884,KCTD7,ENSG00000243335.10,+,65.125
1928,chr1,158831350,MNDA,ENSG00000163563.8,+,65.25
42521,chr17,8190180,BORCS6,ENSG00000196544.8,-,65.25
46660,chr19,57351325,ZNF304,ENSG00000131845.15,+,65.25
48393,chr19,57477551,ZNF772,ENSG00000197128.13,-,65.25
31701,chr12,53268298,ESPL1,ENSG00000135476.12,+,65.25
52645,chrX,154458280,PLXNA3,ENSG00000130827.6,+,65.25
40169,chr16,30585697,ZNF785,ENSG00000197162.10,-,65.25
40535,chr16,79600737,MAF,ENSG00000178573.7,-,65.3125
52004,chrX,70133448,IGBP1,ENSG00000089289.16,+,65.3125
34786,chr13,110307157,COL4A1,ENSG00000187498.16,-,65.3125
31239,chr12,7130370,CLSTN3,ENSG00000139182.15,+,65.3125
41232,chr17,36601582,MRM1,ENSG00000278619.5,+,65.375
15905,chr5,108382098,FBXL17,ENSG00000145743.18,-,65.375
52095,chrX,76427709,MAGEE1,ENSG00000198934.5,+,65.375
29246,chr11,120211031,OAF,ENSG00000184232.9,+,65.4375
26410,chr10,102918316,CNNM2,ENSG00000148842.18,+,65.4375
23568,chr8,143815773,SCRIB,ENSG00000180900.20,-,65.4375
865,chr1,43946949,IPO13,ENSG00000117408.11,+,65.4375
19489,chr7,44104344,AEBP1,ENSG00000106624.11,+,65.4375
18546,chr6,73263196,ENSG00000243501,ENSG00000243501.5,-,65.4375
18548,chr6,73263196,KHDC1,ENSG00000135314.14,-,65.4375
35296,chr14,64704423,PLEKHG3,ENSG00000126822.18,+,65.5
48435,chr19,58150789,ZNF329,ENSG00000181894.15,-,65.5
35001,chr14,24311501,LTB4R,ENSG00000213903.9,+,65.5625
28660,chr11,66857063,LRFN4,ENSG00000173621.9,+,65.5625
5720,chr2,74554719,DOK1,ENSG00000115325.14,+,65.625
18785,chr6,110815209,CDK19,ENSG00000155111.15,-,65.625
19430,chr7,33129549,BBS9,ENSG00000122507.21,+,65.625
16019,chr5,132227819,P4HA2,ENSG00000072682.20,-,65.6875
2637,chr1,227563542,ZNF678,ENSG00000181450.18,+,65.6875
18975,chr6,139374648,CITED2,ENSG00000164442.11,-,65.6875
7029,chr2,1744515,PXDN,ENSG00000130508.11,-,65.6875
26031,chr10,73110454,NUDT13,ENSG00000166321.14,+,65.6875
39790,chr16,2340728,ABCA3,ENSG00000167972.14,-,65.6875
28552,chr11,65314865,CDC42EP2,ENSG00000149798.5,+,65.75
49483,chr20,34872856,GGT7,ENSG00000131067.17,-,65.8125
38582,chr16,3263799,ENSG00000290183,ENSG00000290183.1,+,65.8125
29896,chr11,33869816,LMO2,ENSG00000135363.12,-,65.875
9551,chr3,97764762,ARL6,ENSG00000113966.11,+,65.875
27663,chr11,1840193,TNNI2,ENSG00000130598.17,+,65.875
36738,chr15,34102082,PGBD4,ENSG00000182405.6,+,65.875
49810,chr20,64079518,RGS19,ENSG00000171700.14,-,65.875
45209,chr19,11355497,PLPPR2,ENSG00000105520.11,+,65.9375
52619,chrX,153972753,TMEM187,ENSG00000177854.8,+,65.9375
20311,chr7,142855060,EPHB6,ENSG00000106123.12,+,66.0
46697,chr19,57633198,ZNF211,ENSG00000121417.14,+,66.0
30,chr1,1615904,MIB2,ENSG00000197530.13,+,66.0625
12748,chr4,127782321,HSPA4L,ENSG00000164070.12,+,66.0625
26598,chr10,126905408,DOCK1,ENSG00000150760.13,+,66.125
11822,chr3,185825012,IGF2BP2,ENSG00000073792.16,-,66.125
49232,chr20,64080081,OPRL1,ENSG00000125510.18,+,66.125
20086,chr7,116526292,CAV1,ENSG00000105974.13,+,66.125
4581,chr1,167518565,CD247,ENSG00000198821.12,-,66.1875
6553,chr2,203706638,CD28,ENSG00000178562.18,+,66.1875
50694,chr22,36913627,CSF2RB,ENSG00000100368.15,+,66.1875
51876,chrX,49269842,PPP1R3F,ENSG00000049769.14,+,66.25
11530,chr3,146161184,PLOD2,ENSG00000152952.14,-,66.25
39875,chr16,4767216,ZNF500,ENSG00000103199.14,-,66.25
33144,chr12,51083596,CSRNP2,ENSG00000110925.7,-,66.3125
32968,chr12,31792298,H3-5,ENSG00000188375.5,-,66.3125
2448,chr1,206635535,DYRK3,ENSG00000143479.18,+,66.3125
53248,chrX,78327611,CYSLTR1,ENSG00000173198.6,-,66.4375
52804,chrX,18354688,SCML2,ENSG00000102098.19,-,66.5
1593,chr1,148952340,PDE4DIP,ENSG00000178104.22,+,66.5
39579,chr16,85899172,IRF8,ENSG00000140968.12,+,66.5625
37350,chr15,81296912,IL16,ENSG00000172349.19,+,66.625
46068,chr19,43984169,ZNF155,ENSG00000204920.11,+,66.625
46795,chr19,1401570,GAMT,ENSG00000130005.13,-,66.625
22334,chr8,96493812,SDC2,ENSG00000169439.12,+,66.6875
22561,chr8,143368875,RHPN1,ENSG00000158106.14,+,66.6875
22217,chr8,73294601,RDH10,ENSG00000121039.10,+,66.75
15983,chr5,127073506,C5orf63,ENSG00000164241.14,-,66.75
12385,chr4,67558726,STAP1,ENSG00000035720.8,+,66.75
51802,chrX,48508961,PORCN,ENSG00000102312.24,+,66.8125
33350,chr12,57006546,ZBTB39,ENSG00000166860.3,-,66.875
21856,chr8,22599600,C8orf58,ENSG00000241852.11,+,66.875
11862,chr3,192917856,MB21D2,ENSG00000180611.7,-,66.875
5827,chr2,96816267,CNNM3,ENSG00000168763.16,+,66.875
44084,chr18,31498219,DSG2,ENSG00000046604.14,+,66.9375
24601,chr9,137277725,TOR4A,ENSG00000198113.3,+,67.0
39890,chr16,8797639,TMEM186,ENSG00000184857.8,-,67.0
5722,chr2,74654227,SEMA4F,ENSG00000135622.13,+,67.0625
31883,chr12,57128492,LRP1,ENSG00000123384.14,+,67.125
45219,chr19,11766999,ZNF441,ENSG00000197044.11,+,67.125
40844,chr17,7435453,TMEM102,ENSG00000181284.3,+,67.125
40358,chr16,67183963,MATCAP1,ENSG00000196123.13,-,67.1875
16629,chr6,13272729,PHACTR1,ENSG00000112137.19,+,67.1875
50023,chr21,42513851,SLC37A1,ENSG00000160190.14,+,67.1875
34643,chr13,51804162,DHRS12,ENSG00000102796.12,-,67.1875
37600,chr15,37100530,MEIS2,ENSG00000134138.22,-,67.1875
27509,chr10,124791727,ENSG00000258539,ENSG00000258539.1,-,67.25
51583,chrX,13653129,TCEANC,ENSG00000176896.9,+,67.25
20617,chr7,20217404,MACC1,ENSG00000183742.13,-,67.25
39457,chr16,72008743,DHODH,ENSG00000102967.12,+,67.25
38184,chr15,82709887,AP3B2,ENSG00000103723.17,-,67.3125
4676,chr1,182604389,RGS16,ENSG00000143333.7,-,67.3125
13511,chr4,83334782,HPSE,ENSG00000173083.16,-,67.3125
16578,chr6,3849385,FAM50B,ENSG00000145945.7,+,67.3125
24267,chr9,126860638,ZBTB34,ENSG00000177125.6,+,67.3125
30349,chr11,66593063,CCDC87,ENSG00000182791.5,-,67.3125
40339,chr16,66696707,CMTM4,ENSG00000183723.13,-,67.3125
25749,chr10,25016611,THNSL1,ENSG00000185875.13,+,67.375
50869,chr22,44702203,PRR5,ENSG00000186654.21,+,67.375
27277,chr10,98415158,PYROXD2,ENSG00000119943.13,-,67.375
13519,chr4,84966690,WDFY3,ENSG00000163625.17,-,67.375
3389,chr1,36323645,EVA1B,ENSG00000142694.7,-,67.4375
14642,chr5,98773662,RGMB,ENSG00000174136.13,+,67.5
48406,chr19,57814913,ZNF552,ENSG00000178935.5,-,67.5
39008,chr16,30395419,ZNF48,ENSG00000180035.13,+,67.5
20415,chr7,150737417,GIMAP5,ENSG00000196329.12,+,67.5
13613,chr4,88823230,FAM13A,ENSG00000138640.15,-,67.5625
38157,chr15,82046119,MEX3B,ENSG00000183496.6,-,67.5625
9723,chr3,119294382,ARHGAP31,ENSG00000031081.11,+,67.5625
36415,chr14,77320883,POMT2,ENSG00000009830.13,-,67.625
41782,chr17,62478824,TLK2,ENSG00000146872.19,+,67.625
45020,chr19,6531025,TNFSF9,ENSG00000125657.5,+,67.625
46686,chr19,57527425,ZNF549,ENSG00000121406.9,+,67.6875
46441,chr19,52369938,ZNF880,ENSG00000221923.9,+,67.6875
12451,chr4,73740568,CXCL8,ENSG00000169429.12,+,67.75
24810,chr9,33447593,AQP3,ENSG00000165272.16,-,67.75
23435,chr8,124372701,TMEM65,ENSG00000164983.9,-,67.75
7652,chr2,85888990,ST3GAL5,ENSG00000115525.18,-,67.8125
47338,chr19,17075452,HAUS8,ENSG00000131351.15,-,67.8125
12462,chr4,74445135,AREG,ENSG00000109321.11,+,67.875
2479,chr1,207454351,CR2,ENSG00000117322.19,+,67.875
42031,chr17,77319517,SEPTIN9,ENSG00000184640.20,+,67.875
25255,chr9,114930591,TNFSF8,ENSG00000106952.8,-,67.875
5472,chr2,46297406,EPAS1,ENSG00000116016.14,+,67.9375
13149,chr4,7043001,CCDC96,ENSG00000173013.6,-,67.9375
14166,chr5,14581791,OTULINL,ENSG00000145569.6,+,67.9375
48549,chr20,5750392,SHLD1,ENSG00000171984.15,+,67.9375
48924,chr20,43914851,TOX2,ENSG00000124191.18,+,68.0
47600,chr19,37594792,ZNF571,ENSG00000180479.15,-,68.0
23426,chr8,123274286,ZHX1,ENSG00000165156.15,-,68.0
12812,chr4,145481852,SMAD1,ENSG00000170365.10,+,68.0
20381,chr7,149239650,ZNF212,ENSG00000170260.9,+,68.0
839,chr1,43530889,PTPRF,ENSG00000142949.17,+,68.0
31675,chr12,52051401,NR4A1,ENSG00000123358.20,+,68.0625
44385,chr18,5296040,ZBTB14,ENSG00000198081.11,-,68.125
36276,chr14,64972336,RAB15,ENSG00000139998.16,-,68.125
24886,chr9,35689913,TPM2,ENSG00000198467.16,-,68.1875
51037,chr22,21735755,YPEL1,ENSG00000100027.17,-,68.25
45472,chr19,18683677,CRTC1,ENSG00000105662.16,+,68.25
28322,chr11,60378529,MS4A14,ENSG00000166928.11,+,68.25
37848,chr15,55498377,DNAAF4,ENSG00000256061.7,-,68.25
36762,chr15,39581078,THBS1,ENSG00000137801.11,+,68.375
6003,chr2,113627243,RABL2A,ENSG00000144134.19,+,68.4375
46059,chr19,43827320,ZNF283,ENSG00000167637.18,+,68.4375
48598,chr20,10435304,SLX4IP,ENSG00000149346.15,+,68.5
47579,chr19,36772825,ZNF850,ENSG00000267041.6,-,68.5
18620,chr6,84227596,CEP162,ENSG00000135315.12,-,68.5625
37620,chr15,40108892,BMF,ENSG00000104081.14,-,68.5625
36601,chr14,102509799,ANKRD9,ENSG00000156381.9,-,68.5625
7125,chr2,20225096,SDC1,ENSG00000115884.11,-,68.5625
150,chr1,9588910,TMEM201,ENSG00000188807.13,+,68.5625
46101,chr19,44212574,ZNF227,ENSG00000131115.16,+,68.625
46609,chr19,55648211,CCDC106,ENSG00000173581.8,+,68.6875
45541,chr19,21505601,ZNF429,ENSG00000197013.11,+,68.6875
51976,chrX,65034825,ZC3H12B,ENSG00000102053.13,+,68.75
20402,chr7,150379329,ZNF775,ENSG00000196456.13,+,68.75
37282,chr15,78077807,SH2D7,ENSG00000183476.13,+,68.75
39063,chr16,31459500,ARMC5,ENSG00000140691.18,+,68.75
15965,chr5,123036725,PPIC,ENSG00000168938.6,-,68.8125
17281,chr6,53795004,LRRC1,ENSG00000137269.15,+,68.875
21559,chr7,149090782,ZNF786,ENSG00000197362.15,-,68.875
36594,chr14,102305185,MOK,ENSG00000080823.23,-,68.875
12818,chr4,145619384,MMAA,ENSG00000151611.17,+,68.9375
50376,chr22,18150169,USP18,ENSG00000184979.11,+,68.9375
3921,chr1,109041986,WDR47,ENSG00000085433.17,-,69.0
53186,chrX,72239027,ERCC6L,ENSG00000186871.7,-,69.0
53830,chrY,21918032,RBMY1E,ENSG00000242389.9,-,69.0
38501,chr16,2475126,TBC1D24,ENSG00000162065.14,+,69.0625
40575,chr16,84504659,MEAK7,ENSG00000140950.16,-,69.0625
18222,chr6,33298942,RGL2,ENSG00000237441.10,-,69.0625
21122,chr7,98401090,BAIAP2L1,ENSG00000006453.14,-,69.0625
51703,chrX,37349378,PRRG1,ENSG00000130962.18,+,69.0625
37478,chr15,98648538,IGF1R,ENSG00000140443.15,+,69.0625
40522,chr16,75556269,TMEM231,ENSG00000205084.12,-,69.0625
31871,chr12,56521819,RBMS2,ENSG00000076067.14,+,69.0625
45926,chr19,39997035,ZNF546,ENSG00000187187.14,+,69.0625
25846,chr10,44959801,RASSF4,ENSG00000107551.21,+,69.125
32504,chr12,123671112,TCTN2,ENSG00000168778.13,+,69.125
15743,chr5,74640728,ENC1,ENSG00000171617.16,-,69.125
48155,chr19,51417636,SIGLEC10,ENSG00000142512.15,-,69.125
28679,chr11,67391985,RAD9A,ENSG00000172613.8,+,69.1875
33545,chr12,89524796,GALNT4,ENSG00000257594.4,-,69.25
46219,chr19,47609133,BICRA,ENSG00000063169.12,+,69.25
2667,chr1,228165803,IBA57,ENSG00000181873.13,+,69.25
814,chr1,42817121,ERMAP,ENSG00000164010.15,+,69.25
11208,chr3,112499472,BTLA,ENSG00000186265.10,-,69.3125
10089,chr3,155079931,MME,ENSG00000196549.13,+,69.3125
26571,chr10,122461552,HTRA1,ENSG00000166033.13,+,69.375
38354,chr16,590076,RAB40C,ENSG00000197562.10,+,69.375
24818,chr9,34329268,KIF24,ENSG00000186638.17,-,69.375
9696,chr3,113532554,SIDT1,ENSG00000072858.11,+,69.375
46304,chr19,49474235,FLT3LG,ENSG00000090554.13,+,69.375
29724,chr11,11353250,CSNK2A3,ENSG00000254598.3,-,69.4375
13486,chr4,82798772,SCD5,ENSG00000145284.12,-,69.4375
18121,chr6,31158201,CCHCR1,ENSG00000204536.15,-,69.4375
46672,chr19,57435324,ZNF749,ENSG00000186230.7,+,69.4375
28265,chr11,59107235,FAM111B,ENSG00000189057.11,+,69.4375
22521,chr8,141392020,PTP4A3,ENSG00000184489.13,+,69.5
1419,chr1,109910848,CSF1,ENSG00000184371.14,+,69.5
47214,chr19,13102858,LYL1,ENSG00000104903.5,-,69.5
4489,chr1,160523242,SLAMF6,ENSG00000162739.14,-,69.5625
37420,chr15,90201329,SEMA4B,ENSG00000185033.15,+,69.5625
6659,chr2,218399867,CTDSP1,ENSG00000144579.9,+,69.5625
46163,chr19,45467995,FOSB,ENSG00000125740.15,+,69.5625
40537,chr16,80804598,CDYL2,ENSG00000166446.15,-,69.5625
46640,chr19,56595299,ZNF71,ENSG00000197951.10,+,69.5625
40994,chr17,18225634,LLGL1,ENSG00000131899.12,+,69.625
25115,chr9,96566892,CDC14B,ENSG00000081377.17,-,69.625
1572,chr1,147928419,GPR89B,ENSG00000188092.15,+,69.6875
40158,chr16,30526566,ZNF768,ENSG00000169957.10,-,69.6875
18310,chr6,37257653,TMEM217,ENSG00000172738.13,-,69.75
48408,chr19,57888958,ZNF814,ENSG00000204514.11,-,69.75
11039,chr3,59050012,CFAP20DC,ENSG00000163689.21,-,69.8125
52117,chrX,79144687,GPR174,ENSG00000147138.3,+,69.8125
52172,chrX,101550546,ARMCX1,ENSG00000126947.13,+,69.8125
48353,chr19,55599517,FIZ1,ENSG00000179943.8,-,69.8125
48639,chr20,18288510,ZNF133,ENSG00000125846.17,+,69.875
18007,chr6,24719154,C6orf62,ENSG00000112308.14,-,69.875
10164,chr3,167735722,SERPINI1,ENSG00000163536.13,+,69.875
42203,chr17,83079608,METRNL,ENSG00000176845.13,+,69.875
23882,chr9,69174281,TJP2,ENSG00000119139.21,+,69.875
40502,chr16,75266007,BCAR1,ENSG00000050820.17,-,69.9375
27875,chr11,12377570,PARVA,ENSG00000197702.14,+,69.9375
47642,chr19,38878275,RINL,ENSG00000187994.14,-,69.9375
47563,chr19,36054285,THAP8,ENSG00000161277.11,-,69.9375
32932,chr12,27780236,MANSC4,ENSG00000205693.4,-,69.9375
33153,chr12,51270284,SMAGP,ENSG00000170545.17,-,70.0
47577,chr19,36666837,ZNF461,ENSG00000197808.14,-,70.0
47570,chr19,36418644,ZFP82,ENSG00000181007.9,-,70.0
39850,chr16,4273023,TFAP4,ENSG00000090447.12,-,70.0625
42111,chr17,81035150,BAIAP2,ENSG00000175866.16,+,70.125
29030,chr11,103109521,DYNC2H1,ENSG00000187240.17,+,70.125
18977,chr6,142147122,NMBR,ENSG00000135577.5,-,70.1875
35885,chr14,21098655,ZNF219,ENSG00000165804.16,-,70.1875
3654,chr1,54764523,PARS2,ENSG00000162396.6,-,70.1875
27546,chr10,132331837,STK32C,ENSG00000165752.17,-,70.25
48341,chr19,55384292,TMEM238,ENSG00000233493.4,-,70.25
8310,chr2,201451500,TRAK2,ENSG00000115993.13,-,70.25
40878,chr17,7627968,SHBG,ENSG00000129214.15,+,70.25
13607,chr4,88697829,NAP1L5,ENSG00000177432.8,-,70.25
14854,chr5,137889436,PKD2L2,ENSG00000078795.17,+,70.25
17180,chr6,43182184,CUL9,ENSG00000112659.14,+,70.25
38190,chr15,82952720,HOMER2,ENSG00000103942.13,-,70.3125
42640,chr17,16653850,ZNF624,ENSG00000197566.10,-,70.3125
23679,chr9,4662293,PLPP6,ENSG00000205808.7,+,70.375
25507,chr9,135499869,PIERCE1,ENSG00000160345.13,-,70.375
22605,chr8,144148035,MROH1,ENSG00000179832.18,+,70.375
5192,chr2,10043549,KLF11,ENSG00000172059.11,+,70.4375
42509,chr17,8156360,PER1,ENSG00000179094.16,-,70.4375
43684,chr17,75941038,FBF1,ENSG00000188878.20,-,70.4375
48424,chr19,57947675,ZNF256,ENSG00000152454.4,-,70.5
53496,chrX,132489930,MBNL3,ENSG00000076770.16,-,70.5
51057,chr22,23751112,ZNF70,ENSG00000187792.5,-,70.5
13008,chr4,183099256,WWC2,ENSG00000151718.16,+,70.5
7543,chr2,73112948,RAB11FIP5,ENSG00000135631.17,-,70.5625
9183,chr3,44555202,ZKSCAN7,ENSG00000196345.13,+,70.5625
46716,chr19,57849859,ZNF587,ENSG00000198466.12,+,70.5625
34104,chr13,41457549,RGCC,ENSG00000102760.13,+,70.625
11782,chr3,183162734,LAMP3,ENSG00000078081.8,-,70.625
38442,chr16,1827205,FAHD1,ENSG00000180185.13,+,70.625
40064,chr16,25257845,ZKSCAN2,ENSG00000155592.16,-,70.625
20961,chr7,77199819,FGL2,ENSG00000127951.8,-,70.625
1025,chr1,59296980,FGGY,ENSG00000172456.18,+,70.625
45085,chr19,7920337,SNAPC2,ENSG00000104976.13,+,70.6875
15901,chr5,103562789,NUDT12,ENSG00000112874.10,-,70.75
23609,chr8,144517833,RECQL4,ENSG00000160957.15,-,70.75
49656,chr20,47785481,SULF2,ENSG00000196562.16,-,70.75
17310,chr6,63211445,FKBP1C,ENSG00000198225.5,+,70.75
21439,chr7,131556609,PODXL,ENSG00000128567.17,-,70.8125
22555,chr8,143267436,GLI4,ENSG00000250571.7,+,70.8125
146,chr1,9292893,SPSB1,ENSG00000171621.14,+,70.8125
16439,chr5,177311898,MXD3,ENSG00000213347.11,-,70.8125
11277,chr3,121545988,POLQ,ENSG00000051341.15,-,70.8125
3522,chr1,45491155,ENSG00000288208,ENSG00000288208.1,-,70.8125
25842,chr10,43606425,ZNF485,ENSG00000198298.13,+,70.875
15074,chr5,148826610,ADRB2,ENSG00000169252.6,+,70.875
32054,chr12,76764114,ZDHHC17,ENSG00000186908.15,+,70.875
49730,chr20,57710015,PMEPA1,ENSG00000124225.16,-,70.875
21747,chr8,11769708,NEIL2,ENSG00000154328.16,+,70.9375
43206,chr17,45132515,PLCD3,ENSG00000161714.12,-,70.9375
3718,chr1,68232523,WLS,ENSG00000116729.14,-,70.9375
11069,chr3,66501011,LRIG1,ENSG00000144749.14,-,70.9375
25663,chr10,11742381,ECHDC3,ENSG00000134463.15,+,70.9375
50548,chr22,26429259,ASPHD2,ENSG00000128203.7,+,70.9375
46624,chr19,56141286,ZNF444,ENSG00000167685.15,+,70.9375
40590,chr16,87317420,C16orf95,ENSG00000260456.7,-,71.0
45810,chr19,37078432,ZNF420,ENSG00000197050.11,+,71.0
27856,chr11,10305076,ADM,ENSG00000148926.10,+,71.0
11233,chr3,114056526,CCDC191,ENSG00000163617.11,-,71.0
13856,chr4,139302477,NDUFC1,ENSG00000109390.13,-,71.0
48196,chr19,52171491,ZNF836,ENSG00000196267.14,-,71.0
5852,chr2,99154954,LIPT1,ENSG00000144182.17,+,71.0625
28415,chr11,62771395,TAF6L,ENSG00000162227.8,+,71.0625
30319,chr11,65900388,FOSL1,ENSG00000175592.9,-,71.125
34809,chr13,113864076,GAS6,ENSG00000183087.15,-,71.125
18213,chr6,33009591,HLA-DOA,ENSG00000204252.14,-,71.125
24912,chr9,37465450,ZBTB5,ENSG00000168795.5,-,71.1875
28320,chr11,60378531,MS4A7,ENSG00000166927.13,+,71.1875
20026,chr7,107044704,PRKAR2B,ENSG00000005249.14,+,71.1875
731,chr1,39215262,MACF1,ENSG00000127603.32,+,71.25
43586,chr17,73311993,CDC42EP4,ENSG00000179604.10,-,71.3125
19394,chr7,30284596,ZNRF2,ENSG00000180233.11,+,71.3125
25996,chr10,70052845,MACROH2A2,ENSG00000099284.15,+,71.3125
20231,chr7,134986512,AGBL3,ENSG00000146856.14,+,71.375
29983,chr11,47378523,SPI1,ENSG00000066336.12,-,71.375
36038,chr14,24634267,GZMB,ENSG00000100453.14,-,71.4375
12732,chr4,122732701,BBS12,ENSG00000181004.10,+,71.4375
