,Chromosome,Start,gene_name,gene_id,Strand,K562
31907,chr12,57604823,DTX3,ENSG00000178498.16,+,17.942337036132812
52689,chrX,318796,GTPBP6,ENSG00000178605.14,-,17.976905822753906
33285,chr12,55829603,DNAJC14,ENSG00000135392.19,-,17.977548599243164
34226,chr13,75549790,UCHL3,ENSG00000118939.19,+,17.993297576904297
32619,chr12,3873355,PARP11,ENSG00000111224.14,-,18.028770446777344
8083,chr2,168247595,STK39,ENSG00000198648.12,-,18.130348205566406
38874,chr16,27203525,KDM8,ENSG00000155666.12,+,18.14049530029297
40844,chr17,7435453,TMEM102,ENSG00000181284.3,+,18.150102615356445
23679,chr9,4662293,PLPP6,ENSG00000205808.7,+,18.16720962524414
27881,chr11,13277789,BMAL1,ENSG00000133794.20,+,18.186077117919922
11233,chr3,114056526,CCDC191,ENSG00000163617.11,-,18.18755531311035
21607,chr7,151519895,RHEB,ENSG00000106615.10,-,18.188220977783203
16038,chr5,132830647,SHROOM1,ENSG00000164403.15,-,18.190309524536133
21051,chr7,93118023,SAMD9,ENSG00000205413.8,-,18.191265106201172
3308,chr1,31937775,PTP4A2,ENSG00000184007.22,-,18.224197387695312
22889,chr8,28386073,ZNF395,ENSG00000186918.14,-,18.252878189086914
51156,chr22,30667843,DUSP18,ENSG00000167065.14,-,18.27448272705078
39926,chr16,11586919,LITAF,ENSG00000189067.14,-,18.276390075683594
42763,chr17,28897733,FLOT2,ENSG00000132589.16,-,18.277807235717773
36160,chr14,50831121,NIN,ENSG00000100503.27,-,18.280990600585938
24046,chr9,96450200,HABP4,ENSG00000130956.14,+,18.34893798828125
19209,chr7,4682294,FOXK1,ENSG00000164916.11,+,18.349153518676758
25108,chr9,96383689,SLC35D2,ENSG00000130958.13,-,18.358112335205078
9960,chr3,136819083,SLC35G2,ENSG00000168917.9,+,18.40937042236328
26393,chr10,102420835,FBXL15,ENSG00000107872.14,+,18.41028594970703
2227,chr1,179954809,CEP350,ENSG00000135837.17,+,18.42212677001953
32506,chr12,123712355,ATP6V0A2,ENSG00000185344.15,+,18.43320083618164
6036,chr2,120013118,EPB41L5,ENSG00000115109.14,+,18.458627700805664
2667,chr1,228165803,IBA57,ENSG00000181873.13,+,18.474422454833984
48250,chr19,53193358,ZNF665,ENSG00000197497.11,-,18.481081008911133
42496,chr17,7915957,RNF227,ENSG00000179859.10,-,18.4827823638916
41346,chr17,41813003,FKBP10,ENSG00000141756.20,+,18.490262985229492
23719,chr9,15553042,CCDC171,ENSG00000164989.17,+,18.49220848083496
47034,chr19,8832304,ZNF558,ENSG00000167785.9,-,18.494586944580078
52918,chrX,42778163,PPP1R2C,ENSG00000102055.7,-,18.501789093017578
14339,chr5,61332257,ZSWIM6,ENSG00000130449.6,+,18.510581970214844
8271,chr2,197310780,ANKRD44,ENSG00000065413.20,-,18.52971839904785
51095,chr22,26618027,CRYBB1,ENSG00000100122.7,-,18.53937530517578
18061,chr6,27831560,H4C12,ENSG00000273542.2,-,18.55010223388672
12214,chr4,26860793,STIM2,ENSG00000109689.20,+,18.5523681640625
25086,chr9,93134251,NINJ1,ENSG00000131669.10,-,18.558382034301758
34620,chr13,48533080,RCBTB2,ENSG00000136161.13,-,18.596031188964844
32189,chr12,101877579,DRAM1,ENSG00000136048.14,+,18.6052188873291
15486,chr5,14871778,ANKH,ENSG00000154122.14,-,18.64151382446289
17839,chr6,163414642,QKI,ENSG00000112531.17,+,18.689552307128906
49529,chr20,36746090,NDRG3,ENSG00000101079.21,-,18.69314193725586
53057,chrX,53281614,IQSEC2,ENSG00000124313.19,-,18.69607925415039
46697,chr19,57633198,ZNF211,ENSG00000121417.14,+,18.697927474975586
17737,chr6,149963942,ULBP1,ENSG00000111981.5,+,18.728412628173828
6431,chr2,190649082,NAB1,ENSG00000138386.17,+,18.732589721679688
41178,chr17,32444473,PSMD11,ENSG00000108671.11,+,18.734909057617188
29454,chr11,842529,POLR2L,ENSG00000177700.6,-,18.741943359375
14671,chr5,111073313,TSLP,ENSG00000145777.15,+,18.743009567260742
37011,chr15,55408494,PIERCE2,ENSG00000261652.3,+,18.757884979248047
5611,chr2,68467584,APLF,ENSG00000169621.11,+,18.761478424072266
42774,chr17,29180380,MYO18A,ENSG00000196535.20,-,18.76889419555664
45206,chr19,11346518,CCDC159,ENSG00000183401.12,+,18.781234741210938
36920,chr15,44728987,TRIM69,ENSG00000185880.13,+,18.785694122314453
45973,chr19,41193218,CYP2S1,ENSG00000167600.14,+,18.81328582763672
33861,chr12,121793688,RHOF,ENSG00000139725.8,-,18.826356887817383
28527,chr11,65027438,SNX15,ENSG00000110025.13,+,18.835357666015625
30641,chr11,88175443,RAB38,ENSG00000123892.12,-,18.838970184326172
5805,chr2,95207520,ZNF892,ENSG00000233757.7,+,18.847259521484375
37677,chr15,42920809,TTBK2,ENSG00000128881.18,-,18.85822105407715
13502,chr4,83114736,PLAC8,ENSG00000145287.11,-,18.8819637298584
14891,chr5,139648348,CXXC5,ENSG00000171604.12,+,18.88899803161621
34907,chr14,23306834,BCL2L2-PABPN1,ENSG00000258643.6,+,18.898324966430664
5246,chr2,20447073,RHOB,ENSG00000143878.10,+,18.909826278686523
31328,chr12,13044380,FAM234B,ENSG00000084444.14,+,18.939701080322266
49810,chr20,64079518,RGS19,ENSG00000171700.14,-,18.9527587890625
39741,chr16,1771561,NME3,ENSG00000103024.8,-,18.956932067871094
3338,chr1,32964809,RNF19B,ENSG00000116514.17,-,18.9622859954834
34562,chr13,41194569,KBTBD7,ENSG00000120696.9,-,18.996753692626953
27267,chr10,97633500,MORN4,ENSG00000171160.18,-,18.99828338623047
38577,chr16,3112585,ZNF205,ENSG00000122386.11,+,19.00301742553711
18268,chr6,34696767,ILRUN,ENSG00000196821.10,-,19.006614685058594
47920,chr19,46471563,PNMA8A,ENSG00000182013.18,-,19.00936508178711
46574,chr19,54966373,NLRP2,ENSG00000022556.16,+,19.018468856811523
5259,chr2,24123468,FAM228B,ENSG00000219626.9,+,19.058204650878906
48474,chr20,833714,FAM110A,ENSG00000125898.13,+,19.092571258544922
7911,chr2,135530731,ZRANB3,ENSG00000121988.18,-,19.15206527709961
38582,chr16,3263799,ENSG00000290183,ENSG00000290183.1,+,19.220657348632812
11399,chr3,129121781,RAB43,ENSG00000172780.17,-,19.220684051513672
38765,chr16,19113963,ITPRIPL2,ENSG00000205730.7,+,19.23274803161621
47721,chr19,41363930,B9D2,ENSG00000123810.9,-,19.23925018310547
17549,chr6,117675468,NUS1,ENSG00000153989.8,+,19.24205780029297
23945,chr9,83623167,IDNK,ENSG00000148057.16,+,19.254520416259766
34645,chr13,51804098,DHRS12,ENSG00000102796.12,-,19.259889602661133
6687,chr2,218782146,CYP27A1,ENSG00000135929.9,+,19.27690887451172
10032,chr3,143971822,DIPK2A,ENSG00000181744.9,+,19.288162231445312
11432,chr3,132659844,ACAD11,ENSG00000240303.8,-,19.297832489013672
24024,chr9,93576583,PHF2,ENSG00000197724.11,+,19.29879379272461
46763,chr19,291393,PLPP2,ENSG00000141934.10,-,19.307384490966797
46672,chr19,57435324,ZNF749,ENSG00000186230.7,+,19.30769920349121
30573,chr11,78188626,KCTD21,ENSG00000188997.8,-,19.324127197265625
3660,chr1,55215364,USP24,ENSG00000162402.15,-,19.32509994506836
36831,chr15,41774483,MAPKBP1,ENSG00000137802.14,+,19.32738494873047
29248,chr11,120236639,POU2F3,ENSG00000137709.10,+,19.332908630371094
26457,chr10,110497906,DUSP5,ENSG00000138166.6,+,19.337139129638672
22010,chr8,38901234,PLEKHA2,ENSG00000169499.15,+,19.33979606628418
35051,chr14,32076966,ARHGAP5,ENSG00000100852.14,+,19.341732025146484
39885,chr16,5097795,EEF2KMT,ENSG00000118894.15,-,19.348386764526367
4997,chr1,229342517,CCSAP,ENSG00000154429.11,-,19.351221084594727
44305,chr18,63949300,HMSD,ENSG00000221887.6,+,19.35696029663086
52794,chrX,16712669,CTPS2,ENSG00000047230.15,-,19.36678695678711
26651,chr10,133379260,PAOX,ENSG00000148832.16,+,19.377994537353516
15181,chr5,157743711,LSM11,ENSG00000155858.6,+,19.392250061035156
5049,chr1,235866909,LYST,ENSG00000143669.16,-,19.397037506103516
8198,chr2,179264832,SESTD1,ENSG00000187231.14,-,19.427478790283203
28998,chr11,95066918,SRSF8,ENSG00000263465.5,+,19.487468719482422
43778,chr17,80220338,SGSH,ENSG00000181523.13,-,19.496326446533203
52417,chrX,134990990,SMIM10,ENSG00000184785.6,+,19.503768920898438
47366,chr19,18204042,RAB3A,ENSG00000105649.10,-,19.51712989807129
43035,chr17,41865423,KLHL11,ENSG00000178502.6,-,19.540918350219727
6295,chr2,172427585,ITGA6,ENSG00000091409.16,+,19.561634063720703
42098,chr17,80415183,ENDOV,ENSG00000173818.17,+,19.56423568725586
53745,chrY,6910685,TBL1Y,ENSG00000092377.15,+,19.575729370117188
4113,chr1,147670524,ACP6,ENSG00000162836.12,-,19.581987380981445
22376,chr8,103298864,FZD6,ENSG00000164930.12,+,19.58199691772461
2330,chr1,197902629,C1orf53,ENSG00000203724.11,+,19.604644775390625
36611,chr14,103847575,PPP1R13B,ENSG00000088808.18,-,19.60961151123047
2109,chr1,169106682,ATP1B1,ENSG00000143153.14,+,19.63075065612793
38079,chr15,74956772,RPP25,ENSG00000178718.7,-,19.636430740356445
9964,chr3,136957982,IL20RB,ENSG00000174564.13,+,19.63893699645996
17630,chr6,131573224,ARG1,ENSG00000118520.16,+,19.66202163696289
4487,chr1,160523262,SLAMF6,ENSG00000162739.14,-,19.676837921142578
21180,chr7,100177381,GPC2,ENSG00000213420.8,-,19.68106460571289
7899,chr2,131492397,MZT2A,ENSG00000173272.16,-,19.683910369873047
26361,chr10,100997071,LZTS2,ENSG00000107816.17,+,19.68537712097168
16954,chr6,31740004,MSH5,ENSG00000204410.16,+,19.703174591064453
49136,chr20,58981255,NELFCD,ENSG00000101158.15,+,19.70538330078125
26897,chr10,37976647,ZNF25,ENSG00000175395.16,-,19.71356201171875
41349,chr17,41930616,ODAD4,ENSG00000204815.10,+,19.714521408081055
47582,chr19,36838387,ZNF790,ENSG00000197863.9,-,19.723209381103516
29834,chr11,27472775,LGR4,ENSG00000205213.14,-,19.725366592407227
28000,chr11,33039571,TCP11L1,ENSG00000176148.16,+,19.737056732177734
50716,chr22,37658722,PDXP,ENSG00000241360.2,+,19.73720359802246
13733,chr4,109703445,CASP6,ENSG00000138794.10,-,19.760726928710938
45624,chr19,34428380,UBA2,ENSG00000126261.13,+,19.788223266601562
29962,chr11,46617227,HARBI1,ENSG00000180423.4,-,19.793556213378906
48951,chr20,44885710,YWHAB,ENSG00000166913.13,+,19.815271377563477
49043,chr20,50731579,PARD6B,ENSG00000124171.9,+,19.872722625732422
47161,chr19,12156731,ZNF625-ZNF20,ENSG00000213297.8,-,19.874679565429688
33855,chr12,121580459,KDM2B,ENSG00000089094.20,-,19.878093719482422
8947,chr3,20040445,KAT2B,ENSG00000114166.8,+,19.881072998046875
16947,chr6,31706903,LY6G6F-LY6G6D,ENSG00000250641.1,+,19.888267517089844
51209,chr22,36239527,APOL2,ENSG00000128335.14,-,19.88910484313965
4359,chr1,155562841,ASH1L,ENSG00000116539.14,-,19.925365447998047
8500,chr2,219543809,CHPF,ENSG00000123989.15,-,19.933969497680664
43362,chr17,56833920,C17orf67,ENSG00000214226.9,-,19.956754684448242
34136,chr13,46553199,LRCH1,ENSG00000136141.15,+,19.962400436401367
47908,chr19,45886141,IRF2BP1,ENSG00000170604.5,-,19.96275520324707
42261,chr17,1491610,MYO1C,ENSG00000197879.17,-,19.966184616088867
24131,chr9,110048597,PALM2AKAP2,ENSG00000157654.19,+,19.967416763305664
35859,chr14,20454812,OSGEP,ENSG00000092094.11,-,19.983190536499023
9281,chr3,48990240,P4HTM,ENSG00000178467.18,+,19.987049102783203
32959,chr12,31591136,DENND5B,ENSG00000170456.16,-,20.002548217773438
49638,chr20,46513559,ZNF334,ENSG00000198185.12,-,20.04340934753418
36567,chr14,99480790,SETD3,ENSG00000183576.13,-,20.048564910888672
4761,chr1,201469237,PHLDA3,ENSG00000174307.7,-,20.075241088867188
12120,chr4,8592764,CPZ,ENSG00000109625.19,+,20.097564697265625
26321,chr10,97498923,UBTD1,ENSG00000165886.5,+,20.108848571777344
1839,chr1,155859566,SYT11,ENSG00000132718.9,+,20.109691619873047
36877,chr15,42575605,STARD9,ENSG00000159433.12,+,20.11461067199707
36959,chr15,48178437,SLC12A1,ENSG00000074803.21,+,20.137815475463867
47879,chr19,45423566,ERCC1,ENSG00000012061.17,-,20.165973663330078
18092,chr6,29633135,GABBR1,ENSG00000204681.11,-,20.17780303955078
12887,chr4,153344687,MND1,ENSG00000121211.8,+,20.19218635559082
24602,chr9,137423349,NOXA1,ENSG00000188747.9,+,20.201534271240234
26329,chr10,97713729,MARVELD1,ENSG00000155254.13,+,20.20852279663086
27854,chr11,10305072,ADM,ENSG00000148926.10,+,20.208797454833984
34707,chr13,78603552,POU4F1,ENSG00000152192.8,-,20.253677368164062
20931,chr7,74851518,GTF2IRD2,ENSG00000196275.16,-,20.255281448364258
1557,chr1,145845629,NUDT17,ENSG00000186364.12,+,20.259475708007812
547,chr1,27726056,FAM76A,ENSG00000009780.16,+,20.276582717895508
35048,chr14,31026642,AP4S1,ENSG00000100478.16,+,20.296161651611328
37362,chr15,83447340,SH3GL3,ENSG00000140600.17,+,20.29865074157715
534,chr1,27234667,WDTC1,ENSG00000142784.16,+,20.301286697387695
4507,chr1,161038937,TSTD1,ENSG00000215845.11,-,20.321136474609375
36388,chr14,74923260,RPS6KL1,ENSG00000198208.12,-,20.33054542541504
49091,chr20,58692799,NPEPL1,ENSG00000215440.12,+,20.342571258544922
752,chr1,40477289,ZFP69,ENSG00000187815.10,+,20.367238998413086
44046,chr18,23453286,RIOK3,ENSG00000101782.15,+,20.425739288330078
47849,chr19,44401608,ENSG00000267173,ENSG00000267173.1,-,20.42743492126465
981,chr1,52726466,ZYG11B,ENSG00000162378.13,+,20.439931869506836
53567,chrX,141177129,LDOC1,ENSG00000182195.9,-,20.46324920654297
22172,chr8,66430184,ENSG00000285655,ENSG00000285655.1,+,20.466278076171875
3116,chr1,20186518,PLA2G2C,ENSG00000187980.7,-,20.474040985107422
47893,chr19,45769252,SIX5,ENSG00000177045.11,-,20.485231399536133
19606,chr7,66628957,ENSG00000284461,ENSG00000284461.2,+,20.50400161743164
40590,chr16,87317420,C16orf95,ENSG00000260456.7,-,20.504518508911133
32806,chr12,12562863,DUSP16,ENSG00000111266.9,-,20.518306732177734
46658,chr19,57351270,ZNF304,ENSG00000131845.15,+,20.52867317199707
20110,chr7,120950762,ING3,ENSG00000071243.16,+,20.541990280151367
27324,chr10,101695259,FBXW4,ENSG00000107829.15,-,20.549264907836914
25297,chr9,122093308,TTLL11,ENSG00000175764.17,-,20.559337615966797
23258,chr8,95269201,CFAP418,ENSG00000156172.6,-,20.55963134765625
26753,chr10,14604418,FAM107B,ENSG00000065809.14,-,20.5703125
5753,chr2,85539167,MAT2A,ENSG00000168906.13,+,20.574499130249023
33791,chr12,116277693,MED13L,ENSG00000123066.9,-,20.579818725585938
46771,chr19,633537,POLRMT,ENSG00000099821.14,-,20.640323638916016
28531,chr11,65041209,SAC3D1,ENSG00000168061.17,+,20.651121139526367
6531,chr2,202376326,BMPR2,ENSG00000204217.16,+,20.652193069458008
25779,chr10,28677520,BAMBI,ENSG00000095739.11,+,20.660507202148438
5585,chr2,64524411,AFTPH,ENSG00000119844.17,+,20.66289520263672
2053,chr1,162790722,HSD17B7,ENSG00000132196.16,+,20.671350479125977
18681,chr6,90296843,BACH2,ENSG00000112182.16,-,20.69219207763672
924,chr1,46489835,DMBX1,ENSG00000197587.12,+,20.69574546813965
43657,chr17,75393803,GRB2,ENSG00000177885.15,-,20.711528778076172
7763,chr2,100322501,LONRF2,ENSG00000170500.13,-,20.724693298339844
13316,chr4,48906828,OCIAD2,ENSG00000145247.12,-,20.727432250976562
11927,chr3,197029835,MELTF,ENSG00000163975.14,-,20.729034423828125
19074,chr6,158999781,RSPH3,ENSG00000130363.13,-,20.74279022216797
43493,chr17,63827663,FTSJ3,ENSG00000108592.17,-,20.750722885131836
44454,chr18,26548553,KCTD1,ENSG00000134504.14,-,20.753137588500977
28089,chr11,45805148,SLC35C1,ENSG00000181830.9,+,20.78720474243164
14529,chr5,76716125,F2R,ENSG00000181104.7,+,20.792098999023438
26565,chr10,122374759,PLEKHA1,ENSG00000107679.15,+,20.815078735351562
28120,chr11,46936753,CSTPP1,ENSG00000149179.14,+,20.816570281982422
32328,chr12,112418946,PTPN11,ENSG00000179295.19,+,20.820390701293945
42374,chr17,5191868,ZNF594,ENSG00000180626.10,-,20.827388763427734
24907,chr9,36400872,RNF38,ENSG00000137075.18,-,20.86391258239746
51934,chrX,53422889,RIBC1,ENSG00000158423.17,+,20.884061813354492
42268,chr17,1628834,SLC43A2,ENSG00000167703.15,-,20.892440795898438
45828,chr19,37371098,ZNF527,ENSG00000189164.15,+,20.947128295898438
18966,chr6,138107419,PERP,ENSG00000112378.12,-,20.94746971130371
48325,chr19,55228763,TMEM86B,ENSG00000180089.6,-,20.95940589904785
47171,chr19,12401268,ZNF799,ENSG00000196466.10,-,20.97429656982422
23257,chr8,94949366,TP53INP1,ENSG00000164938.14,-,20.977108001708984
37741,chr15,48178353,MYEF2,ENSG00000104177.20,-,20.98460578918457
2253,chr1,183023419,LAMC1,ENSG00000135862.6,+,20.991056442260742
20689,chr7,29989801,SCRN1,ENSG00000136193.17,-,20.991195678710938
7460,chr2,61854143,FAM161A,ENSG00000170264.13,-,21.00159454345703
26589,chr10,124461833,LHPP,ENSG00000107902.14,+,21.033702850341797
17099,chr6,37170151,PIM1,ENSG00000137193.14,+,21.053354263305664
4119,chr1,148152281,NBPF11,ENSG00000263956.8,-,21.055953979492188
1196,chr1,84078061,PRKACB,ENSG00000142875.21,+,21.069665908813477
7799,chr2,110205042,NPHP1,ENSG00000144061.14,-,21.078596115112305
1593,chr1,148952340,PDE4DIP,ENSG00000178104.22,+,21.08452796936035
47481,chr19,29715261,C19orf12,ENSG00000131943.20,-,21.085573196411133
24433,chr9,131096475,AIF1L,ENSG00000126878.13,+,21.089061737060547
33666,chr12,105236083,APPL2,ENSG00000136044.12,-,21.096895217895508
29942,chr11,44950845,TP53I11,ENSG00000175274.19,-,21.0982666015625
48427,chr19,58002819,ZNF606,ENSG00000166704.13,-,21.103981018066406
47511,chr19,34773229,ZNF599,ENSG00000153896.19,-,21.1054744720459
36556,chr14,95714125,TCL1A,ENSG00000100721.11,-,21.11335563659668
1412,chr1,109687816,GSTM1,ENSG00000134184.13,+,21.14337921142578
42203,chr17,83079608,METRNL,ENSG00000176845.13,+,21.163982391357422
29435,chr11,615970,IRF7,ENSG00000185507.21,-,21.168493270874023
16373,chr5,160400036,FAM200C,ENSG00000221886.4,-,21.193660736083984
47162,chr19,12156714,ZNF625,ENSG00000257591.6,-,21.251237869262695
19428,chr7,33129529,BBS9,ENSG00000122507.21,+,21.26904296875
30748,chr11,104968574,CASP4,ENSG00000196954.14,-,21.2758846282959
18696,chr6,96837477,GPR63,ENSG00000112218.9,-,21.295494079589844
33562,chr12,92929295,EEA1,ENSG00000102189.17,-,21.310646057128906
40757,chr17,4951094,ENO3,ENSG00000108515.18,+,21.3144474029541
37652,chr15,41513879,LTK,ENSG00000062524.16,-,21.351552963256836
25394,chr9,128656847,DYNC2I2,ENSG00000119333.12,-,21.35346031188965
44245,chr18,58044383,NEDD4L,ENSG00000049759.20,+,21.35687828063965
5655,chr2,71453560,DYSF,ENSG00000135636.16,+,21.38232421875
50743,chr22,38201931,MAFF,ENSG00000185022.12,+,21.444543838500977
44893,chr19,2269524,ENSG00000273734,ENSG00000273734.1,+,21.469467163085938
49557,chr20,41317731,ZHX3,ENSG00000174306.22,-,21.493284225463867
7765,chr2,100417668,CHST10,ENSG00000115526.11,-,21.534725189208984
37643,chr15,41116280,INO80,ENSG00000128908.19,-,21.548412322998047
10930,chr3,51967454,PCBP4,ENSG00000090097.22,-,21.573396682739258
41551,chr17,47323954,EFCAB13,ENSG00000178852.16,+,21.573705673217773
525,chr1,26787977,PIGV,ENSG00000060642.12,+,21.587915420532227
51023,chr22,20495795,KLHL22,ENSG00000099910.17,-,21.604516983032227
46601,chr19,55605646,ZNF865,ENSG00000261221.5,+,21.606334686279297
51871,chrX,49163931,MAGIX,ENSG00000269313.6,+,21.623703002929688
11906,chr3,196318240,DYNLT2B,ENSG00000213123.11,-,21.630760192871094
11984,chr4,674541,MYL5,ENSG00000215375.7,+,21.686763763427734
22639,chr8,144798912,ZNF517,ENSG00000197363.11,+,21.699174880981445
5552,chr2,61065870,SANBR,ENSG00000162929.14,+,21.70111846923828
32916,chr12,25250899,KRAS,ENSG00000133703.14,-,21.702341079711914
4386,chr1,156082465,MEX3A,ENSG00000254726.3,-,21.715354919433594
43899,chr17,83051770,B3GNTL1,ENSG00000175711.9,-,21.744136810302734
5960,chr2,111898628,MERTK,ENSG00000153208.19,+,21.74766731262207
26501,chr10,113679911,CASP7,ENSG00000165806.21,+,21.764677047729492
45346,chr19,16496393,C19orf44,ENSG00000105072.9,+,21.764833450317383
22354,chr8,98944441,OSR2,ENSG00000164920.10,+,21.775371551513672
46640,chr19,56595299,ZNF71,ENSG00000197951.10,+,21.822372436523438
31225,chr12,6927958,ATN1,ENSG00000111676.15,+,21.82311248779297
19143,chr6,169724500,PHF10,ENSG00000130024.15,-,21.82754898071289
28988,chr11,94567367,PIWIL4,ENSG00000134627.12,+,21.838674545288086
20940,chr7,75738941,HIP1,ENSG00000127946.17,-,21.83927345275879
25513,chr9,135961373,UBAC1,ENSG00000130560.9,-,21.84195899963379
52815,chrX,19887600,SH3KBP1,ENSG00000147010.19,-,21.86631202697754
50811,chr22,41092591,EP300,ENSG00000100393.15,+,21.867115020751953
41166,chr17,32142559,RHOT1,ENSG00000126858.19,+,21.874326705932617
16956,chr6,31740019,MSH5-SAPCD1,ENSG00000255152.8,+,21.894697189331055
23095,chr8,70403808,NCOA2,ENSG00000140396.13,-,21.91428565979004
45769,chr19,36115438,TBCB,ENSG00000105254.12,+,21.917648315429688
19394,chr7,30284596,ZNRF2,ENSG00000180233.11,+,21.9259090423584
45929,chr19,40191425,MAP3K10,ENSG00000130758.8,+,21.93994140625
31457,chr12,29149081,FAR2,ENSG00000064763.12,+,21.958560943603516
51910,chrX,51743441,GSPT2,ENSG00000189369.9,+,21.97180938720703
3061,chr1,15807649,UQCRHL,ENSG00000233954.7,-,21.984619140625
50911,chr22,49918634,CRELD2,ENSG00000184164.15,+,22.005435943603516
6382,chr2,183078746,DUSP19,ENSG00000162999.13,+,22.006010055541992
14323,chr5,56815548,MAP3K1,ENSG00000095015.6,+,22.013839721679688
22313,chr8,93916922,PDP1,ENSG00000164951.16,+,22.028179168701172
30395,chr11,68004097,UNC93B1,ENSG00000110057.9,-,22.03864288330078
18560,chr6,73653992,SLC17A5,ENSG00000119899.13,-,22.063217163085938
19188,chr7,2403587,CHST12,ENSG00000136213.10,+,22.07555389404297
3853,chr1,97921034,DPYD,ENSG00000188641.14,-,22.09327507019043
27490,chr10,121928075,ATE1,ENSG00000107669.19,-,22.10068130493164
32932,chr12,27780236,MANSC4,ENSG00000205693.4,-,22.119422912597656
