,Chromosome,Start,gene_name,gene_id,Strand,GM12878
50759,chr22,39021126,APOBEC3D,ENSG00000243811.12,+,55.809417724609375
45223,chr19,11848760,ZNF439,ENSG00000171291.9,+,55.85380554199219
52911,chrX,41923517,CASK,ENSG00000147044.23,-,55.856109619140625
40685,chr17,2055102,HIC1,ENSG00000177374.13,+,55.86915588378906
14865,chr5,138439056,REEP2,ENSG00000132563.17,+,55.91167449951172
6185,chr2,158968639,TANC1,ENSG00000115183.15,+,55.91216278076172
46232,chr19,48170691,ZSWIM9,ENSG00000185453.13,+,55.920570373535156
25551,chr9,136944738,FBXW5,ENSG00000159069.14,-,55.929718017578125
31871,chr12,56521819,RBMS2,ENSG00000076067.14,+,55.94029998779297
36181,chr14,52951018,FERMT2,ENSG00000073712.15,-,55.951419830322266
1194,chr1,81800986,ADGRL2,ENSG00000117114.21,+,55.9997673034668
47582,chr19,36838387,ZNF790,ENSG00000197863.9,-,56.03354263305664
28522,chr11,64924688,PPP2R5B,ENSG00000068971.14,+,56.046104431152344
46654,chr19,57240684,ZNF805,ENSG00000204524.7,+,56.049739837646484
52241,chrX,106802672,TBC1D8B,ENSG00000133138.20,+,56.094993591308594
38874,chr16,27203525,KDM8,ENSG00000155666.12,+,56.09794998168945
15369,chr5,177446813,PRR7,ENSG00000131188.12,+,56.11336898803711
49898,chr21,33642495,ITSN1,ENSG00000205726.15,+,56.123924255371094
18295,chr6,36387669,ETV7,ENSG00000010030.14,-,56.14556121826172
53745,chrY,6910685,TBL1Y,ENSG00000092377.15,+,56.1640625
33562,chr12,92929295,EEA1,ENSG00000102189.17,-,56.23830795288086
2569,chr1,220748268,MTARC2,ENSG00000117791.16,+,56.252197265625
42076,chr17,79778193,CBX2,ENSG00000173894.11,+,56.307918548583984
547,chr1,27726056,FAM76A,ENSG00000009780.16,+,56.32526397705078
48743,chr20,32358348,ASXL1,ENSG00000171456.22,+,56.337196350097656
16506,chr5,180292056,MAPK9,ENSG00000050748.18,-,56.37398147583008
5496,chr2,48314681,FOXN2,ENSG00000170802.17,+,56.40180587768555
6427,chr2,190343588,INPP1,ENSG00000151689.13,+,56.43541717529297
45637,chr19,34734242,ZNF181,ENSG00000197841.15,+,56.45423889160156
838,chr1,43530882,PTPRF,ENSG00000142949.17,+,56.503761291503906
30409,chr11,68751460,TESMIN,ENSG00000132749.11,-,56.511234283447266
3891,chr1,108661122,HENMT1,ENSG00000162639.16,-,56.52367401123047
41738,chr17,59331654,YPEL2,ENSG00000175155.11,+,56.543357849121094
39566,chr16,85027781,KIAA0513,ENSG00000135709.14,+,56.55828094482422
1876,chr1,156338506,TSACC,ENSG00000163467.12,+,56.596012115478516
16081,chr5,135034228,PITX1,ENSG00000069011.16,-,56.60203552246094
9894,chr3,132317405,ACP3,ENSG00000014257.17,+,56.630035400390625
22891,chr8,28490278,FBXO16,ENSG00000214050.8,-,56.90535354614258
5175,chr2,6865726,RSAD2,ENSG00000134321.13,+,56.956031799316406
24913,chr9,37576380,FBXO10,ENSG00000147912.13,-,56.962894439697266
50869,chr22,44702203,PRR5,ENSG00000186654.21,+,56.993682861328125
42709,chr17,20467539,LGALS9B,ENSG00000170298.16,-,57.01398468017578
53022,chrX,49264710,FOXP3,ENSG00000049768.18,-,57.038509368896484
20501,chr7,1138247,C7orf50,ENSG00000146540.15,-,57.05590057373047
18681,chr6,90296843,BACH2,ENSG00000112182.16,-,57.06997299194336
4359,chr1,155562841,ASH1L,ENSG00000116539.14,-,57.09212875366211
48180,chr19,52008230,ZNF615,ENSG00000197619.15,-,57.10548400878906
51574,chrX,12867071,TLR7,ENSG00000196664.5,+,57.16633605957031
28120,chr11,46936753,CSTPP1,ENSG00000149179.14,+,57.16637420654297
37383,chr15,84981980,PDE8A,ENSG00000073417.15,+,57.171722412109375
30988,chr11,124673739,SIAE,ENSG00000110013.13,-,57.217037200927734
52171,chrX,101485455,ARMCX4,ENSG00000196440.12,+,57.232810974121094
29246,chr11,120211031,OAF,ENSG00000184232.9,+,57.26466751098633
33215,chr12,53625979,ATF7-NPFF,ENSG00000267281.3,-,57.28797149658203
11038,chr3,59050025,CFAP20DC,ENSG00000163689.21,-,57.309181213378906
33254,chr12,54473602,GTSF1,ENSG00000170627.11,-,57.34136199951172
13107,chr4,2418636,ZFYVE28,ENSG00000159733.14,-,57.434425354003906
26968,chr10,49762323,OGDHL,ENSG00000197444.10,-,57.46576690673828
37669,chr15,42491105,ZNF106,ENSG00000103994.18,-,57.56597137451172
6273,chr2,170816886,GAD1,ENSG00000128683.14,+,57.58887481689453
19309,chr7,22727146,IL6,ENSG00000136244.12,+,57.620521545410156
48093,chr19,50333515,KCNC3,ENSG00000131398.15,-,57.641868591308594
17953,chr6,10694533,C6orf52,ENSG00000137434.12,-,57.684574127197266
15744,chr5,74640582,ENC1,ENSG00000171617.16,-,57.70648193359375
46584,chr19,55339875,KMT5C,ENSG00000133247.14,+,57.73052215576172
18910,chr6,132798637,SLC18B1,ENSG00000146409.12,-,57.73143768310547
49308,chr20,2508907,ENSG00000256566,ENSG00000256566.1,-,57.81364822387695
37643,chr15,41116280,INO80,ENSG00000128908.19,-,57.81700134277344
17060,chr6,35452337,FANCE,ENSG00000112039.6,+,57.83551788330078
15486,chr5,14871778,ANKH,ENSG00000154122.14,-,57.83742904663086
14252,chr5,40679914,PTGER4,ENSG00000171522.6,+,57.86396026611328
8400,chr2,208255071,IDH1,ENSG00000138413.14,-,57.86738967895508
48428,chr19,58002819,ZNF606,ENSG00000166704.13,-,57.990135192871094
21250,chr7,103149182,NAPEPLD,ENSG00000161048.12,-,58.012901306152344
7535,chr2,71227103,PAIP2B,ENSG00000124374.9,-,58.03606414794922
24987,chr9,78031811,GNAQ,ENSG00000156052.11,-,58.088134765625
44046,chr18,23453286,RIOK3,ENSG00000101782.15,+,58.10580062866211
15682,chr5,60844269,ELOVL7,ENSG00000164181.14,-,58.13642120361328
4818,chr1,205211566,DSTYK,ENSG00000133059.18,-,58.244102478027344
25115,chr9,96566892,CDC14B,ENSG00000081377.17,-,58.283172607421875
16690,chr6,25279373,CARMIL1,ENSG00000079691.19,+,58.308597564697266
2969,chr1,6602869,KLHL21,ENSG00000162413.17,-,58.42060470581055
39676,chr16,90022599,GAS8,ENSG00000141013.17,+,58.47181701660156
33285,chr12,55829603,DNAJC14,ENSG00000135392.19,-,58.4866943359375
14892,chr5,139648932,CXXC5,ENSG00000171604.12,+,58.52766418457031
47175,chr19,12484816,ZNF709,ENSG00000242852.7,-,58.56133270263672
47174,chr19,12484816,ENSG00000269755,ENSG00000269755.1,-,58.56133270263672
25436,chr9,131276510,FAM78A,ENSG00000126882.14,-,58.56803894042969
51038,chr22,21867645,MAPK1,ENSG00000100030.15,-,58.589637756347656
21163,chr7,100100743,MCM7,ENSG00000166508.19,-,58.59528350830078
26361,chr10,100997071,LZTS2,ENSG00000107816.17,+,58.769989013671875
15933,chr5,113294938,MCC,ENSG00000171444.19,-,58.783973693847656
25332,chr9,124771310,NR6A1,ENSG00000148200.17,-,58.792625427246094
11216,chr3,112975090,CD200R1,ENSG00000163606.11,-,58.798458099365234
49242,chr20,64255748,PCMTD2,ENSG00000203880.13,+,58.81466293334961
6962,chr2,240568483,RNPEPL1,ENSG00000142327.13,+,58.834747314453125
33374,chr12,57479632,ARHGAP9,ENSG00000123329.20,-,58.890480041503906
36388,chr14,74923260,RPS6KL1,ENSG00000198208.12,-,58.90458679199219
23416,chr8,120812046,SNTB1,ENSG00000172164.15,-,58.95207214355469
32916,chr12,25250899,KRAS,ENSG00000133703.14,-,58.95622634887695
30266,chr11,64917209,ATG2A,ENSG00000110046.14,-,58.97883224487305
28453,chr11,63939001,NAA40,ENSG00000110583.13,+,58.99789810180664
32932,chr12,27780236,MANSC4,ENSG00000205693.4,-,59.03958511352539
8083,chr2,168247595,STK39,ENSG00000198648.12,-,59.109657287597656
47586,chr19,37172695,ZNF585A,ENSG00000196967.11,-,59.196014404296875
10982,chr3,53046073,SFMBT1,ENSG00000163935.14,-,59.23827362060547
47161,chr19,12156731,ZNF625-ZNF20,ENSG00000213297.8,-,59.272369384765625
22027,chr8,39913890,IDO1,ENSG00000131203.13,+,59.303592681884766
51276,chr22,38273010,TMEM184B,ENSG00000198792.13,-,59.34405517578125
34645,chr13,51804098,DHRS12,ENSG00000102796.12,-,59.3716926574707
50716,chr22,37658722,PDXP,ENSG00000241360.2,+,59.377655029296875
36808,chr15,40844017,SPINT1,ENSG00000166145.15,+,59.393741607666016
3492,chr1,43453963,HYI,ENSG00000178922.18,-,59.471771240234375
5567,chr2,63050829,OTX1,ENSG00000115507.10,+,59.47224426269531
3660,chr1,55215364,USP24,ENSG00000162402.15,-,59.49433517456055
50276,chr21,41926690,C2CD2,ENSG00000157617.17,-,59.56694030761719
39874,chr16,4767162,ZNF500,ENSG00000103199.14,-,59.58335876464844
1582,chr1,148844427,PDE4DIP,ENSG00000178104.22,+,59.594451904296875
18362,chr6,41201149,TREML2,ENSG00000112195.9,-,59.67082214355469
32094,chr12,92702988,PLEKHG7,ENSG00000187510.11,+,59.699066162109375
12887,chr4,153344687,MND1,ENSG00000121211.8,+,59.707305908203125
1273,chr1,93448130,FNBP1L,ENSG00000137942.18,+,59.709781646728516
3806,chr1,89022866,GBP3,ENSG00000117226.12,-,59.743553161621094
24372,chr9,128818499,ENDOG,ENSG00000167136.7,+,59.758392333984375
5014,chr1,230868521,C1orf198,ENSG00000119280.17,-,59.814170837402344
28494,chr11,64285256,GPR137,ENSG00000173264.16,+,59.81866455078125
36956,chr15,48178466,CTXN2,ENSG00000233932.6,+,59.838584899902344
15479,chr5,10307902,CMBL,ENSG00000164237.9,-,59.879119873046875
24401,chr9,129139412,ENSG00000235007,ENSG00000235007.3,+,59.90195083618164
19336,chr7,24573414,PALS2,ENSG00000105926.16,+,59.9310417175293
46276,chr19,48954874,BAX,ENSG00000087088.21,+,59.93128967285156
33204,chr12,53220259,RARG,ENSG00000172819.17,-,59.977081298828125
45002,chr19,5904840,ENSG00000267314,ENSG00000267314.1,+,59.98356246948242
26609,chr10,131901007,PPP2R2D,ENSG00000175470.20,+,59.98845672607422
32682,chr12,6873285,SPSB2,ENSG00000111671.10,-,60.008697509765625
24907,chr9,36400872,RNF38,ENSG00000137075.18,-,60.014495849609375
21864,chr8,22999547,RHOBTB2,ENSG00000008853.18,+,60.016387939453125
48904,chr20,43458053,ENSG00000288000,ENSG00000288000.1,+,60.02539825439453
53610,chrX,152830757,CETN2,ENSG00000147400.10,-,60.05830001831055
2346,chr1,200738892,CAMSAP2,ENSG00000118200.15,+,60.066566467285156
13030,chr4,185209597,SNX25,ENSG00000109762.17,+,60.088714599609375
46606,chr19,55643648,ZNF581,ENSG00000171425.10,+,60.120155334472656
7693,chr2,88055783,KRCC1,ENSG00000172086.9,-,60.12553405761719
5368,chr2,29115489,CLIP4,ENSG00000115295.21,+,60.135955810546875
22464,chr8,124450819,TRMT12,ENSG00000183665.5,+,60.143768310546875
4427,chr1,157700738,FCRL3,ENSG00000160856.21,-,60.147037506103516
19223,chr7,5592815,FSCN1,ENSG00000075618.18,+,60.16299057006836
3196,chr1,24413725,STPG1,ENSG00000001460.18,-,60.166969299316406
32315,chr12,111766932,ALDH2,ENSG00000111275.13,+,60.225730895996094
2724,chr1,236394285,EDARADD,ENSG00000186197.15,+,60.24649429321289
50870,chr22,44702232,PRR5-ARHGAP8,ENSG00000248405.10,+,60.27286148071289
37847,chr15,55498348,DNAAF4,ENSG00000256061.7,-,60.273841857910156
6729,chr2,219544027,TMEM198,ENSG00000188760.11,+,60.27871322631836
40596,chr16,87493024,ZCCHC14,ENSG00000140948.13,-,60.32633972167969
3059,chr1,15585051,AGMAT,ENSG00000116771.6,-,60.38622283935547
35464,chr14,75278825,FOS,ENSG00000170345.10,+,60.41325378417969
5805,chr2,95207520,ZNF892,ENSG00000233757.7,+,60.494041442871094
23945,chr9,83623167,IDNK,ENSG00000148057.16,+,60.555198669433594
8225,chr2,187554438,TFPI,ENSG00000003436.16,-,60.57008361816406
51302,chr22,39152680,CBX7,ENSG00000100307.13,-,60.596771240234375
43265,chr17,47841173,SCRN2,ENSG00000141295.14,-,60.68598175048828
18560,chr6,73653992,SLC17A5,ENSG00000119899.13,-,60.714317321777344
52418,chrX,135032354,RTL8C,ENSG00000134590.14,+,60.748165130615234
13471,chr4,81471890,RASGEF1B,ENSG00000138670.19,-,60.749488830566406
27955,chr11,22193072,ANO5,ENSG00000171714.13,+,60.753143310546875
6070,chr2,130182261,MZT2B,ENSG00000152082.15,+,60.7909049987793
15612,chr5,43040319,ANXA2R,ENSG00000177721.5,-,60.81691360473633
43933,chr18,3450171,TGIF1,ENSG00000177426.22,+,60.83793640136719
36238,chr14,60165398,DHRS7,ENSG00000100612.14,-,60.87432098388672
53165,chrX,70908711,TEX11,ENSG00000120498.14,-,60.888145446777344
17969,chr6,13328583,TBC1D7,ENSG00000145979.18,-,60.93254852294922
50911,chr22,49918634,CRELD2,ENSG00000184164.15,+,60.951515197753906
43103,chr17,42980433,PTGES3L,ENSG00000267060.7,-,60.95255661010742
52644,chrX,154444140,FAM50A,ENSG00000071859.15,+,61.027313232421875
20450,chr7,152025673,GALNT11,ENSG00000178234.13,+,61.05453872680664
33121,chr12,49828413,NCKAP5L,ENSG00000167566.17,-,61.14906311035156
46080,chr19,44072158,ZNF284,ENSG00000186026.7,+,61.181461334228516
41312,chr17,40121970,MSL1,ENSG00000188895.12,+,61.18714141845703
24268,chr9,126860706,ZBTB34,ENSG00000177125.6,+,61.203243255615234
39040,chr16,30957970,SETD1A,ENSG00000099381.20,+,61.2913818359375
45551,chr19,23763003,RPSA2,ENSG00000288920.1,+,61.317527770996094
50623,chr22,31081318,SMTN,ENSG00000183963.19,+,61.370079040527344
42249,chr17,1109100,ABR,ENSG00000159842.16,-,61.37562561035156
28782,chr11,72224766,INPPL1,ENSG00000165458.15,+,61.464027404785156
47848,chr19,44356680,ZNF112,ENSG00000062370.17,-,61.46544647216797
2211,chr1,178725243,RALGPS2,ENSG00000116191.19,+,61.52372741699219
5344,chr2,28392801,FOSL2,ENSG00000075426.12,+,61.57384490966797
34228,chr13,75636329,LMO7,ENSG00000136153.20,+,61.59368133544922
111,chr1,6613730,PHF13,ENSG00000116273.6,+,61.61045455932617
16956,chr6,31740019,MSH5-SAPCD1,ENSG00000255152.8,+,61.632606506347656
16932,chr6,31622773,ENSG00000291302,ENSG00000291302.1,+,61.86488342285156
37677,chr15,42920809,TTBK2,ENSG00000128881.18,-,61.90052795410156
47855,chr19,44500522,ZNF180,ENSG00000167384.11,-,61.91130447387695
16105,chr5,138033031,FAM13B,ENSG00000031003.11,-,61.92824935913086
13452,chr4,77819368,CNOT6L,ENSG00000138767.14,-,61.9910888671875
53253,chrX,80809877,BRWD3,ENSG00000165288.11,-,62.028018951416016
44082,chr18,31498176,DSG2,ENSG00000046604.14,+,62.064334869384766
25444,chr9,132079856,MED27,ENSG00000160563.14,-,62.07931900024414
14894,chr5,140107814,PURA,ENSG00000185129.8,+,62.22109603881836
52282,chrX,111096190,PAK3,ENSG00000077264.17,+,62.23676300048828
7166,chr2,25673561,DTNB,ENSG00000138101.20,-,62.281986236572266
21473,chr7,137846863,DGKI,ENSG00000157680.17,-,62.39056396484375
1519,chr1,117606047,TENT5C,ENSG00000183508.5,+,62.39360809326172
27868,chr11,11842065,USP47,ENSG00000170242.19,+,62.39830780029297
53017,chrX,49186373,PRICKLE3,ENSG00000012211.13,-,62.4289436340332
2280,chr1,186828948,PLA2G4A,ENSG00000116711.10,+,62.44590377807617
6181,chr2,158456951,PKP4,ENSG00000144283.23,+,62.44640350341797
8403,chr2,210171409,KANSL1L,ENSG00000144445.17,-,62.48551940917969
30379,chr11,67443512,CORO1B,ENSG00000172725.14,-,62.60109329223633
15794,chr5,79514134,HOMER1,ENSG00000152413.15,-,62.60483932495117
42162,chr17,82023304,LRRC45,ENSG00000169683.8,+,62.6297607421875
50023,chr21,42513851,SLC37A1,ENSG00000160190.14,+,62.63837432861328
31632,chr12,50925014,METTL7A,ENSG00000185432.12,+,62.648372650146484
24027,chr9,94030793,PTPDC1,ENSG00000158079.16,+,62.65873718261719
15648,chr5,55534964,PLPP1,ENSG00000067113.17,-,62.67165756225586
21867,chr8,23243636,CHMP7,ENSG00000147457.14,+,62.69878387451172
23861,chr9,66900724,ZNF658,ENSG00000274349.5,+,62.71053695678711
17075,chr6,36130512,MAPK13,ENSG00000156711.17,+,62.71623229980469
40898,chr17,7858029,CYB5D1,ENSG00000182224.12,+,62.86510467529297
34028,chr13,28138544,PAN3,ENSG00000152520.14,+,62.876991271972656
1515,chr1,117001759,CD101,ENSG00000134256.13,+,62.91542053222656
25647,chr10,8054687,GATA3,ENSG00000107485.18,+,62.99969482421875
5052,chr1,236065090,NID1,ENSG00000116962.15,-,63.01728439331055
41676,chr17,54900851,TOM1L1,ENSG00000141198.16,+,63.05465316772461
47171,chr19,12401268,ZNF799,ENSG00000196466.10,-,63.12089538574219
49463,chr20,32743467,COMMD7,ENSG00000149600.12,-,63.133731842041016
32600,chr12,1594581,FBXL14,ENSG00000171823.7,-,63.159690856933594
32205,chr12,104064530,HCFC2,ENSG00000111727.12,+,63.16230773925781
22313,chr8,93916922,PDP1,ENSG00000164951.16,+,63.17974853515625
17522,chr6,116100852,NT5DC1,ENSG00000178425.14,+,63.249969482421875
9441,chr3,58237531,ABHD6,ENSG00000163686.15,+,63.293418884277344
18050,chr6,26659752,ZNF322,ENSG00000181315.11,-,63.322635650634766
50558,chr22,29073034,KREMEN1,ENSG00000183762.13,+,63.333831787109375
52933,chrX,47483222,ZNF41,ENSG00000147124.13,-,63.37184143066406
41118,chr17,28728787,NEK8,ENSG00000160602.14,+,63.375274658203125
44167,chr18,44680172,SETBP1,ENSG00000152217.20,+,63.375450134277344
18966,chr6,138107419,PERP,ENSG00000112378.12,-,63.3938102722168
51660,chrX,23908005,CXorf58,ENSG00000165182.12,+,63.41469955444336
44589,chr18,50195147,MYO5B,ENSG00000167306.21,-,63.43170928955078
30785,chr11,108467529,C11orf65,ENSG00000166323.13,-,63.43549346923828
47162,chr19,12156714,ZNF625,ENSG00000257591.6,-,63.58449172973633
13015,chr4,183505057,ING2,ENSG00000168556.7,+,63.58486557006836
27869,chr11,12110589,MICAL2,ENSG00000133816.19,+,63.58671569824219
5381,chr2,31234151,EHD3,ENSG00000013016.16,+,63.633392333984375
52120,chrX,80335503,TENT5D,ENSG00000174016.11,+,63.70055389404297
34202,chr13,52642430,HNRNPA1L2,ENSG00000139675.13,+,63.705482482910156
7229,chr2,31138147,GALNT14,ENSG00000158089.15,-,63.72156524658203
416,chr1,23019467,KDM1A,ENSG00000004487.18,+,63.722190856933594
15720,chr5,69370013,TAF9,ENSG00000273841.6,-,63.78990173339844
20384,chr7,149715056,KRBA1,ENSG00000133619.18,+,63.91866683959961
17169,chr6,43059630,KLC4,ENSG00000137171.15,+,63.9274787902832
28593,chr11,65890672,CCDC85B,ENSG00000175602.4,+,63.93077087402344
15037,chr5,142770376,ARHGAP26,ENSG00000145819.18,+,64.00469207763672
4602,chr1,169367797,NME7,ENSG00000143156.14,-,64.05447387695312
14868,chr5,138465478,EGR1,ENSG00000120738.8,+,64.09823608398438
33387,chr12,57633201,B4GALNT1,ENSG00000135454.14,-,64.11967468261719
16635,chr6,13574593,SIRT5,ENSG00000124523.17,+,64.16759490966797
14166,chr5,14581791,OTULINL,ENSG00000145569.6,+,64.21498107910156
8019,chr2,159616548,BAZ2B,ENSG00000123636.19,-,64.30899810791016
6555,chr2,203867770,CTLA4,ENSG00000163599.18,+,64.47797393798828
22982,chr8,42768610,CHRNA6,ENSG00000147434.9,-,64.55783081054688
20931,chr7,74851518,GTF2IRD2,ENSG00000196275.16,-,64.56243133544922
45511,chr19,20077999,ZNF90,ENSG00000213988.11,+,64.58082580566406
43430,chr17,59964740,RNFT1,ENSG00000189050.16,-,64.5887222290039
31335,chr12,14365728,ATF7IP,ENSG00000171681.13,+,64.67608642578125
47364,chr19,18086932,IL12RB1,ENSG00000096996.16,-,64.73053741455078
15384,chr5,178859952,ZNF354B,ENSG00000178338.11,+,64.75721740722656
52216,chrX,103628974,TCEAL1,ENSG00000172465.14,+,64.78504943847656
19428,chr7,33129529,BBS9,ENSG00000122507.21,+,64.81130981445312
14172,chr5,17217630,BASP1,ENSG00000176788.9,+,64.87841796875
20181,chr7,129434431,STRIP2,ENSG00000128578.10,+,64.91473388671875
42755,chr17,28718161,RAB34,ENSG00000109113.20,-,64.9278793334961
13045,chr4,186191566,CYP4V2,ENSG00000145476.16,+,64.97843933105469
26038,chr10,73772290,FUT11,ENSG00000196968.11,+,65.01080322265625
36106,chr14,37172423,SLC25A21,ENSG00000183032.12,-,65.01216125488281
32235,chr12,106774639,RIC8B,ENSG00000111785.21,+,65.02252960205078
48059,chr19,49813178,FUZ,ENSG00000010361.14,-,65.13651275634766
40393,chr16,67935641,ENSG00000261884,ENSG00000261884.2,-,65.17694854736328
26565,chr10,122374759,PLEKHA1,ENSG00000107679.15,+,65.24128723144531
17839,chr6,163414642,QKI,ENSG00000112531.17,+,65.24636840820312
7152,chr2,24972094,DNAJC27,ENSG00000115137.12,-,65.298828125
18797,chr6,111873430,FYN,ENSG00000010810.18,-,65.29942321777344
27854,chr11,10305072,ADM,ENSG00000148926.10,+,65.33177185058594
8989,chr3,31981749,ZNF860,ENSG00000197385.6,+,65.34622955322266
3082,chr1,17119451,PADI2,ENSG00000117115.13,-,65.39111328125
47401,chr19,18941190,HOMER3,ENSG00000051128.19,-,65.40415954589844
52865,chrX,31072041,FTHL17,ENSG00000132446.7,-,65.44036865234375
30476,chr11,72781842,STARD10,ENSG00000214530.10,-,65.54966735839844
27029,chr10,67696195,CTNNA3,ENSG00000183230.18,-,65.55762481689453
49699,chr20,53593839,ZNF217,ENSG00000171940.14,-,65.633056640625
23615,chr8,144755531,ZNF251,ENSG00000198169.9,-,65.7176742553711
13995,chr4,164977668,TRIM61,ENSG00000183439.10,-,65.72663116455078
2568,chr1,220690362,C1orf115,ENSG00000162817.7,+,65.73768615722656
7767,chr2,101151382,TBC1D8,ENSG00000204634.13,-,65.84272003173828
33101,chr12,49069979,RHEBL1,ENSG00000167550.11,-,65.86471557617188
12948,chr4,158769025,FNIP2,ENSG00000052795.13,+,65.92803192138672
14591,chr5,87267882,RASA1,ENSG00000145715.15,+,65.9775619506836
21498,chr7,140398457,SLC37A3,ENSG00000157800.18,-,66.00572204589844
39483,chr16,75566378,GABARAPL2,ENSG00000034713.8,+,66.04035186767578
49638,chr20,46513559,ZNF334,ENSG00000198185.12,-,66.06263732910156
23816,chr9,35829227,TMEM8B,ENSG00000137103.20,+,66.09186553955078
50191,chr21,32727939,SYNJ1,ENSG00000159082.18,-,66.10237121582031
31847,chr12,56152586,MYL6B,ENSG00000196465.11,+,66.1240234375
3216,chr1,25998063,PAFAH2,ENSG00000158006.14,-,66.12640380859375
4428,chr1,157777132,FCRL2,ENSG00000132704.16,-,66.16085815429688
5815,chr2,96325316,ITPRIPL1,ENSG00000198885.10,+,66.18486022949219
41033,chr17,19378497,MAPK7,ENSG00000166484.20,+,66.19499206542969
34658,chr13,52159560,NEK3,ENSG00000136098.18,-,66.1950454711914
17364,chr6,75601926,SENP6,ENSG00000112701.18,+,66.19998931884766
21180,chr7,100177381,GPC2,ENSG00000213420.8,-,66.2413101196289
13992,chr4,163613534,MARCHF1,ENSG00000145416.14,-,66.25735473632812
750,chr1,40450106,ZFP69B,ENSG00000187801.15,+,66.2642822265625
52862,chrX,30889254,TAB3,ENSG00000157625.16,-,66.38514709472656
